iso_o,iso_d,Distw,Comlang,Contig,GDP_d,GDP_o,POP_o,Pop_d,XPTOT_o,emotenss f,Remoteness,,
ESP,BRA,7821.086455,0,0,83184840,83811477579,1115.790039,8381.147758,18161312,1.51E+07,9.33E-08,,
ESP,BRB,6268.484631,0,0,,61985369644,7.212999821,6198.536964,20214016,1.64E+07,1.01E-07,,
ESP,BREMEN,,0,0,417085760,16987665255,1476.478027,1698.766525,22637894,0.00E+00,0,,
ESP,BRN,11952.51568,0,0,,1.20E+11,26.61499977,12007.19338,17683140,1.61E+07,9.95E-08,,
ESP,BTN,8329.724697,0,0,512708736,83368471518,4376.056152,8336.847152,19598336,1.62E+07,9.99E-08,,
ESP,BWA,7674.145493,0,0,1521507712,78551881203,15687.99609,7855.18812,23212730,1.58E+07,9.77E-08,,
ESP,CAF,4462.956021,0,0,,45848405853,589.5189819,4584.840585,25650690,1.57E+07,9.73E-08,,
ESP,CAN,6519.997433,0,0,111555296,56901268724,2034.909058,5690.126872,28278094,1.85E+07,1.15E-07,,
ESP,CANARY,,1,0,6855017.5,17304731649,52.36500168,1730.473165,45352368,0.00E+00,0,,
ESP,CCK,11802.91113,0,0,13023463424,1.18E+11,23605.99219,11769.40793,54716060,1.62E+07,1.00E-07,,
ESP,CHE,1176.602061,0,0,278333600,12503722712,2620.013916,1250.372271,46191964,1.52E+07,9.41E-08,,
ESP,CHISL,,0,0,514533344,9870675747,337.5,987.0675747,47377844,0.00E+00,0,,
ESP,CHL,10747.68509,1,0,,1.07E+11,4080.300049,10698.77604,51369516,1.62E+07,1.00E-07,,
ESP,CHN,9592.112891,0,0,728333440,1.03E+11,5036.320801,10263.10645,34423600,1.51E+07,9.35E-08,,
ESP,CIV,3795.84995,0,0,817521728,38993638060,8397.345703,3899.363806,69669736,1.57E+07,9.73E-08,,
ESP,CMR,4082.02017,0,0,110433440,43380427351,1296.136963,4338.042735,50375336,1.52E+07,9.41E-08,,
ESP,COD,5579.864671,0,0,606666944,53372127371,10867.7168,5337.212737,62014152,1.69E+07,1.05E-07,,
ESP,COG,5219.980015,0,0,484166912,53294765925,13186.55957,5329.476593,96231296,1.58E+07,9.79E-08,,
ESP,COK,16943.13025,0,0,480174752,1.69E+11,6600.479004,16907.98632,124679352,1.62E+07,1.00E-07,,
ESP,COL,8065.489659,1,0,567233920,80181893705,5010.961914,8018.189371,96871968,1.63E+07,1.01E-07,,
ESP,COM,7516.487201,0,0,18820318,75407395563,435.7999878,7540.739556,92400976,1.61E+07,9.97E-08,,
ESP,CPV,3397.702034,0,0,,34197715365,264.8850098,3419.771537,106812304,1.61E+07,9.94E-08,,
ESP,CRI,8565.978914,1,0,,84809987230,8.831000328,8480.998723,96565328,1.63E+07,1.01E-07,,
ESP,CUB,7383.220182,1,0,714750592,74399114565,5274.726074,7439.911457,114888104,1.61E+07,9.92E-08,,
ESP,CUW,,0,0,,70466940755,12550.12109,7046.694075,145722848,0.00E+00,0,,
ESP,CXR,12408.87305,0,0,158504896,1.24E+11,3392.948975,12394.63837,210075664,1.62E+07,1.00E-07,,
ESP,CYM,7695.819838,0,0,,76086653385,19.62199974,7608.665339,256034688,1.64E+07,1.01E-07,,
ESP,CYP,3229.373192,0,0,,32858384525,100.6969986,3285.838453,236540576,1.59E+07,9.83E-08,,
ESP,CZE,1828.274771,0,0,4.25E+11,17752672551,202677,1775.267255,218615456,1.67E+07,1.03E-07,,
ESP,CZSK,,0,0,769792896,17752672551,9909.152344,1775.267255,246768832,0.00E+00,0,,
ESP,DANTZ,,0,0,6253915648,22728095781,4891.859863,2272.809578,247999424,0.00E+00,0,,
ESP,DEU,1627.346038,0,0,109628768,18713744511,104,1871.374451,286212576,1.41E+07,8.70E-08,,
ESP,DEUAFRI,,0,0,,43380427351,20.76499939,4338.042735,372070336,0.00E+00,0,,
ESP,DEUNEWGUI,,0,0,110750136,1.53E+11,4484.456055,15275.10069,531388512,0.00E+00,0,,
ESP,DEUWAF,,0,0,211000000,43380427351,606.1170044,4338.042735,511960736,0.00E+00,0,,
ESP,DJI,5510.74373,0,0,,55808852681,5066.080078,5580.885268,378982656,1.60E+07,9.87E-08,,
ESP,DMA,6258.777838,0,0,2859062016,61907746447,34038.14844,6190.774645,405456448,1.64E+07,1.01E-07,,
ESP,DNK,2061.479546,0,0,88041744,20764081271,58.59999847,2076.408127,421539520,1.61E+07,9.93E-08,,
ESP,DOM,6775.687062,1,0,182000144,66981319393,4160.375,6698.131939,474782464,1.64E+07,1.01E-07,,
ESP,DZA,806.5022291,0,0,324666944,7242110778,937.8460083,724.2110778,455364928,1.80E+07,1.11E-07,,
ESP,ECU,8984.070344,1,0,587037568,87436969448,10849.50977,8743.696945,434002016,1.66E+07,1.03E-07,,
ESP,EDEU,,0,0,1.50E+11,18713744511,129664,1871.374451,510655712,0.00E+00,0,,
ESP,EGY,3277.173762,0,0,249416880,33518639367,1242.213013,3351.863937,528040000,1.58E+07,9.78E-08,,
ESP,ERI,4948.460091,0,0,46948737024,49628117659,55441.75,4962.811766,553828608,1.61E+07,9.97E-08,,
ESP,ESH,1811.20177,0,0,15016142848,17101048007,33441.05469,1710.104801,573724736,1.71E+07,1.06E-07,,
ESP,EST,2922.209464,0,0,103875088,28958940769,687.65802,2895.894077,551170560,1.63E+07,1.01E-07,,
ESP,ETH,5359.263942,0,0,,54429994651,2894.800049,5442.999465,552192448,1.59E+07,9.85E-08,,
ESP,FEDMYS,,0,0,132552072,1.11E+11,578.1140137,11073.69735,592536704,0.00E+00,0,,
ESP,FIN,3027.228634,0,0,172795696,29521288047,203.3690033,2952.128805,18000,1.66E+07,1.03E-07,,
ESP,FIUME,,0,0,58635673600,15747580409,51638.26172,1574.758041,25000,0.00E+00,0,,
ESP,FJI,17538.27708,0,0,4694209024,1.75E+11,8772.763672,17531.89071,54000,1.62E+07,1.00E-07,,
ESP,FLK,11508.03315,0,0,,1.15E+11,64.30699921,11497.93514,50000,1.62E+07,1.00E-07,,
ESP,FRA,958.8380397,0,1,,10566858095,119.9710007,1056.685809,77000,1.47E+07,9.07E-08,,
ESP,FRAAFRI,,0,0,,31534678223,55.55400085,3153.467822,83000,0.00E+00,0,,
ESP,FRAEAFRI,,0,0,,84557899443,38.16400146,8455.789944,46000,0.00E+00,0,,
ESP,FRAIND,,0,0,156905904,86055606136,4375.836914,8605.560614,44000,0.00E+00,0,,
ESP,FRAOCEA,,0,0,101226656,1.78E+11,106.8580017,17799.46388,131000,0.00E+00,0,,
ESP,FRAWINDIES,,0,0,,61712033470,24.43799973,6171.203347,115000,0.00E+00,0,,
ESP,FRO,2485.775694,0,0,15607887872,24137032225,93585.74219,2413.703222,84000,1.67E+07,1.03E-07,,
ESP,FSM,14182.0819,0,0,,1.44E+11,282.2099915,14437.44325,146000,1.59E+07,9.82E-08,,
ESP,GAB,4662.048695,0,0,,46420271606,102.7470016,4642.027161,303000,1.62E+07,1.00E-07,,
ESP,GBR,1435.419163,0,0,170287712,12672609751,2473.165039,1267.260975,321000,1.83E+07,1.13E-07,,
ESP,GBRAFRI,,0,0,,61877578323,9896.580078,6187.757832,366000,0.00E+00,0,,
ESP,GBRBORNEO,,0,0,496350240,1.22E+11,1844.936035,12176.09045,318000,0.00E+00,0,,
ESP,GBRIND,,0,0,4509586944,72778388931,,7277.838893,369000,0.00E+00,0,,
ESP,GBRMEDI,,0,1,67171432,16668542204,123.875,1666.85422,458000,0.00E+00,0,,
ESP,GBRPAPUA,,0,0,9879481344,1.55E+11,9646.032227,15544.43701,561000,0.00E+00,0,,
ESP,GBRSOM,,0,0,,58160829958,1345.249023,5816.082996,589000,0.00E+00,0,,
ESP,GBRWAFRI,,0,0,24780435456,38388925248,541844.875,3838.892525,1371000,0.00E+00,0,,
ESP,GBRWINDIES,,0,0,,73101602941,5.302999973,7310.160294,2422000,0.00E+00,0,,
ESP,GEL,,0,0,,1.54E+11,82.04199982,15353.35432,3485000,0.00E+00,0,,
ESP,GEO,3883.250692,0,0,935422208,40150788748,6166.933105,4015.078875,3401000,1.56E+07,9.67E-08,,
ESP,GHA,3763.512827,0,0,691269120,44374390194,2042.5,4437.439019,3713000,1.37E+07,8.48E-08,,
ESP,GIB,592.2740147,1,1,,4929618313,72.23999786,492.9618313,4820000,1.94E+07,1.20E-07,,
ESP,GIN,3517.086131,0,0,3666235392,35667847189,111800.0938,3566.784719,4644000,1.59E+07,9.86E-08,,
ESP,GLP,6215.899113,0,0,,61712033470,94.68199921,6171.203347,4429000,1.63E+07,1.01E-07,,
ESP,GMB,3248.93235,0,0,867651584,32462181932,26504.24609,3246.218193,4225000,1.62E+07,1.00E-07,,
ESP,GNB,3376.506875,0,0,14919595008,33785859026,32548.30078,3378.585903,4822000,1.62E+07,9.99E-08,,
ESP,GNQ,4347.953937,1,0,,42615816726,140.5200043,4261.581673,5282000,1.65E+07,1.02E-07,,
ESP,GRC,2289.584744,0,0,141630896,23703941841,5861.411133,2370.394184,5190000,1.56E+07,9.66E-08,,
ESP,GRD,6511.527475,0,0,,64513242469,46746.66797,6451.324247,5610000,1.63E+07,1.01E-07,,
ESP,GRL,4187.431701,0,0,2169097728,40449427321,10298.72266,4044.942732,5251000,1.67E+07,1.04E-07,,
ESP,GTM,8793.053622,1,0,,86962807373,223.6289978,8696.280737,5829000,1.64E+07,1.01E-07,,
ESP,GUF,6330.664971,0,0,,62401658142,2456.370117,6240.165814,5674000,1.64E+07,1.01E-07,,
ESP,GUM,,0,0,15727929344,1.32E+11,,13199.71123,6327000,0.00E+00,0,,
ESP,GUY,6626.798959,0,0,2101043456,65498053160,19458.87305,6549.805316,6015000,1.64E+07,1.01E-07,,
ESP,HAMBG,,0,0,,17909997851,18.89500046,1790.999785,5743000,0.00E+00,0,,
ESP,HANOV,,0,0,,16804390058,11.33500004,1680.439006,6352000,0.00E+00,0,,
ESP,HANS,,0,0,,18465019906,3002,1846.501991,6061000,0.00E+00,0,,
ESP,HKG,10509.47462,0,0,835182144,1.05E+11,2795.043945,10542.95418,6658000,1.61E+07,9.97E-08,,
ESP,HND,8506.448516,1,0,1577950208,84537830426,2932.649902,8453.783043,7096000,1.63E+07,1.01E-07,,
ESP,HRV,1681.315455,0,0,1469584640,17042520831,14009.16797,1704.252083,7092000,1.60E+07,9.87E-08,,
ESP,HTI,6975.462377,0,0,,68955735905,8614.981445,6895.573591,6870000,1.64E+07,1.01E-07,,
ESP,HUN,1959.632964,0,0,,19776490705,142.5809937,1977.649071,6673000,1.60E+07,9.91E-08,,
ESP,HWI,,0,0,199291280,1.27E+11,5528.171875,12650.6112,6866000,0.00E+00,0,,
ESP,IDN,12160.96839,0,0,,1.22E+11,44.90000153,12187.88176,7768000,1.61E+07,9.98E-08,,
ESP,IND,7645.238912,0,0,,75358075531,6047.22998,7535.807553,9341000,1.64E+07,1.01E-07,,
ESP,INDOCHI,,0,0,,1.00E+11,23.06100082,10043.05516,9812000,0.00E+00,0,,
ESP,IRL,1522.519436,0,0,,14542431702,206.4689941,1454.24317,9467000,1.69E+07,1.05E-07,,
ESP,IRN,4789.651653,0,0,68708392,47788337719,54,4778.833772,9535000,1.62E+07,1.00E-07,,
ESP,IRQ,4268.735711,0,0,1742084736,42969917436,8563.191406,4296.991744,8985000,1.61E+07,9.93E-08,,
ESP,ISL,2980.694474,0,0,78625080,28930775123,3640.591064,2893.077512,9231000,1.67E+07,1.03E-07,,
ESP,ISR,3495.644187,0,0,1773857024,35449079366,14144.43652,3544.907937,8750000,1.59E+07,9.86E-08,,
ESP,ITA,1325.826576,0,0,27486140,13663187037,1011.307983,1366.318704,9321000,1.57E+07,9.70E-08,,
ESP,ITAEAFRI,,0,0,2668935680,65105526385,21490.94727,6510.552639,10017000,0.00E+00,0,,
ESP,ITASOM,,0,0,,65105526385,2343.173096,6510.552639,10518000,0.00E+00,0,,
ESP,JAM,7408.775463,0,0,9416674304,32432395215,,3243.239521,11938000,3.69E+07,2.28E-07,,
ESP,JOR,3585.108731,0,0,100000000,36479129220,700.7290039,3647.912922,13246000,1.59E+07,9.83E-08,,
ESP,JPN,10684.76323,0,0,486899008,1.08E+11,9162.773438,10766.16474,12882000,1.61E+07,9.92E-08,,
ESP,KAZ,5797.147287,0,0,13187179520,64139934282,7968.071777,6413.993428,13645000,1.46E+07,9.04E-08,,
ESP,KEN,6142.301122,0,0,,61877578323,9058.691406,6187.757832,15010000,1.61E+07,9.93E-08,,
ESP,KGZ,6239.846192,0,0,66250056,62686206340,509.6589966,6268.620634,14748000,1.61E+07,9.95E-08,,
ESP,KHM,10607.08064,0,0,1404763136,1.07E+11,9585.576172,10701.61729,15700000,1.60E+07,9.91E-08,,
ESP,KIR,15403.76394,0,0,7536364544,1.54E+11,6136.387207,15353.35432,18100000,1.62E+07,1.00E-07,,
ESP,KNA,6260.437962,0,0,355679552,61662824988,1798.314941,6166.282499,20100000,1.64E+07,1.02E-07,,
ESP,KOR,10101.71037,0,0,3408240896,99984744192,9377.004883,9998.474419,16300000,1.63E+07,1.01E-07,,
ESP,KWANTU,,0,0,196515008,95958801422,3569.778076,9595.880142,19462936,0.00E+00,0,,
ESP,KWT,4749.120417,0,0,6937506,48012127203,89.51799774,4801.21272,21944164,1.60E+07,9.89E-08,,
ESP,LAO,10076.40033,0,0,,1.00E+11,3107.321045,10031.21346,18781898,1.62E+07,1.00E-07,,
ESP,LBN,3467.817857,0,0,3114874368,35206488399,31544.26563,3520.64884,21212404,1.59E+07,9.85E-08,,
ESP,LBR,3836.272827,0,0,,38536590101,149.8910065,3853.65901,22577890,1.61E+07,9.95E-08,,
ESP,LBY,1936.105222,0,0,,17180386804,245.3099976,1718.03868,25984716,1.82E+07,1.13E-07,,
ESP,LCA,6322.498577,0,0,40452149248,62472181221,53537.94922,6247.218122,31042862,1.64E+07,1.01E-07,,
ESP,LIE,,0,0,1526898048,12990119271,10640.34668,1299.011927,32975908,0.00E+00,0,,
ESP,LKA,8888.254647,0,0,,89641400142,2829.641113,8964.140014,31087256,1.60E+07,9.92E-08,,
ESP,LSO,8346.039729,0,0,127645944,83911643770,3385.414063,8391.164377,27937010,1.61E+07,9.95E-08,,
ESP,LTU,2606.027847,0,0,5715344384,26646183854,33969.19922,2664.618385,53304384,1.58E+07,9.78E-08,,
ESP,LUBECK,,0,0,32453156864,18465019906,21028,1846.501991,45592296,0.00E+00,0,,
ESP,LUX,1298.790963,0,0,3597056000,12831731922,56545.92578,1283.173192,43615456,1.64E+07,1.01E-07,,
ESP,LVA,2717.581432,0,0,312500256,27164965030,2326.135986,2716.496503,41699148,1.62E+07,1.00E-07,,
ESP,MAC,10509.6416,0,0,97270912,1.05E+11,366.8450012,10509.62628,45371908,1.62E+07,1.00E-07,,
ESP,MADEIRA,,0,0,,14565137824,8960.303711,1456.513782,51155120,0.00E+00,0,,
ESP,MANCHU,,0,0,32234000,94386060238,671.3049927,9438.606024,53770496,0.00E+00,0,,
ESP,MAR,886.4352824,0,0,,8353472062,6.368000031,835.3472062,43509796,1.72E+07,1.06E-07,,
ESP,MARESP,,1,0,,5547404126,23.34799957,554.7404126,46778424,0.00E+00,0,,
ESP,MCO,,0,0,328601088,9901616256,11750.91406,990.1616256,53964680,0.00E+00,0,,
ESP,MDA,2660.728994,0,0,440163296,27031560861,6400.454102,2703.156086,53423680,1.59E+07,9.84E-08,,
ESP,MDG,8405.247007,0,0,3529588992,84557899443,63422.57031,8455.789944,43453904,1.61E+07,9.94E-08,,
ESP,MDV,8581.077287,0,0,11919348,86260004150,154.8760071,8626.000415,33636056,1.61E+07,9.95E-08,,
ESP,MECKL,,0,0,6798035968,19279596863,21612.52148,1927.959686,31414922,0.00E+00,0,,
ESP,MEX,9144.438258,1,0,,90627483859,1698.140015,9062.748386,31857192,1.63E+07,1.01E-07,,
ESP,MHL,14671.57961,0,0,,1.47E+11,4518.606934,14713.8893,36744464,1.61E+07,9.97E-08,,
ESP,MKD,2065.986461,0,0,127900856,21044417976,1383.305054,2104.441798,35995304,1.59E+07,9.82E-08,,
ESP,MLI,3038.442679,0,0,818978304,31121071474,12252,3112.107147,44381172,1.58E+07,9.76E-08,,
ESP,MLT,1609.865447,0,0,,16668542204,12.76599979,1666.85422,52442200,1.56E+07,9.66E-08,,
ESP,MMR,9473.031161,0,0,43925020,96103235767,433.7090149,9610.323577,45809928,1.59E+07,9.86E-08,,
ESP,MNE,,0,0,,19239751520,3564.079102,1923.975152,45132008,0.00E+00,0,,
ESP,MNG,7991.029171,0,0,672667200,80599878157,27653.62109,8059.987816,57435596,1.60E+07,9.91E-08,,
ESP,MOZ,7856.857761,0,0,802667008,68444835082,4047.479004,6844.483508,52480000,1.86E+07,1.15E-07,,
ESP,MRT,2707.306131,0,0,32799535104,27408511858,796025,2740.851186,63669724,1.60E+07,9.88E-08,,
ESP,MTQ,6280.529865,0,0,,62129682879,1713.874023,6212.968288,56486192,1.63E+07,1.01E-07,,
ESP,MUS,9168.882301,0,0,220057376,92353673487,164.25,9235.367349,61427388,1.61E+07,9.93E-08,,
ESP,MWI,7185.388681,0,0,,71767224940,70.21199799,7176.722494,64512412,1.62E+07,1.00E-07,,
ESP,MYS,11174.05326,0,0,2903763200,1.11E+11,8757.705078,11073.69735,80000000,1.63E+07,1.01E-07,,
ESP,MYT,,0,0,,77663309911,4387,7766.330991,102383496,0.00E+00,0,,
ESP,NAM,7208.640384,0,0,,73230754380,50.3030014,7323.075438,141774224,1.59E+07,9.84E-08,,
ESP,NCL,17750.61927,0,0,,1.78E+11,6177.703125,17799.46388,162562992,1.61E+07,9.97E-08,,
ESP,NER,3019.133952,0,0,13126622208,30403344477,12877.98438,3040.334448,201310800,1.61E+07,9.93E-08,,
ESP,NFK,18525.52175,0,0,1584333952,1.85E+11,2025.281982,18545.05114,269482272,1.62E+07,9.99E-08,,
ESP,NFLD,,0,0,,39328249972,11599.7627,3932.824997,255382256,0.00E+00,0,,
ESP,NGA,3684.668754,0,0,8337507328,38388465737,20009.14063,3838.846574,254321552,1.55E+07,9.60E-08,,
ESP,NIC,8578.695149,1,0,157491792,85095294787,4622.208984,8509.529479,254446544,1.63E+07,1.01E-07,,
ESP,NLD,1500.836424,0,0,2604437760,14849912360,12982.44434,1484.991236,269539424,1.63E+07,1.01E-07,,
ESP,NOR,2455.122208,0,0,,23951952317,698.9169922,2395.195232,304150144,1.66E+07,1.03E-07,,
ESP,NPL,7902.822066,0,0,1611112448,79822587436,5601.648926,7982.258744,311139424,1.60E+07,9.90E-08,,
ESP,NRU,15514.00981,0,0,407864192,1.55E+11,6902.024902,15485.58967,280432256,1.62E+07,1.00E-07,,
ESP,NZL,19516.5634,0,0,71751811072,1.99E+11,103172,19853.24687,317003712,1.59E+07,9.83E-08,,
ESP,OLDENB,,0,0,6604172,16799576107,45.5340004,1679.957611,336235840,0.00E+00,0,,
ESP,OMN,5913.856959,0,0,,60354332651,758.3049927,6035.433265,311114432,1.58E+07,9.80E-08,,
ESP,OTTO,,0,0,15252747264,27407846087,12263,2740.784609,329487648,0.00E+00,0,,
ESP,PAK,6669.428736,0,0,,66677442335,2126.749023,6667.744234,369751232,1.62E+07,1.00E-07,,
ESP,PAN,8303.142108,1,0,,81639530017,205.5700073,8163.953002,414103744,1.64E+07,1.02E-07,,
ESP,PER,9474.90596,1,0,,95057287013,82.94100189,9505.728701,399532672,1.61E+07,9.97E-08,,
ESP,PHL,11790.6924,0,0,63198023680,1.17E+11,77909.67969,11659.27577,417357696,1.64E+07,1.01E-07,,
ESP,PLW,13183.08152,0,0,1153833856,1.32E+11,693.8759766,13194.6873,393456384,1.62E+07,9.99E-08,,
ESP,PNG,15338.16986,0,0,1858626560,1.55E+11,2684.149902,15536.78397,475190816,1.60E+07,9.87E-08,,
ESP,POL,2165.586771,0,0,77700144,22930813027,812.4050293,2293.081303,553045376,1.53E+07,9.44E-08,,
ESP,PRI,6474.895199,1,0,19710596,63731554993,119.2600021,6373.155499,570941184,1.64E+07,1.02E-07,,
ESP,PRK,9797.811087,0,0,636112768,98047208924,41773,9804.720892,625925056,1.62E+07,9.99E-08,,
ESP,PRT,679.8302066,0,1,,5006989272,9.619999886,500.6989272,769062976,2.20E+07,1.36E-07,,
ESP,PRTAFRI,,0,0,2789725952,57434648484,35826.80469,5743.464848,1073440448,0.00E+00,0,,
ESP,PRTIND,,0,0,584433280,78551794278,2250.608887,7855.179428,1116804992,0.00E+00,0,,
ESP,PRTWAFRI,,0,0,78349736,57434648484,1792.150024,5743.464848,1088283520,0.00E+00,0,,
ESP,PRUS,,0,0,28010736,18713744511,292.0140076,1871.374451,1631346816,0.00E+00,0,,
ESP,PRY,9179.596058,1,0,2246417408,91823325362,54859.19922,9182.332536,1910488832,1.62E+07,1.00E-07,,
ESP,PYF,15963.59711,0,0,213637248,1.59E+11,2412.564941,15876.38295,2069200768,1.63E+07,1.01E-07,,
ESP,QAT,5264.33372,0,0,4059624192,53356682289,27765.23828,5335.668229,2310928384,1.60E+07,9.87E-08,,
ESP,REU,9096.308227,0,0,229682400,91519342758,2371.514893,9151.934276,2424613632,1.61E+07,9.94E-08,,
ESP,RHOD,,0,0,4609614336,74067836430,3847.707031,7406.783643,3081539584,0.00E+00,0,,
ESP,ROM,2394.00993,0,0,350162784,24747900230,2081.695068,2474.790023,3599946496,1.56E+07,9.67E-08,,
ESP,ROME,,0,0,64333388,13651713425,237.9109955,1365.171343,3924872960,0.00E+00,0,,
ESP,RUS,4180.506304,0,0,81995904,34439816288,304.2999878,3443.981629,4521682432,1.96E+07,1.21E-07,,
ESP,RWA,5750.169164,0,0,68750056,58243592025,2618.246094,5824.359202,4923335168,1.60E+07,9.87E-08,,
ESP,RWABDI,,0,0,,58243592025,513.3400269,5824.359202,4441333248,0.00E+00,0,,
ESP,SARD,,0,0,2404835328,11029974298,8434.171875,1102.99743,4588617216,0.00E+00,0,,
ESP,SARRE,,0,0,2090835072,12947887477,14200,1294.788748,5172707840,0.00E+00,0,,
ESP,SAU,4680.436187,0,0,1329059456,49677326859,3863.899902,4967.732686,5953891840,1.52E+07,9.42E-08,,
ESP,SCHLES,,0,0,402933664,18620263283,4413.583984,1862.026328,5782876160,0.00E+00,0,,
ESP,SDN,4433.048787,0,0,2400664064,44466406320,2772.800049,4446.640632,5804274176,1.61E+07,9.97E-08,,
ESP,SEN,3152.227993,0,0,13548241920,31534678223,50423.12891,3153.467822,6101476352,1.62E+07,1.00E-07,,
ESP,SGP,11336.63789,0,0,,1.14E+11,1191,11390.28081,7431788544,1.61E+07,9.95E-08,,
ESP,SGS,,0,0,5659504128,1.10E+11,7441.055176,10980.89795,8333319680,0.00E+00,0,,
ESP,SHN,6331.592131,0,0,,62655431882,61.43299866,6265.543188,9268213760,1.63E+07,1.01E-07,,
ESP,SLB,16193.03952,0,0,1778334848,1.62E+11,14410.40039,16214.59772,9914096640,1.62E+07,9.99E-08,,
ESP,SLE,3653.074338,0,0,,36701290744,780.3859863,3670.129074,9120245760,1.61E+07,9.95E-08,,
ESP,SLV,8730.018535,1,0,,86482128637,9.802000046,8648.212864,8135643136,1.63E+07,1.01E-07,,
ESP,SMR,1354.532666,0,0,228649392,13870122036,2474.102051,1387.012204,8314148352,1.58E+07,9.77E-08,,
ESP,SOM,6276.447705,0,0,134416784,65105526385,3445.419922,6510.552639,9600657408,1.56E+07,9.64E-08,,
ESP,SPM,4307.238231,0,0,,42051058002,5.631999969,4205.1058,10478643200,1.66E+07,1.02E-07,,
ESP,SRB,,0,0,,20310978300,71.0759964,2031.09783,10131714048,0.00E+00,0,,
ESP,STP,4529.452336,0,0,2036434944,45755182307,20009.90234,4575.518231,10609296384,1.60E+07,9.90E-08,,
ESP,STRAITS,,0,0,4735817728,1.14E+11,4606.307129,11390.28081,11239643136,0.00E+00,0,,
ESP,SUR,6460.70781,0,0,166541088,63850597231,4497.35498,6385.059723,12151830528,1.64E+07,1.01E-07,,
ESP,SVK,1986.511293,0,0,191001936,18614275881,5624.597168,1861.427588,12332658688,1.73E+07,1.07E-07,,
ESP,SVN,1597.884341,0,0,7027571200,16008190700,4928.756836,1600.81907,13492644864,1.61E+07,9.98E-08,,
ESP,SWE,2486.547547,0,0,77625064,25968322214,55,2596.832221,16987728896,1.55E+07,9.58E-08,,
ESP,SWZ,8206.348162,0,0,745325312,82567228277,4185.37793,8256.722828,16334555136,1.61E+07,9.94E-08,,
ESP,SYC,7749.187055,0,0,15699021824,78176341296,13038.52637,7817.63413,20283496448,1.60E+07,9.91E-08,,
ESP,SYR,3552.189659,0,0,,36051336600,74.25099945,3605.13366,23727001600,1.59E+07,9.85E-08,,
ESP,SYRLBN,,0,0,,36051336600,4411,3605.13366,24009402368,0.00E+00,0,,
ESP,TANGER,,0,0,134624992,5446951059,1419.728027,544.6951059,25513852928,0.00E+00,0,,
ESP,TCA,6695.153176,0,0,,66037677242,143.1750031,6603.767724,26194868224,1.64E+07,1.01E-07,,
ESP,TCD,3732.844748,0,0,27638118,36413411524,290.9049988,3641.341152,2564936.25,1.66E+07,1.03E-07,,
ESP,TGO,3687.212372,0,0,2952726784,38395915500,36884.91406,3839.59155,714286,1.55E+07,9.60E-08,,
ESP,THA,10147.86274,0,0,3746970624,1.02E+11,65048.69922,10183.482,1142857.625,1.61E+07,9.97E-08,,
ESP,TJK,6016.411606,0,0,17636515840,60432803764,95982.45313,6043.280376,1571429.25,1.61E+07,9.96E-08,,
ESP,TKM,5235.334993,0,0,4023644928,52472337575,114834.7813,5247.233758,1178572,1.61E+07,9.98E-08,,
ESP,TLS,13871.42024,0,0,,1.39E+11,84.37000275,13898.16384,1107143.375,1.61E+07,9.98E-08,,
ESP,TON,17737.75177,0,0,4.48E+11,1.77E+11,205052,17727.99981,14772734,1.62E+07,1.00E-07,,
ESP,TRIEST,,0,0,,15335130126,9040,1533.513013,35464300,0.00E+00,0,,
ESP,TTO,6609.604833,0,0,,65323905095,5178.160156,6532.390509,47142876,1.64E+07,1.01E-07,,
ESP,TUN,1274.194383,0,0,,12691071162,115.7030029,1269.107116,85890824,1.62E+07,1.00E-07,,
ESP,TUR,2966.327884,0,0,260154384,30868731761,1278.824951,3086.873176,182291824,1.55E+07,9.61E-08,,
ESP,TUSC,,0,0,922929280,12896047803,8596.976563,1289.60478,173908480,0.00E+00,0,,
ESP,TUV,16436.94252,0,0,6389993472,1.65E+11,7467.085938,16458.2018,192110576,1.62E+07,9.99E-08,,
ESP,TWN,10814.52725,0,0,3014644736,1.08E+11,13341.07129,10807.01546,245894528,1.62E+07,1.00E-07,,
ESP,TZA,6555.798394,0,0,,68435588806,121.1959991,6843.558881,159245504,1.55E+07,9.58E-08,,
ESP,UGA,5656.314543,0,0,1.81E+11,57676490567,130404,5767.649057,182116096,1.59E+07,9.81E-08,,
ESP,UKR,3004.59242,0,0,6791672.5,28651220483,44.88199997,2865.122048,573080960,1.70E+07,1.05E-07,,
ESP,ULSTER,,0,0,,15887746164,1724.890991,1588.774616,653167616,0.00E+00,0,,
ESP,UNFEDMYS,,0,0,,1.14E+11,291.4570007,11388.87817,1050624000,0.00E+00,0,,
ESP,URY,9909.902162,1,0,121050152,99420203663,4603.73877,9942.020366,1011901888,1.61E+07,9.97E-08,,
ESP,USA,7437.156982,1,0,54446690304,69432991527,55663.25,6943.299153,911712768,1.73E+07,1.07E-07,,
ESP,USSR,,0,0,78794456,34439816288,1828.709961,3443.981629,1022540992,0.00E+00,0,,
ESP,UZB,5860.189741,0,0,,59459386842,4538.223145,5945.938684,1417426176,1.59E+07,9.86E-08,,
ESP,VAT,,0,0,,13621823334,1805.47998,1362.182333,2193004288,0.00E+00,0,,
ESP,VCT,6399.582085,0,0,,63283517594,27.29199982,6328.351759,2343598080,1.64E+07,1.01E-07,,
