iso_o,iso_d,Distw,Comlang,Contig,GDP_d,GDP_o,POP_o,Pop_d,XPTOT_o,emotenss f,Remoteness,,
GRD,NZL,13756.66538,1,0,1.01E+11,1.37E+11,38624.37109,13664.88816,10127000,1.63E+07,1.01E-07,,
GRD,OLDENB,,0,0,8838529024,76067882016,14736.20898,7606.788202,10220000,0.00E+00,0,,
GRD,OMN,12332.61851,0,0,2247644672,1.24E+11,11022.16211,12415.45201,13028000,1.61E+07,9.93E-08,,
GRD,OTTO,,0,0,8940654592,91920896466,23225,9192.089647,10936000,0.00E+00,0,,
GRD,PAK,13146.30142,1,0,316636224,1.31E+11,673.2020264,13108.38949,12728000,1.62E+07,1.00E-07,,
GRD,PAN,2051.491272,0,0,10115330048,19736931379,10612.2998,1973.693138,13943000,1.68E+07,1.04E-07,,
GRD,PCN,8482.956055,1,0,2311915264,84740857521,197.5639954,8474.085752,12148000,1.62E+07,1.00E-07,,
GRD,PER,3101.743974,0,0,13482781696,31659147012,15577.89355,3165.914701,11661000,1.58E+07,9.80E-08,,
GRD,PHL,17161.92856,1,0,6238013952,1.70E+11,14317.19141,17038.54663,13120000,1.63E+07,1.01E-07,,
GRD,PNG,16830.36714,1,0,160181168,1.68E+11,171.276001,16846.87261,21228000,1.62E+07,9.99E-08,,
GRD,POL,8344.521704,0,0,17832679424,84599489507,5373.36084,8459.948951,28486356,1.60E+07,9.86E-08,,
GRD,PRI,845.2644589,1,0,9792404480,8446943688,2219.768066,844.6943688,32908032,1.62E+07,1.00E-07,,
GRD,PRK,14218.66477,0,0,5.45E+11,1.43E+11,165303.1563,14283.53269,49714308,1.61E+07,9.95E-08,,
GRD,PRT,5951.529413,0,0,1604967168,59558734102,31.32699966,5955.87341,66750032,1.62E+07,9.99E-08,,
GRD,PRTIND,,0,0,1727631744,1.42E+11,60.12900162,14246.0388,82392896,0.00E+00,0,,
GRD,PRUS,,0,0,84670177280,79433974170,5124.573242,7943.397417,94500040,0.00E+00,0,,
GRD,PRY,4200.504317,0,0,1.46E+11,41733456744,199926.6094,4173.345674,129285768,1.63E+07,1.01E-07,,
GRD,PYF,10206.87995,0,0,7780740096,1.02E+11,14852.19336,10182.25664,119642912,1.62E+07,1.00E-07,,
GRD,QAT,11676.25587,0,0,452135648,1.17E+11,730.1929932,11685.59953,119642912,1.62E+07,9.99E-08,,
GRD,REU,13296.79636,0,0,1.02E+11,1.33E+11,6435.5,13285.04658,128928632,1.62E+07,1.00E-07,,
GRD,ROM,8837.424736,0,0,1.16E+11,89042209013,59451.48828,8904.220901,166928640,1.61E+07,9.92E-08,,
GRD,RUS,10113.49994,0,0,1027301888,94785640927,984.5059814,9478.564093,189928656,1.73E+07,1.07E-07,,
GRD,RWA,10237.02206,1,0,,1.03E+11,859.4959717,10252.79788,246500112,1.61E+07,9.98E-08,,
GRD,RWABDI,,0,0,151550960,1.03E+11,71.14600372,10252.79788,238091760,0.00E+00,0,,
GRD,SARRE,,0,0,3649640960,74581376357,1114.879028,7458.137636,316958624,0.00E+00,0,,
GRD,SAU,10954.67915,0,0,13767795712,1.13E+11,1988.628052,11255.08593,447117024,1.57E+07,9.73E-08,,
GRD,SDN,10080.7352,0,0,,1.01E+11,15.96700001,10097.26736,435755360,1.61E+07,9.98E-08,,
GRD,SEN,4847.931998,0,0,2834418688,47962000257,1958.302979,4796.200026,279116160,1.63E+07,1.01E-07,,
GRD,SGP,17844.2339,1,0,27664678912,1.78E+11,27556.89258,17840.83553,303674592,1.62E+07,1.00E-07,,
GRD,SGS,,1,0,9458529280,77507522144,10160,7750.752214,463829184,0.00E+00,0,,
GRD,SHN,6685.919112,1,0,5.19E+12,69039917862,269394,6903.991786,601678208,1.57E+07,9.68E-08,,
GRD,SLB,15494.04642,0,0,1086507520,1.55E+11,3667.748047,15454.34015,370443520,1.62E+07,1.00E-07,,
GRD,SLE,5381.791416,1,0,15176612864,53167350969,4494,5316.735097,581529536,1.64E+07,1.01E-07,,
GRD,SLV,2981.825967,0,0,12554650624,29785650243,9089.299805,2978.565024,545493504,1.62E+07,1.00E-07,,
GRD,SOM,11723.46339,0,0,1.05E+11,1.18E+11,4381.335938,11815.4174,446306080,1.60E+07,9.92E-08,,
GRD,SPM,3895.515827,0,0,3911036928,38968078440,579.8549805,3896.807844,705417088,1.62E+07,1.00E-07,,
GRD,SRB,,0,0,70360588288,84556845597,5692,8455.68456,726903808,0.00E+00,0,,
GRD,STP,7656.216388,0,0,8912829440,76562989645,18210,7656.298964,587776384,1.62E+07,1.00E-07,,
GRD,STRAITS,,0,0,1274077696,1.78E+11,9701.730469,17840.83553,573915776,0.00E+00,0,,
GRD,SUR,1092.9148,0,0,1023590080,9975228065,3173.425049,997.5228065,625625216,1.77E+07,1.10E-07,,
GRD,SVK,8321.972964,0,0,1462050304,81892612913,10006.7666,8189.261291,699695616,1.64E+07,1.02E-07,,
GRD,SVN,8006.014033,0,0,3094643200,79890130161,1399.535034,7989.013016,706721280,1.62E+07,1.00E-07,,
GRD,SWE,8142.410778,0,0,12674324480,82806840043,1985.956055,8280.684004,530352320,1.59E+07,9.83E-08,,
GRD,SWZ,10917.21814,0,0,399678784,1.09E+11,221.6080017,10885.98604,581496192,1.62E+07,1.00E-07,,
GRD,SYC,13077.71562,1,0,654910528,1.31E+11,56,13069.93279,643055552,1.62E+07,1.00E-07,,
GRD,SYR,10026.86206,0,0,6010964480,1.00E+11,14709.96094,10000.54009,878954112,1.62E+07,1.00E-07,,
GRD,TANGER,,0,0,3504825344,61719303841,1260.677002,6171.930384,811930240,0.00E+00,0,,
GRD,TCD,8459.452553,0,0,2854133760,83199306538,9163.183594,8319.930654,702206656,1.64E+07,1.02E-07,,
GRD,TGO,6906.789153,0,0,1495124736,69311384242,10665.78125,6931.138424,729873024,1.61E+07,9.96E-08,,
GRD,TGOCMR,,0,0,50582712320,80999295275,14594.07031,8099.929527,702504768,0.00E+00,0,,
GRD,THA,16549.27127,0,0,8630144000,1.65E+11,10117,16541.94632,711661184,1.62E+07,1.00E-07,,
GRD,TJK,12406.50045,0,0,2420566272,1.24E+11,7838.25,12402.00346,785974400,1.62E+07,1.00E-07,,
GRD,TKM,11690.93341,0,0,525202336,1.17E+11,1801.694946,11674.6559,711051776,1.62E+07,1.00E-07,,
GRD,TLS,19145.2447,0,0,,1.91E+11,22240.82617,19125.9918,644700800,1.62E+07,1.00E-07,,
GRD,TON,12899.15527,0,0,,1.29E+11,10.05599976,12897.91957,616462016,1.62E+07,1.00E-07,,
GRD,TRIEST,,0,0,15494589440,79308253222,11000.43066,7930.825322,463008160,0.00E+00,0,,
GRD,TTO,190.8252074,1,0,3878321664,1559086065,597.8339844,155.9086065,500627456,1.98E+07,1.22E-07,,
GRD,TUN,7609.338822,0,0,2281663232,76056490623,1969.344971,7605.649062,680471552,1.62E+07,1.00E-07,,
GRD,TUR,9462.29523,0,0,14551388160,95379118054,4572,9537.911805,583991616,1.60E+07,9.92E-08,,
GRD,TWN,15969.26827,0,0,,1.59E+11,145.7089996,15875.31746,594401664,1.63E+07,1.01E-07,,
GRD,TZA,11085.07159,0,0,50587471872,1.14E+11,3674.170898,11359.1705,922033472,1.58E+07,9.76E-08,,
GRD,UGA,10448.39336,1,0,2.52E+11,1.05E+11,15610.65039,10471.20304,1420003072,1.61E+07,9.98E-08,,
GRD,UKR,9351.227599,0,0,1079875072,91360995934,4696.399902,9136.099593,2008314880,1.66E+07,1.02E-07,,
GRD,ULSTER,,1,0,346905696,67572288322,379.8590088,6757.228832,2250883072,0.00E+00,0,,
GRD,UNFEDMYS,,0,0,1001461056,1.78E+11,3137.6521,17839.46334,2673266688,0.00E+00,0,,
GRD,URY,5188.02758,0,0,61183774720,52518596843,3796.038086,5251.859684,2669291776,1.60E+07,9.88E-08,,
GRD,USA,4381.093826,1,0,9006534656,33305090100,23667,3330.50901,4636377088,2.13E+07,1.32E-07,,
GRD,USSR,,0,0,65151467520,94785640927,38645.41016,9478.564093,5510135296,0.00E+00,0,,
GRD,UZB,12216.74513,0,0,34716229632,1.22E+11,24827.4082,12246.49298,5922680320,1.61E+07,9.98E-08,,
GRD,VCT,125.3739664,1,0,1.30E+11,1357153835,7968.041016,135.7153835,6770875904,1.49E+07,9.24E-08,,
GRD,VEN,728.5333096,0,0,2848446976,5891659860,5855.945801,589.165986,5890914816,2.00E+07,1.24E-07,,
GRD,VIR,,1,0,2.66E+11,7800635904,18517,780.0635904,,0.00E+00,0,,
GRD,VNM,16831.28199,0,0,1.16E+11,1.61E+11,60394.10547,16095.48963,,1.69E+07,1.05E-07,,
GRD,VUT,14669.49754,1,0,11927432192,1.46E+11,419.4500122,14614.49186,,1.62E+07,1.00E-07,,
GRD,WDEU,,0,0,52432568320,75914129938,23108.00391,7591.412994,,0.00E+00,0,,
GRD,WLF,12938.7192,0,0,14641631232,1.29E+11,3271.013916,12921.97854,,1.62E+07,1.00E-07,,
GRD,WSM,12483.71669,1,0,567837760,1.25E+11,461.5690002,12454.45873,1982000,1.62E+07,1.00E-07,,
GRD,YEM,11367.36618,0,0,14750466048,1.13E+11,7596.500977,11317.16103,2107000,1.62E+07,1.00E-07,,
GRD,YMD,,0,0,3.42E+11,1.15E+11,45953.57813,11480.45426,2452000,0.00E+00,0,,
GRD,YUG,8464.860809,0,0,2039518976,84556845597,8111.954102,8455.68456,2718000,1.62E+07,1.00E-07,,
GRD,ZAF,10514.33518,1,0,2144364800,1.06E+11,4531.600098,10575.66316,2805069,1.61E+07,9.94E-08,,
GRD,ZAFCAP,,1,0,721348288,98675468263,73.81700134,9867.546826,2812037,0.00E+00,0,,
GRD,ZAFNAT,,1,0,307052352,1.09E+11,685.6439819,10937.41265,2850762,0.00E+00,0,,
GRD,ZAFORA,,1,0,126382160,1.05E+11,108.5059967,10461.61162,2975100,0.00E+00,0,,
GRD,ZAFTRA,,1,0,21881577472,1.06E+11,113975.0547,10580.19075,3297099,0.00E+00,0,,
GRD,ZANZ,,1,0,223544304,1.13E+11,520.9169922,11336.22007,2760084,0.00E+00,0,,
GRD,ZMB,10351.00552,1,0,1496600064,1.04E+11,4335.991211,10364.79905,3800943,1.62E+07,9.99E-08,,
GRD,ZWE,10655.78252,1,0,28789131264,1.07E+11,10290.48633,10704.52662,4311246,1.61E+07,9.95E-08,,
GRL,ABW,6174.272165,0,0,,59167263857,108.3550034,5916.726386,4487086,1.69E+07,1.04E-07,,
GRL,AFG,7655.878565,0,0,,78922804206,26.50300026,7892.280421,3801564,1.57E+07,9.70E-08,,
GRL,AGO,9932.566053,0,0,1.06E+11,97284290500,5284.991211,9728.42905,4116181,1.65E+07,1.02E-07,,
GRL,ALB,5059.969192,0,0,563094976,50861964417,5936.779785,5086.196442,5158890,1.61E+07,9.95E-08,,
GRL,ANT,6100.125109,0,0,6181828608,59409953968,3575.136963,5940.995397,4298912,1.66E+07,1.03E-07,,
GRL,ARE,8163.275912,0,0,2628599808,83133019641,9763.742188,8313.301964,4268884,1.59E+07,9.82E-08,,
GRL,ARG,11112.46456,0,0,457600480,1.10E+11,733.8540039,10999.64088,4916121,1.63E+07,1.01E-07,,
GRL,ARM,6210.592414,0,0,,63408882637,609.5200195,6340.888264,2714433,1.58E+07,9.79E-08,,
GRL,AUS,16169.67627,0,0,,1.63E+11,35.59600067,16299.23034,2692717,1.60E+07,9.92E-08,,
GRL,AUSVIC,,0,0,1279087360,1.69E+11,792.8590088,16881.94058,2895415,0.00E+00,0,,
GRL,AUT,4235.988991,0,0,1178957184,43147687998,3654.208008,4314.7688,3808066,1.59E+07,9.82E-08,,
GRL,AUTHUN,,0,0,1403939712,43143668253,31.84199905,4314.366825,4144245,0.00E+00,0,,
GRL,AZE,6370.101195,0,0,6801475584,65495993214,5692.299805,6549.599321,4203590,1.57E+07,9.73E-08,,
GRL,BDI,9930.178191,0,0,2582170624,99164792753,16872.89648,9916.479275,3404047,1.62E+07,1.00E-07,,
GRL,BEL,3496.900516,0,0,935705280,35166605863,85.4469986,3516.660586,2265272,1.61E+07,9.94E-08,,
GRL,BEN,7659.915478,0,0,4550926848,77083986227,2534.069092,7708.398623,2796000,1.61E+07,9.94E-08,,
GRL,BFA,7029.817389,0,0,69585928192,69263126161,62426.08594,6926.312616,2675000,1.64E+07,1.01E-07,,
GRL,BGD,9503.313349,0,0,5210169856,97078200932,12059.8584,9707.820093,3544000,1.58E+07,9.79E-08,,
GRL,BGR,5136.450892,0,0,1557080576,51299672948,266.9440002,5129.967295,3831000,1.62E+07,1.00E-07,,
GRL,BHR,7853.539194,0,0,2311274496,79690443014,8331.366211,7969.044301,4453000,1.59E+07,9.86E-08,,
GRL,BHS,4942.384596,0,0,4209459456,47261852494,17568.58203,4726.185249,6238000,1.69E+07,1.05E-07,,
GRL,BIH,4693.557429,0,0,3066528000,47891902886,1645.845947,4789.190289,6104000,1.59E+07,9.80E-08,,
GRL,BLR,4295.11886,0,0,,43535165685,5806.951172,4353.516568,5745000,1.60E+07,9.87E-08,,
GRL,BLZ,6098.302725,0,0,490886592,58684210954,1126.786011,5868.421095,8007000,1.68E+07,1.04E-07,,
GRL,BMU,3910.108666,0,0,,36581104371,150.3059998,3658.110437,8837000,1.73E+07,1.07E-07,,
GRL,BOL,9415.168181,0,0,3829534720,90803537132,21679.49609,9080.353713,9948000,1.68E+07,1.04E-07,,
GRL,BRA,9421.523677,0,0,218213648,97646768728,43.88499832,9764.676873,9594000,1.56E+07,9.65E-08,,
GRL,BRB,5968.376201,0,0,164040624,57113274497,1233.52002,5711.32745,10786000,1.69E+07,1.05E-07,,
GRL,BRN,12023.64477,0,0,5246599680,1.23E+11,60893.26563,12255.86817,13000000,1.59E+07,9.81E-08,,
GRL,BWA,11823.91508,0,0,,1.19E+11,19.27000046,11887.83135,16000000,1.61E+07,9.95E-08,,
GRL,CAF,8598.893852,0,0,5.39E+11,86283257107,167893.8281,8628.325711,19000000,1.61E+07,9.97E-08,,
GRL,CAN,3227.131301,0,0,419332896,25564635286,3260.612061,2556.463529,25000000,2.04E+07,1.26E-07,,
GRL,CHE,3983.84643,0,0,270195904,40090257296,479.8359985,4009.02573,24000000,1.61E+07,9.94E-08,,
GRL,CHL,11223.72535,0,0,1.01E+11,1.10E+11,19809.63281,10981.91058,34000000,1.65E+07,1.02E-07,,
GRL,CHN,8617.527873,0,0,3030430464,93932864582,286.9679871,9393.286458,36000000,1.48E+07,9.17E-08,,
GRL,CIV,7581.786281,0,0,2242877696,75565306135,3779.354004,7556.530614,44000000,1.62E+07,1.00E-07,,
GRL,CMR,8213.697383,0,0,,83561059509,27.24600029,8356.105951,47000000,1.59E+07,9.83E-08,,
GRL,COD,9711.546476,0,0,,93602940735,6672.780762,9360.294073,43000000,1.68E+07,1.04E-07,,
GRL,COG,9353.076239,0,0,1418800384,93523729086,2873.637939,9352.372909,45000000,1.62E+07,1.00E-07,,
GRL,COL,6987.011632,0,0,9218684928,68616442956,18323,6861.644296,48000000,1.65E+07,1.02E-07,,
GRL,COM,11424.33259,0,0,2103361024,1.14E+11,11338.7334,11418.50161,58000000,1.62E+07,1.00E-07,,
GRL,CPV,5969.661224,0,0,16397100032,58870739610,74306.89844,5887.073961,49000000,1.64E+07,1.01E-07,,
GRL,CRI,6768.256088,0,0,150132176,65400076148,70.7559967,6540.007615,57000000,1.67E+07,1.03E-07,,
GRL,CUB,5366.774213,0,0,186268784,50827437454,101.125,5082.743745,61785740,1.71E+07,1.06E-07,,
GRL,CUW,,0,0,4672722432,59409953968,13801.86816,5940.995397,71428600,0.00E+00,0,,
GRL,CYM,5693.089746,0,0,69967585280,54586119648,5836,5458.611965,72857176,1.69E+07,1.04E-07,,
GRL,CYP,6242.722678,0,0,2296621312,63063053640,2706.518066,6306.305364,75000032,1.60E+07,9.90E-08,,
GRL,CZE,4075.183309,0,0,2.64E+12,40637195326,126057,4063.719533,137450064,1.62E+07,1.00E-07,,
GRL,CZSK,,0,0,38136508416,40637195326,128845.6953,4063.719533,161400064,0.00E+00,0,,
GRL,DEU,3702.079065,0,0,4425142272,38173699088,4545.248047,3817.369909,100000048,1.57E+07,9.70E-08,,
GRL,DJI,9015.538512,0,0,3174718208,90838258005,309.7460022,9083.825801,98549952,1.61E+07,9.92E-08,,
GRL,DMA,5734.585276,0,0,2.58E+11,54846068042,997817.25,5484.606804,109550088,1.69E+07,1.05E-07,,
GRL,DNK,3405.584749,1,0,174378768,35361831715,172.1909943,3536.183171,135275120,1.56E+07,9.63E-08,,
GRL,DOM,5491.029937,0,0,,52642404636,21519.35547,5264.240464,154350128,1.69E+07,1.04E-07,,
GRL,DZA,4829.550517,0,0,4077052928,47079907880,412.0310059,4707.990788,165996064,1.66E+07,1.03E-07,,
GRL,ECU,7892.260341,0,0,6838694400,74880248730,8312.068359,7488.024873,206316160,1.70E+07,1.05E-07,,
GRL,EDEU,,0,0,98561056768,38173699088,4405.157227,3817.369909,280812672,0.00E+00,0,,
GRL,EGY,6628.389618,0,0,1127358720,66957393705,10058.95996,6695.73937,369185088,1.60E+07,9.90E-08,,
GRL,ESP,4187.431701,0,0,4639987712,40449427321,271.1279907,4044.942732,421263808,1.67E+07,1.04E-07,,
GRL,EST,3742.971252,0,0,5.26E+12,38051884856,272657,3805.188486,495818112,1.59E+07,9.84E-08,,
GRL,ETH,9051.991259,0,0,1385560320,91275839265,6361.300781,9127.583926,502746912,1.60E+07,9.92E-08,,
GRL,FIN,3556.506196,0,0,1.62E+11,37604054116,8846.061523,3760.405412,462957728,1.53E+07,9.46E-08,,
GRL,FJI,13579.42097,0,0,369196096,1.37E+11,150.9940033,13681.36407,497371840,1.61E+07,9.93E-08,,
GRL,FLK,13156.33288,0,0,8011587072,1.29E+11,28842.24414,12894.73499,608437120,1.65E+07,1.02E-07,,
GRL,FRA,3806.465803,0,0,3720639744,35832345072,44558.34766,3583.234507,700180928,1.72E+07,1.06E-07,,
GRL,FRO,2179.958087,1,0,87445815296,22278202982,10661.25879,2227.820298,729869952,1.58E+07,9.79E-08,,
GRL,GAB,8771.207701,0,0,3253811712,86200871567,1143.838013,8620.087157,748787904,1.65E+07,1.02E-07,,
GRL,GBR,3105.861513,0,0,,32472576044,44.46699905,3247.257604,868337088,1.55E+07,9.56E-08,,
GRL,GBRIND,,0,0,915613248,87863386037,4506.464844,8786.338604,866521536,0.00E+00,0,,
GRL,GBRSOM,,0,0,1.86E+11,92883524920,21571,9288.352492,888220480,0.00E+00,0,,
GRL,GEO,6014.686697,0,0,1.56E+11,62048651058,10181.24512,6204.865106,873219840,1.57E+07,9.69E-08,,
GRL,GHA,7689.682724,0,0,42765557760,84809957049,45895.99219,8480.995705,923083200,1.47E+07,9.07E-08,,
GRL,GIB,4450.439785,0,0,42240800,43734399648,80.19000244,4373.439965,941817536,1.65E+07,1.02E-07,,
GRL,GIN,6925.57249,0,0,6521960448,67631921153,2852.739014,6763.192115,972043456,1.66E+07,1.02E-07,,
GRL,GLP,5640.698063,0,0,7.57E+11,54109402756,56890.37109,5410.940276,868666944,1.69E+07,1.04E-07,,
GRL,GMB,6426.877877,0,0,5.85E+11,62531180065,1230075,6253.118007,823323328,1.66E+07,1.03E-07,,
GRL,GNB,6616.975394,0,0,91735515136,64561852699,60544.9375,6456.18527,1044808256,1.66E+07,1.02E-07,,
GRL,GNQ,8460.766865,0,0,50298843136,82467441885,73042.60156,8246.744188,1231056512,1.66E+07,1.03E-07,,
GRL,GRC,5487.554442,0,0,29434380288,55828259048,3759.429932,5582.825905,1342108800,1.59E+07,9.83E-08,,
GRL,GRD,6095.908321,0,0,37640552448,58482246598,10304.13086,5848.22466,1542145024,1.69E+07,1.04E-07,,
GRL,GTM,6467.889007,0,0,3015456256,62542577146,4969.116211,6254.257715,1552134272,1.67E+07,1.03E-07,,
GRL,GUF,6836.991376,0,0,2219451136,65874022523,375.2359924,6587.402252,1274672512,1.68E+07,1.04E-07,,
GRL,GUY,6687.052235,0,0,1647489280,64003570760,10168,6400.357076,1166273664,1.69E+07,1.04E-07,,
GRL,HKG,10077.78054,0,0,6087118848,1.03E+11,4980.346191,10324.39498,1272292096,1.58E+07,9.76E-08,,
GRL,HND,6333.116642,0,0,1.36E+12,61949662818,82034.77344,6194.966282,838448640,1.65E+07,1.02E-07,,
GRL,HRV,4520.104433,0,0,1441513856,45015646633,3148.281006,4501.564663,1342452608,1.62E+07,1.00E-07,,
GRL,HTI,5540.422618,0,0,3.60E+11,53062743018,39582.41406,5306.274302,1022828224,1.69E+07,1.04E-07,,
GRL,HUN,4466.975363,0,0,519343808,45033309030,3843.471924,4503.330903,1030641728,1.60E+07,9.92E-08,,
GRL,IDN,12994.39206,0,0,,1.33E+11,2086,13345.66082,1017496256,1.57E+07,9.74E-08,,
GRL,IND,9278.976607,0,0,64925220,96316519695,51.6969986,9631.65197,1086974080,1.56E+07,9.63E-08,,
GRL,IRL,2814.824979,0,0,4841286656,28071892431,7870.859863,2807.189243,1199452800,1.62E+07,1.00E-07,,
GRL,IRN,7045.907746,0,0,,70718536472,62.93899918,7071.853647,1196725248,1.61E+07,9.96E-08,,
GRL,IRQ,6885.325164,0,0,156306976,69922436752,175.0039978,6992.243675,1456448768,1.59E+07,9.85E-08,,
GRL,ISL,1435.498811,0,0,4693573632,14316217307,31533.78125,1431.621731,2070475136,1.62E+07,1.00E-07,,
GRL,ISR,6602.288121,0,0,77474242560,66696554223,5139.834961,6669.655422,2192061184,1.60E+07,9.90E-08,,
GRL,ITA,4569.262581,0,0,721357184,46805406282,2335.694092,4680.540628,2457760000,1.58E+07,9.76E-08,,
GRL,JAM,5713.81573,0,0,3.99E+11,72354912536,29987.19922,7235.491254,2243480576,1.28E+07,7.90E-08,,
GRL,JOR,6655.070185,0,0,9621808128,67352059000,3092.684082,6735.2059,2089375744,1.60E+07,9.88E-08,,
GRL,JPN,8658.194682,0,0,1.08E+11,88660016403,6489.299805,8866.00164,24813.89844,1.58E+07,9.77E-08,,
GRL,KAZ,6387.109746,0,0,2506045696,72527140615,1758.097046,7252.714061,35714.30078,1.42E+07,8.81E-08,,
GRL,KEN,10058.82511,0,0,,1.01E+11,146.9559937,10066.03926,37062.35547,1.62E+07,9.99E-08,,
GRL,KGZ,7080.928174,0,0,2.94E+11,72234438863,97925.82813,7223.443886,269.8653564,1.59E+07,9.80E-08,,
GRL,KHM,11089.74601,0,0,6901104640,1.14E+11,528.2130127,11366.16182,281057.5313,1.58E+07,9.76E-08,,
GRL,KNA,5662.089898,0,0,7758286,52785763324,9.298000336,5278.576332,2964287,1.73E+07,1.07E-07,,
GRL,KOR,8560.065315,0,0,,87013561961,853.8670044,8701.356196,1107143.25,1.59E+07,9.84E-08,,
GRL,KWT,7438.369899,0,0,299681440,75421502191,409.8049927,7542.150219,114190136,1.60E+07,9.86E-08,,
GRL,LAO,10409.73515,0,0,721181120,1.06E+11,64.14700317,10619.16987,4544574.5,1.59E+07,9.80E-08,,
GRL,LBN,6452.27312,0,0,,65285709517,54.94200134,6528.570952,4485115,1.60E+07,9.88E-08,,
GRL,LBR,7369.958611,0,0,1067137792,72033944114,5068.658203,7203.394411,4425655.5,1.65E+07,1.02E-07,,
GRL,LBY,5756.583281,0,0,1791476352,55499564337,60.49700165,5549.956434,4366196,1.68E+07,1.04E-07,,
GRL,LCA,5885.29286,0,0,96237010944,56227663646,38649.66016,5622.766365,895257408,1.69E+07,1.05E-07,,
GRL,LKA,10914.91991,0,0,48157704192,1.11E+11,2595.219971,11149.77507,662580352,1.58E+07,9.79E-08,,
GRL,LSO,12494.59018,0,0,16895815680,1.24E+11,5383.291016,12419.39256,678199.6875,1.63E+07,1.01E-07,,
GRL,LTU,3989.364606,0,0,29469362176,41940406756,123574.1094,4194.040676,74581.09375,1.54E+07,9.51E-08,,
GRL,LVA,3870.843925,0,0,8860319744,39643132298,15151.96191,3964.31323,141795.1094,1.58E+07,9.76E-08,,
GRL,MAC,10327.3418,0,0,11968669696,1.03E+11,8163.474121,10329.93665,59330.08203,1.62E+07,1.00E-07,,
GRL,MAR,4653.722421,0,0,93205045248,45291694719,40926.0625,4529.169472,51904.13672,1.66E+07,1.03E-07,,
GRL,MDA,4903.159322,0,0,572806272,50087720874,3497.909912,5008.772087,1610388.875,1.58E+07,9.79E-08,,
GRL,MDG,12323.74448,0,0,69154576,1.23E+11,18.12299919,12340.5713,1253169.125,1.62E+07,9.99E-08,,
GRL,MDV,11074.98595,0,0,17202395136,1.12E+11,11924.99121,11194.3087,1802247.5,1.60E+07,9.89E-08,,
GRL,MEX,6097.114363,0,0,1.79E+11,60845624939,35833.96484,6084.562494,1532785,1.62E+07,1.00E-07,,
GRL,MKD,5077.956771,0,0,354194400,51031366343,72.23200226,5103.136634,1918532.5,1.61E+07,9.95E-08,,
GRL,MLI,6747.529066,0,0,1734885632,66405993567,31.24200058,6640.599357,2040000.5,1.64E+07,1.02E-07,,
GRL,MLT,5321.758063,0,0,13539749888,53307816515,15333.70313,5330.781652,1771686.875,1.61E+07,9.98E-08,,
GRL,MMR,10235.6072,0,0,1626802304,1.06E+11,10260.4209,10601.3357,1924652.5,1.56E+07,9.66E-08,,
GRL,MNG,7170.287629,0,0,12672624640,74127487566,9214.900391,7412.748757,1621845.125,1.56E+07,9.67E-08,,
GRL,MOZ,11955.77101,0,0,8.92E+11,1.07E+11,59964.84375,10738.66988,32575210,1.80E+07,1.11E-07,,
GRL,MRT,5964.782141,0,0,2165888000,57831924593,14329.23926,5783.192459,31622596,1.67E+07,1.03E-07,,
GRL,MTQ,5813.768842,0,0,1048622144,55585804402,1006.76001,5558.58044,42321448,1.69E+07,1.05E-07,,
GRL,MUS,12878.28612,0,0,1.75E+11,1.29E+11,7088.905762,12946.10225,26725012,1.61E+07,9.95E-08,,
GRL,MWI,11268.06714,0,0,7160307200,1.12E+11,15296.38965,11189.79462,157257616,1.63E+07,1.01E-07,,
GRL,MYS,11971.2949,0,0,310441280,1.22E+11,264,12216.44596,63341912,1.58E+07,9.80E-08,,
GRL,NAM,11315.58523,0,0,,1.13E+11,18034.13086,11290.52152,59461856,1.62E+07,1.00E-07,,
GRL,NCL,14421.09764,0,0,,1.46E+11,130.1100006,14583.02748,96317536,1.60E+07,9.89E-08,,
GRL,NER,7105.495445,0,0,47911890944,69597613319,64754.56641,6959.761332,1963258880,1.65E+07,1.02E-07,,
GRL,NGA,7759.738777,0,0,30633670656,77389035889,50594.10547,7738.903589,1303068928,1.62E+07,1.00E-07,,
GRL,NIC,6579.082453,0,0,71496032256,63719624438,10108.97656,6371.962444,20229.1543,1.67E+07,1.03E-07,,
GRL,NLD,3429.434398,0,0,9674085376,34228460174,2227.595947,3422.846017,26841.67773,1.62E+07,1.00E-07,,
GRL,NOR,2991.230265,0,0,61086855168,31544966159,21808.125,3154.496616,89386.53906,1.53E+07,9.48E-08,,
GRL,NPL,8923.418211,0,0,10865893376,91375689497,10871.78613,9137.56895,134457.8125,1.58E+07,9.77E-08,,
GRL,NRU,12131.76104,0,0,,1.23E+11,31.30400085,12277.1579,841113.4375,1.60E+07,9.88E-08,,
GRL,NZL,15917.62121,0,0,7836400640,1.61E+11,3682.725098,16123.83922,875893.8125,1.60E+07,9.87E-08,,
GRL,OMN,8454.425155,0,0,343875552,85830793585,77.31900024,8583.079359,69655.82813,1.59E+07,9.85E-08,,
GRL,PAK,8322.239731,0,0,1130998400,88012565310,6506.118164,8801.256531,77494.67188,1.53E+07,9.46E-08,,
GRL,PAN,6784.647283,0,0,23912912896,65164323576,27934.01367,6516.432358,102101.9141,1.68E+07,1.04E-07,,
GRL,PER,8898.225672,0,0,2178890240,87419183730,223.7339935,8741.918373,168549.6875,1.65E+07,1.02E-07,,
