Final Output
43316.0
35460.0
28691.0
22937.0
31958.0
24386.0
25529.0
36113.0
29714.0
20028.0
24751.0
19765.0
27564.0
33685.0
23382.0
41667.0
11621.0
22916.0
37706.0
26904.0
39111.0
35689.0
21819.0
44474.0
13090.0
32045.0
23448.0
38841.0
15591.0
25343.0
27710.0
21325.0
34296.0
17695.0
22513.0
17667.0
14657.0
36428.0
10390.0
17951.0
27283.0
34036.0
35119.0
33953.0
29158.0
24098.0
16797.0
25466.0
15515.0
43430.0
14426.0
36521.0
52322.0
38350.0
36850.0
20726.0
38366.0
16987.0
26358.0
27114.0
28172.0
27852.0
30104.0
31505.0
42319.0
23391.0
32976.0
33351.0
37442.0
39619.0
25214.0
33358.0
20381.0
35232.0
38270.0
41148.0
16496.0
45303.0
29453.0
30404.0
48767.0
30871.0
16204.0
39963.0
35574.0
20961.0
20956.0
29053.0
50186.0
35042.0
43066.0
32190.0
40736.0
34341.0
24158.0
28536.0
26123.0
24600.0
50157.0
13318.0
54847.0
48235.0
29376.0
31683.0
29509.0
29416.0
14586.0
28786.0
24662.0
37187.0
21213.0
17976.0
27821.0
37433.0
23569.0
16520.0
8983.0
30980.0
50169.0
21820.0
18309.0
42926.0
17132.0
21766.0
27504.0
32396.0
27789.0
20443.0
32554.0
38098.0
23284.0
24364.0
27037.0
26848.0
31571.0
14685.0
16825.0
40175.0
36342.0
43431.0
14525.0
25811.0
24318.0
17588.0
25579.0
26630.0
28195.0
20593.0
26909.0
15149.0
30116.0
12987.0
16053.0
11651.0
14443.0
44784.0
18360.0
33521.0
35753.0
31690.0
27239.0
36376.0
16954.0
26661.0
44449.0
34831.0
30549.0
32630.0
18073.0
19530.0
25449.0
41599.0
24665.0
27169.0
22856.0
17491.0
30269.0
30408.0
32228.0
31139.0
44695.0
32161.0
28757.0
33098.0
20255.0
19017.0
43904.0
36375.0
16705.0
21775.0
17651.0
30930.0
26829.0
10835.0
27697.0
30742.0
52489.0
32842.0
42869.0
36322.0
35080.0
19510.0
36360.0
42066.0
42424.0
41525.0
25519.0
38114.0
30634.0
23751.0
23863.0
26678.0
31477.0
25910.0
26088.0
19869.0
36801.0
26787.0
38167.0
31258.0
27041.0
39337.0
23541.0
28453.0
35059.0
24382.0
33864.0
40435.0
13841.0
39555.0
18757.0
38008.0
43411.0
33118.0
50643.0
49756.0
59670.0
33074.0
33256.0
30534.0
40959.0
22368.0
32332.0
11915.0
53895.0
33276.0
22142.0
37626.0
40944.0
27352.0
28376.0
31105.0
34245.0
13736.0
13961.0
27388.0
41687.0
21706.0
31375.0
46617.0
30106.0
24589.0
25338.0
38767.0
17634.0
52795.0
25540.0
23315.0
34865.0
26636.0
32440.0
14097.0
33381.0
16630.0
30984.0
35775.0
53085.0
20507.0
43157.0
25043.0
33666.0
31682.0
26248.0
26524.0
38854.0
14342.0
29119.0
18759.0
42716.0
35535.0
36088.0
32278.0
32655.0
32305.0
19625.0
38036.0
34703.0
30323.0
37257.0
16388.0
45012.0
36294.0
18446.0
34385.0
31191.0
28774.0
29486.0
12315.0
33879.0
9356.0
30036.0
24446.0
16297.0
15616.0
25652.0
31689.0
30166.0
27307.0
26292.0
27976.0
22740.0
43228.0
18546.0
28112.0
32937.0
23569.0
38055.0
44027.0
33267.0
28625.0
27663.0
25439.0
37736.0
28659.0
18942.0
28809.0
11222.0
20468.0
41378.0
26740.0
41628.0
52374.0
33217.0
35603.0
26393.0
31897.0
25501.0
30355.0
31020.0
33201.0
28842.0
42609.0
34277.0
28298.0
34461.0
20267.0
28231.0
36447.0
15700.0
44430.0
34459.0
12861.0
24610.0
30442.0
23158.0
25599.0
30756.0
20487.0
29759.0
37316.0
24794.0
25203.0
26827.0
28933.0
30872.0
29825.0
22927.0
25995.0
36903.0
35070.0
17756.0
24675.0
29543.0
39139.0
46684.0
45536.0
30399.0
12432.0
24348.0
14752.0
28516.0
35138.0
28545.0
30497.0
44642.0
41620.0
26465.0
42493.0
29594.0
32872.0
38046.0
29403.0
19050.0
39445.0
30094.0
34670.0
21223.0
26204.0
22998.0
21170.0
15552.0
24429.0
28080.0
20542.0
39307.0
42635.0
34991.0
18695.0
31234.0
37186.0
18522.0
31751.0
32057.0
36896.0
18126.0
20748.0
28409.0
26522.0
20224.0
30031.0
26356.0
23851.0
30694.0
18334.0
31908.0
20248.0
30339.0
14062.0
37485.0
30534.0
40730.0
23137.0
25725.0
30717.0
29939.0
30028.0
31835.0
17029.0
37550.0
19488.0
46827.0
32298.0
45429.0
19508.0
32896.0
47065.0
21174.0
39475.0
27426.0
11193.0
41212.0
38080.0
12793.0
46262.0
16472.0
14494.0
33297.0
33355.0
28075.0
33184.0
33354.0
17715.0
18079.0
43885.0
28796.0
17475.0
30561.0
34870.0
22974.0
26445.0
30264.0
24250.0
39562.0
22227.0
38541.0
19013.0
42531.0
42179.0
36258.0
39305.0
15032.0
29273.0
41129.0
26966.0
26916.0
49225.0
49337.0
34295.0
28211.0
40899.0
37936.0
36265.0
35731.0
17065.0
20045.0
35711.0
34145.0
28797.0
32057.0
11679.0
25173.0
24043.0
19561.0
30948.0
29919.0
33040.0
11237.0
12809.0
39720.0
30219.0
13755.0
28236.0
36439.0
24754.0
15952.0
21770.0
20146.0
40310.0
37930.0
35975.0
41744.0
43234.0
41070.0
37151.0
15848.0
19854.0
15255.0
21698.0
41749.0
18762.0
23993.0
22552.0
17209.0
28794.0
23396.0
36222.0
25449.0
43493.0
22704.0
38426.0
34583.0
39766.0
29569.0
15708.0
31349.0
26377.0
35002.0
29672.0
10728.0
32981.0
35756.0
19832.0
20885.0
20206.0
22744.0
22450.0
20530.0
8336.0
29079.0
16220.0
31321.0
38407.0
21271.0
39526.0
34159.0
39207.0
10490.0
38015.0
23725.0
11103.0
21744.0
