iso_o,iso_d,Distw,Dist_coord,Evercol,Comlang,Contig
MKD,VNM,8585.733731,8016.064644,0,0,0
MKD,VUT,15819.69216,15880.47323,0,0,0
MKD,WSM,16666.16705,16635.73213,0,0,0
MKD,YEM,3751.347978,3678.424854,0,0,0
MKD,YUG,278.7477219,323.6204205,0,1,1
MKD,ZAF,7907.962152,7614.021775,0,0,0
MKD,ZMB,6266.188136,6422.667163,0,0,0
MKD,ZWE,6780.82115,6728.876072,0,0,0
MLI,ABW,6799.604263,6714.931738,0,0,0
MLI,AFG,7857.143445,8048.429186,0,0,0
MLI,AGO,3462.445779,3348.469763,0,0,0
MLI,ALB,4071.517072,4177.123645,0,0,0
MLI,ANT,6592.767848,6602.01877,0,0,0
MLI,ARE,6640.846815,6652.44489,0,0,0
MLI,ARG,7671.931987,7470.043052,0,0,0
MLI,ARM,5855.264642,5946.777293,0,0,0
MLI,AUS,16378.07937,16854.79285,0,0,0
MLI,AUT,4391.753661,4549.584574,0,0,0
MLI,AZE,6209.718025,6395.961307,0,0,0
MLI,BDI,4462.157123,4494.499333,0,0,0
MLI,BEL,4325.926241,4392.429921,0,0,0
MLI,BEN,1227.471504,1341.09512,0,0,0
MLI,BFA,599.2643303,702.5313725,0,0,1
MLI,BGD,10184.44304,10275.0582,0,0,0
MLI,BGR,4509.433936,4496.228517,0,0,0
MLI,BHR,6172.587442,6274.214442,0,0,0
MLI,BHS,7436.890294,7352.978679,0,0,0
MLI,BIH,4201.058509,4284.78717,0,0,0
MLI,BLR,5455.772538,5543.516504,0,0,0
MLI,BLZ,8674.172232,8565.149805,0,0,0
MLI,BMU,6202.821524,6152.415727,0,0,0
MLI,BOL,7298.595732,7361.654576,0,0,0
MLI,BRA,5464.313862,5818.011252,0,0,0
MLI,BRB,5674.810577,5584.792386,0,0,0
MLI,BRN,13300.52533,13417.01888,0,0,0
MLI,BWA,5454.843368,5545.111606,0,0,0
MLI,CAF,2965.085137,3061.901904,0,0,0
MLI,CAN,8189.418899,7273.756943,0,0,0
MLI,CHE,4018.776394,4156.746959,0,0,0
MLI,CHL,8520.889268,8377.299376,0,0,0
MLI,CHN,12010.71787,12750.96818,0,0,0
MLI,CIV,870.909813,924.3629447,0,0,1
MLI,CMR,2227.718461,2357.229201,0,0,0
MLI,COD,3657.189777,3194.08782,0,0,0
MLI,COG,3049.9761,3186.119286,0,0,0
MLI,COL,7458.48823,7302.748527,0,0,0
MLI,COM,6271.422946,6270.11236,0,0,0
MLI,CPV,1850.745581,1693.32069,0,0,0
MLI,CRI,8370.991148,8272.825912,0,0,0
MLI,CUB,7698.102008,7881.263392,0,0,0
MLI,CUW,,6602.01877,0,0,0
MLI,CYM,7905.23167,7826.533104,0,0,0
MLI,CYP,4728.575686,4842.714798,0,0,0
MLI,CZE,4586.764833,4635.755374,0,0,0
MLI,CZSK,,4635.755374,0,0,0
MLI,DEU,4525.833179,4825.022594,0,0,0
MLI,DJI,5461.306247,5555.225376,0,0,0
MLI,DMA,5839.017547,5754.487953,0,0,0
MLI,DNK,5009.1308,5103.332759,0,0,0
MLI,DOM,6733.042521,6638.034685,0,0,0
MLI,DZA,2762.906226,2905.697657,0,0,1
MLI,ECU,8135.884692,7901.753263,0,0,0
MLI,EDEU,,4825.022594,0,0,0
MLI,EGY,4356.966181,4470.42664,0,0,0
MLI,ESP,3038.442679,3112.107147,0,0,0
MLI,EST,5785.769195,5860.085057,0,0,0
MLI,ETH,5039.647627,5114.074168,0,0,0
MLI,FIN,5932.682148,5929.190725,0,0,0
MLI,FJI,19232.9362,19094.84646,0,0,0
MLI,FLK,8709.856046,8606.897912,0,0,0
MLI,FRA,3861.777571,4137.358222,1,0,0
MLI,FRO,5441.953585,5489.656319,0,0,0
MLI,GAB,2410.145261,2357.906468,0,0,0
MLI,GBR,4419.97851,4378.524724,0,0,0
MLI,GBRIND,,8879.76025,0,0,0
MLI,GBRSOM,,5771.785342,0,0,0
MLI,GEO,5845.361876,6016.645123,0,0,0
MLI,GHA,1067.232526,2957.569603,0,0,0
MLI,GIB,2570.95242,2625.28831,0,0,0
MLI,GIN,745.368961,708.3001855,0,0,1
MLI,GLP,5851.778529,5785.955463,0,0,0
MLI,GMB,1005.231858,933.3641173,0,0,0
MLI,GNB,926.2102861,826.9815175,0,0,0
MLI,GNQ,2176.649168,2092.637394,0,0,0
MLI,GRC,4125.512757,4214.332941,0,0,0
MLI,GRD,5912.266309,5828.087417,0,0,0
MLI,GRL,6747.529066,6640.599357,0,0,0
MLI,GTM,8967.033296,8867.995443,0,0,0
MLI,GUF,5095.11124,4939.447303,0,0,0
MLI,GUY,5625.205968,5528.466229,0,0,0
MLI,HKG,12508.37722,12612.3564,0,0,0
MLI,HND,8628.838678,8526.328616,0,0,0
MLI,HRV,4204.667312,4324.188063,0,0,0
MLI,HTI,6976.765379,6888.018333,0,0,0
MLI,HUN,4526.911662,4618.01647,0,0,0
MLI,IDN,12890.24755,12844.93983,0,0,0
MLI,IND,8894.370605,8605.333625,0,0,0
MLI,IRL,4448.089589,4528.010713,0,0,0
MLI,IRN,6344.392427,6442.12117,0,0,0
MLI,IRQ,5702.056579,5763.837816,0,0,0
MLI,ISL,5799.563167,5826.036034,0,0,0
MLI,ISR,4764.526654,4857.797883,0,0,0
MLI,ITA,3779.565985,3809.390533,0,0,0
MLI,JAM,7466.864338,2846.124839,0,0,0
MLI,JOR,4852.62357,4958.497172,0,0,0
MLI,JPN,13441.7066,13657.22923,0,0,0
MLI,KAZ,8107.074831,8637.909537,0,0,0
MLI,KEN,5146.439229,5181.85227,0,0,0
MLI,KGZ,8331.221509,8457.207573,0,0,0
MLI,KHM,12000.27884,12139.32712,0,0,0
MLI,KNA,6019.845715,5883.836001,0,0,0
MLI,KOR,12724.44584,12720.27121,0,0,0
MLI,KWT,5940.392188,6040.847828,0,0,0
MLI,LAO,11686.85531,11676.71646,0,0,0
MLI,LBN,4881.959161,4980.963491,0,0,0
MLI,LBR,866.8909309,768.6110683,0,0,0
MLI,LBY,3169.822069,3115.330712,0,0,0
MLI,LCA,5811.795606,5722.716516,0,0,0
MLI,LKA,9537.559042,9606.546698,0,0,0
MLI,LSO,6038.395227,6021.478571,0,0,0
MLI,LTU,5393.971837,5497.589443,0,0,0
MLI,LUX,4232.785312,4308.470528,0,0,0
MLI,LVA,5543.880878,5629.839395,0,0,0
MLI,MAC,12566.46973,12561.21331,0,0,0
MLI,MAR,2284.814721,2322.505028,0,0,0
MLI,MDA,5042.650816,5136.779806,0,0,0
MLI,MDG,6994.376667,7022.678792,0,0,0
MLI,MDV,8894.554646,8986.145717,0,0,0
MLI,MEX,9892.448454,9659.116772,0,0,0
MLI,MKD,4220.477541,4327.125698,0,0,0
MLI,MLT,3330.687091,3429.592056,0,0,0
MLI,MMR,10929.56256,11063.91273,0,0,0
MLI,MNG,10559.19309,10728.84073,0,0,0
MLI,MOZ,6004.500076,5654.014735,0,0,0
MLI,MRT,1030.350297,1045.475006,0,0,1
MLI,MTQ,5808.689209,5726.366739,0,0,0
MLI,MUS,7995.261217,8037.768915,0,0,0
MLI,MWI,5519.153929,5473.564624,0,0,0
MLI,MYS,12203.7533,12057.12143,0,0,0
MLI,NCL,18821.01503,18794.38822,0,0,0
MLI,NER,1339.326946,1098.672926,0,0,1
MLI,NGA,1557.419179,1426.359079,0,0,0
MLI,NIC,8541.337742,8461.616883,0,0,0
MLI,NLD,4472.791149,4564.163143,0,0,0
MLI,NOR,5445.428763,5480.806292,0,0,0
MLI,NPL,9528.969911,9677.324198,0,0,0
MLI,NRU,18471.62757,18557.52612,0,0,0
MLI,NZL,17092.34691,16819.16005,0,0,0
MLI,OMN,6871.619931,7083.548083,0,0,0
MLI,PAK,8140.494136,7924.34594,0,0,0
MLI,PAN,7962.609774,7801.225303,0,0,0
MLI,PER,8137.943943,8094.476539,0,0,0
MLI,PHL,13668.58979,13631.96586,0,0,0
MLI,PNG,17135.14147,17281.38381,0,0,0
MLI,POL,4913.781135,5105.372123,0,0,0
MLI,PRK,12454.92409,12533.88935,0,0,0
MLI,PRT,2913.4739,2899.702213,0,0,0
MLI,PRY,6896.359984,6832.223797,0,0,0
MLI,PYF,15982.35334,15860.56682,0,0,0
MLI,QAT,6257.370689,6366.713754,0,0,0
MLI,REU,7834.204744,7868.535062,0,0,0
MLI,ROM,4733.095608,4790.568668,0,0,0
MLI,RUS,6792.846469,6181.742809,0,0,0
MLI,RWA,4430.097637,4507.154609,0,0,0
MLI,SAU,5437.502434,5879.182078,0,0,0
MLI,SDN,4254.582816,4376.799781,0,0,0
MLI,SEN,1078.808876,1043.47302,0,0,1
MLI,SGP,12253.9388,12341.14428,0,0,0
MLI,SHN,3343.475431,3188.227294,0,0,0
MLI,SLB,18532.68994,18652.49149,0,0,0
MLI,SLE,814.570954,736.0421578,0,0,0
MLI,SLV,8824.698614,8744.036206,0,0,0
MLI,SOM,5826.025177,5988.338658,0,0,0
MLI,SPM,5893.478116,5866.635171,0,0,0
MLI,STP,2099.490523,2120.15553,0,0,0
MLI,SUR,5350.555968,5223.752622,0,0,0
MLI,SVK,4621.728306,4579.173908,0,0,0
MLI,SVN,4211.258975,4274.318867,0,0,0
MLI,SWE,5429.931515,5620.564414,0,0,0
MLI,SWZ,6072.030054,6065.066148,0,0,0
MLI,SYC,7199.08321,7266.497903,0,0,0
MLI,SYR,5058.606399,5039.20314,0,0,0
MLI,TCA,6827.82157,6741.983396,0,0,0
MLI,TCD,2560.975755,2505.729355,0,0,0
MLI,TGO,1154.711747,1242.822829,0,0,0
MLI,THA,11524.9068,11607.9679,0,0,0
MLI,TJK,7922.073547,7992.88735,0,0,0
MLI,TKM,7066.863347,7082.648936,0,0,0
MLI,TON,18481.47993,18359.92103,0,0,0
MLI,TTO,5909.34809,5822.424951,0,0,0
MLI,TUN,3080.984355,3238.641629,0,0,0
MLI,TUR,4823.646484,5010.404295,0,0,0
MLI,TWN,13024.94106,13133.88207,0,0,0
MLI,TZA,5321.87583,5654.526737,0,0,0
MLI,UGA,4582.642767,4678.81801,0,0,0
MLI,UKR,5419.0397,5457.893866,0,0,0
MLI,URY,7399.375112,7325.87246,0,0,0
MLI,USA,8763.128281,7982.172094,0,0,0
MLI,USSR,,6181.742809,0,0,0
MLI,UZB,7845.462708,8024.925368,0,0,0
MLI,VCT,5847.596896,5757.881898,0,0,0
MLI,VEN,6603.692587,6409.366067,0,0,0
MLI,VNM,12136.02441,11880.27934,0,0,0
MLI,VUT,19318.76447,19322.919,0,0,0
MLI,WDEU,,4434.634582,0,0,0
MLI,WSM,18368.70712,18251.64284,0,0,0
MLI,YEM,5567.903734,5628.559878,0,0,0
MLI,YUG,4335.975245,4479.553036,0,0,0
MLI,ZAF,5964.487352,5818.628814,0,0,0
MLI,ZMB,4966.61551,5067.348327,0,0,0
MLI,ZWE,5431.381306,5463.875875,0,0,0
MLT,ABW,8711.659522,8710.302962,0,1,0
MLT,ADEN,,3989.719301,0,1,0
MLT,AFG,4819.005389,4900.782566,0,0,0
MLT,AGO,5089.842335,4976.230703,0,0,0
MLT,ALB,750.6250252,759.3053682,0,0,0
MLT,ANT,8517.624282,8636.929461,0,1,0
MLT,ARE,4062.968731,4004.637686,0,0,0
MLT,ARG,10951.71589,10881.71514,0,0,0
MLT,ARM,2670.515586,2656.667797,0,0,0
MLT,ATG,7702.275998,7694.690379,0,1,0
MLT,AUS,15565.46182,16090.98401,0,1,0
MLT,AUSVIC,,15653.60279,0,1,0
MLT,AUT,1348.675455,1376.371959,0,0,0
MLT,AUTHUN,,1377.349289,0,0,0
MLT,AZE,3032.403574,3112.002745,0,0,0
MLT,BDI,4641.03975,4632.040074,0,0,0
MLT,BEL,1854.416121,1850.402411,0,0,0
MLT,BEN,3371.111222,3507.693681,0,0,0
MLT,BFA,3127.223804,3072.576063,0,0,0
MLT,BGD,7288.65923,7267.428597,0,0,0
MLT,BGR,1182.406688,1069.161987,0,0,0
MLT,BHR,3585.373083,3576.581862,0,0,0
MLT,BHS,8563.717654,8563.117003,0,1,0
MLT,BIH,973.2653277,942.5895837,0,0,0
MLT,BLR,2235.780523,2242.440442,0,0,0
MLT,BLZ,9995.614121,9965.937026,0,1,0
MLT,BMU,7096.424639,7101.692068,0,1,0
MLT,BOL,10311.35005,10436.76611,0,0,0
MLT,BRA,8687.677119,9214.915842,0,0,0
MLT,BRB,7739.828401,7737.89794,0,1,0
MLT,BRN,10616.88722,10620.78854,0,0,0
MLT,BTN,7041.88484,6998.768603,0,0,0
MLT,BWA,6710.055064,6839.265289,0,1,0
MLT,CAF,3469.063332,3530.847336,0,0,0
MLT,CAN,7935.094356,7276.4534,0,1,0
MLT,CHE,1362.429931,1367.127763,0,0,0
MLT,CHL,11746.89543,11725.48593,0,0,0
MLT,CHN,8736.919548,9361.048071,0,0,0
MLT,CIV,3853.73674,3893.24737,0,0,0
MLT,CMR,3358.446412,3574.544602,0,1,0
MLT,COD,4641.839918,4473.364817,0,0,0
MLT,COG,4453.185629,4466.913549,0,0,0
MLT,COL,9571.522747,9580.806886,0,0,0
MLT,COM,6142.108609,6092.156213,0,0,0
MLT,CPV,4421.480813,4432.466459,0,0,0
MLT,CRI,10130.74643,10122.95965,0,0,0
MLT,CUB,8962.902307,9106.76076,0,0,0
MLT,CUW,,8636.929461,0,0,0
MLT,CYM,9276.245456,9271.614642,0,1,0
MLT,CYP,1708.706285,1705.390221,0,0,0
MLT,CZE,1569.549049,1577.380428,0,0,0
MLT,CZSK,,1577.380428,0,0,0
MLT,DEU,1772.422695,1850.067104,0,0,0
MLT,DJI,3953.297742,3946.330112,0,0,0
MLT,DMA,7759.925912,7762.95173,0,1,0
MLT,DNK,2230.068472,2204.195231,0,0,0
MLT,DOM,8333.184237,8332.692672,0,0,0
MLT,DZA,1010.020537,1015.862102,0,0,0
MLT,ECU,10463.85537,10295.57735,0,0,0
MLT,EDEU,,1850.067104,0,0,0
MLT,EGY,1683.342082,1688.273143,0,1,0
MLT,ERI,3391.302676,3331.278746,0,1,0
MLT,ESP,1609.865447,1666.85422,0,0,0
MLT,EST,2708.678329,2719.392662,0,0,0
MLT,ETH,3853.458276,3864.679615,0,0,0
MLT,FIN,2909.852034,2800.343005,0,0,0
MLT,FJI,17465.97926,17485.2213,0,1,0
MLT,FLK,12006.95902,12002.39405,0,1,0
MLT,FRA,1545.198797,1748.637266,0,0,0
MLT,FRO,3265.346479,3258.899059,0,0,0
MLT,GAB,4031.995415,3982.815927,0,0,0
MLT,GBR,2232.703604,2088.50278,1,1,0
MLT,GBRIND,,5853.915605,0,1,0
MLT,GBRSOM,,4177.622306,0,1,0
MLT,GEO,2613.63146,2686.504549,0,0,0
MLT,GHA,3631.178597,3393.121217,0,1,0
MLT,GIB,1781.364462,1783.240138,0,1,0
MLT,GIN,4002.213655,4084.928472,0,0,0
MLT,GLP,7724.680873,7751.516522,0,0,0
MLT,GMB,3966.095954,3980.58888,0,1,0
MLT,GNB,4022.854972,4030.83955,0,0,0
MLT,GNQ,3731.955818,3622.660111,0,0,0
MLT,GRC,856.5469783,849.4050732,0,0,0
MLT,GRD,7988.020794,7995.842436,0,1,0
MLT,GRL,5321.758063,5330.781652,0,0,0
MLT,GTM,10376.72661,10361.81568,0,0,0
MLT,GUF,7651.641844,7607.838781,0,0,0
MLT,GUY,8019.788251,8006.801349,0,1,0
MLT,HKG,9396.635171,9390.644017,0,1,0
MLT,HND,10088.02757,10115.03853,0,0,0
MLT,HRV,1059.577066,1109.78885,0,0,0
MLT,HTI,8539.140065,8537.926491,0,0,0
MLT,HUN,1335.793863,1342.599615,0,0,0
MLT,IDN,10681.66786,10618.19642,0,0,0
MLT,IND,6202.858033,5963.080156,0,1,0
MLT,IRL,2540.574872,2523.999753,0,1,0
MLT,IRN,3362.95593,3308.814803,0,0,0
MLT,IRQ,2780.768573,2737.690721,0,0,0
MLT,ISL,3968.652539,3971.781954,0,0,0
MLT,ISR,1931.178058,1913.187782,0,1,0
MLT,ITA,802.1906794,689.7045827,0,0,0
MLT,JAM,8980.698892,2021.062606,0,1,0
MLT,JOR,2024.426355,2020.129147,0,1,0
MLT,JPN,10126.80177,10243.26105,0,0,0
MLT,KAZ,4817.564368,5283.90609,0,0,0
MLT,KEN,4763.735857,4736.527451,0,1,0
MLT,KGZ,5107.76351,5113.049481,0,0,0
MLT,KHM,9256.347875,9293.770305,0,0,0
MLT,KIR,15375.14154,15303.02621,0,1,0
MLT,KNA,7678.048584,7762.68862,0,1,0
MLT,KOR,9400.703708,9290.958586,0,1,0
MLT,KWT,3214.172602,3200.11629,0,1,0
MLT,LAO,8789.273921,8681.87008,0,0,0
MLT,LBN,1935.447353,1923.389509,0,1,0
MLT,LBR,4154.009761,4180.63883,0,1,0
MLT,LBY,541.6556285,354.6221192,0,0,0
MLT,LCA,7810.094807,7805.094792,0,1,0
MLT,LKA,7342.404226,7341.017195,0,0,0
MLT,LSO,7395.079162,7376.62712,0,1,0
MLT,LTU,2267.294512,2246.37185,0,0,0
MLT,LUX,1670.354016,1668.674761,0,0,0
MLT,LVA,2443.711646,2448.031805,0,0,0
MLT,MAC,9348.624023,9347.687364,0,0,0
MLT,MAR,1961.522372,2032.212706,0,0,0
MLT,MDA,1723.000559,1716.638909,0,0,0
MLT,MDG,7047.153823,7015.273093,0,0,0
MLT,MDV,7001.461887,6970.552276,0,0,0
MLT,MEX,10691.20622,10718.17759,0,0,0
MLT,MKD,894.2921696,903.7893538,0,0,0
MLT,MLI,3330.687091,3429.592056,0,0,0
MLT,MMR,8121.039902,8184.52054,0,0,0
MLT,MNG,7235.087507,7299.378439,0,0,0
MLT,MOZ,6699.280568,5408.618209,0,0,0
MLT,MRT,3494.072074,3584.526761,0,0,0
MLT,MTQ,7773.698161,7776.849808,0,0,0
MLT,MUS,7718.335832,7701.640117,0,1,0
MLT,MWI,5978.908435,5905.15236,0,1,0
MLT,MYS,9738.494117,9548.607929,0,0,0
MLT,NAM,6446.572633,6506.154283,0,1,0
MLT,NCL,16887.52967,16913.10898,0,0,0
MLT,NER,2613.165795,2779.862881,0,0,0
MLT,NGA,3232.354811,3464.816593,0,1,0
MLT,NIC,10154.32647,10164.51533,0,0,0
MLT,NLD,1949.491442,1981.360276,0,0,0
MLT,NOR,2765.887201,2688.119166,0,0,0
MLT,NPL,6578.587918,6609.843715,0,0,0
MLT,NRU,15177.64707,15160.86524,0,1,0
MLT,NZL,18205.7039,18203.04875,0,1,0
MLT,OMN,4367.414703,4427.600494,0,0,0
MLT,OTTO,,1379.591209,0,0,0
MLT,PAK,5270.319176,5120.701502,0,1,0
MLT,PAN,9850.626004,9784.896052,0,0,0
MLT,PER,10840.51551,10926.24844,0,0,0
MLT,PHL,10646.80731,10482.18542,0,1,0
MLT,PNG,14285.51329,14413.55081,0,1,0
MLT,POL,1816.857574,1887.128982,0,0,0
MLT,PRK,9130.363403,9104.328358,0,0,0
MLT,PRT,2130.241897,2109.088208,0,0,0
MLT,PRY,10129.79444,10171.08956,0,0,0
MLT,PYF,17454.55311,17440.66738,0,0,0
MLT,QAT,3707.45584,3709.244509,0,0,0
MLT,REU,7670.1077,7642.121824,0,0,0
MLT,ROM,1422.130449,1363.828331,0,0,0
MLT,RUS,3512.840146,2814.878036,0,0,0
MLT,RWA,4510.73159,4509.217003,0,1,0
MLT,SAU,3099.380002,3317.613898,0,0,0
MLT,SDN,2958.874571,2875.892631,0,0,0
MLT,SEN,3921.071249,3954.281054,0,0,0
MLT,SGP,9876.24036,9864.230659,0,1,0
MLT,SHN,6330.754576,6144.005467,0,1,0
MLT,SLB,15437.6414,15450.90053,0,0,0
MLT,SLE,4107.766195,4146.447022,0,1,0
MLT,SLV,10311.94041,10311.355,0,0,0
MLT,SOM,4762.500726,4923.97914,0,0,0
MLT,SPM,5825.597489,5822.054087,0,0,0
MLT,STP,4035.37233,4036.298246,0,0,0
MLT,SUR,7794.333033,7798.858813,0,0,0
MLT,SVK,1466.857492,1378.4131,0,0,0
MLT,SVN,1143.442799,1129.033943,0,0,0
MLT,SWE,2558.881964,2618.200019,0,0,0
MLT,SWZ,7161.445334,7146.104806,0,0,0
MLT,SYC,6212.116794,6199.437846,0,1,0
MLT,SYR,2054.459165,2004.855747,0,0,0
MLT,TCA,8264.999923,8254.718007,0,1,0
MLT,TCD,2754.72806,2644.96705,0,0,0
MLT,TGO,3467.208666,3576.748414,0,0,0
MLT,THA,8783.535605,8760.244419,0,0,0
MLT,TJK,4775.723489,4743.965626,0,0,0
MLT,TKM,3938.481327,3869.262703,0,0,0
MLT,TON,18113.31938,18121.44088,0,0,0
MLT,TTO,8069.280303,8061.527051,0,1,0
MLT,TUN,401.548663,401.8930851,0,0,0
MLT,TUR,1596.877856,1668.029869,0,0,0
MLT,TUV,16516.4728,16594.89188,0,0,0
MLT,TWN,9820.283814,9803.406077,0,0,0
MLT,TZA,5229.670551,5407.300156,0,0,0
MLT,UGA,4336.263319,4375.246035,0,1,0
MLT,UKR,2106.721355,2065.325809,0,0,0
MLT,URY,10707.21839,10744.87517,0,0,0
MLT,USA,8919.598929,8584.114785,0,1,0
MLT,USSR,,2814.878036,0,0,0
MLT,UZB,4658.695719,4716.47943,0,0,0
MLT,VCT,7881.850974,7879.777042,0,1,0
MLT,VEN,8668.646893,8558.052948,0,0,0
MLT,VNM,9302.578491,8772.163886,0,0,0
MLT,VUT,16680.42957,16742.10119,0,1,0
MLT,WDEU,,1649.294471,0,0,0
MLT,WSM,17496.54819,17483.21419,0,1,0
MLT,YAR,,3726.445004,0,0,0
MLT,YEM,3816.026369,3726.445004,0,0,0
MLT,YMD,,3989.719301,0,0,0
MLT,YUG,1050.045269,1111.981446,0,0,0
MLT,ZAF,7351.351439,7050.067458,0,1,0
MLT,ZAFTRA,,7003.246295,0,1,0
MLT,ZMB,5762.676354,5887.075882,0,1,0
MLT,ZWE,6293.283787,6225.868691,0,1,0
MMR,ABW,16303.35783,16418.93633,0,0,0
MMR,AFG,3339.196492,3328.106179,0,0,0
MMR,AGO,9564.913441,9546.790573,0,0,0
MMR,ALB,7577.65245,7656.219702,0,0,0
MMR,ANT,16173.43234,16405.8867,0,0,0
MMR,ARE,4296.921105,4413.94268,0,0,0
MMR,ARG,17150.68389,16801.3687,0,0,0
MMR,ARM,5495.302888,5579.201594,0,0,0
MMR,AUS,7820.954635,8104.992225,0,0,0
MMR,AUSVIC,,7926.754655,0,0,0
MMR,AUT,7868.792312,7874.102926,0,0,0
MMR,AUTHUN,,7873.565278,0,0,0
MMR,AZE,5145.820056,5144.480324,0,0,0
MMR,BDI,7676.766763,7664.050157,0,0,0
MMR,BEL,8591.582938,8691.13421,0,0,0
MMR,BEN,10159.08105,10195.80892,0,0,0
MMR,BFA,10463.13415,10410.47987,0,0,0
MMR,BGD,878.7948882,975.7122255,0,0,1
MMR,BGR,7146.945053,7360.288061,0,0,0
MMR,BHR,4768.232482,4804.023461,0,0,0
MMR,BHS,15147.20477,15306.48914,0,0,0
MMR,BIH,7699.970122,7755.285754,0,0,0
MMR,BLR,6973.51572,7113.488374,0,0,0
MMR,BLZ,16037.35362,16171.12688,0,0,0
MMR,BMU,14059.2377,14190.77094,0,0,0
MMR,BOL,18105.96344,18342.51694,0,0,0
MMR,BRA,15854.67953,16070.25752,0,0,0
MMR,BRB,15656.02163,15755.14115,0,0,0
MMR,BRN,2505.286345,2438.594765,0,0,0
MMR,BWA,8901.463775,8895.995606,0,0,0
MMR,CAF,8549.550854,8545.190568,0,0,0
MMR,CAN,12644.11205,13047.93472,0,0,0
MMR,CHE,8440.777567,8464.784862,0,0,0
MMR,CHL,17869.42675,17741.96158,0,0,0
MMR,CHN,2887.055049,3020.06036,0,0,1
MMR,CIV,10945.09274,10913.63749,0,0,0
MMR,CMR,9262.637016,9312.388545,0,0,0
MMR,COD,8752.655363,9174.600167,0,0,0
MMR,COG,9323.812238,9177.639138,0,0,0
MMR,COL,17180.47088,17403.58022,0,0,0
MMR,COM,6665.649289,6620.536274,0,0,0
MMR,CPV,12475.1039,12513.98003,0,0,0
MMR,CRI,16902.39608,17042.36505,0,0,0
MMR,CUB,15536.63025,15571.84094,0,0,0
MMR,CUW,,16405.8867,0,0,0
MMR,CYM,15859.22658,15991.55092,0,0,0
MMR,CYP,6433.138536,6490.742621,0,0,0
MMR,CZE,7823.546478,7999.42508,0,0,0
MMR,CZSK,,7999.42508,0,0,0
MMR,DEU,8202.389482,8048.26838,0,0,0
MMR,DJI,5742.984689,5724.69359,0,0,0
MMR,DMA,15565.12965,15677.58288,0,0,0
MMR,DNK,8037.397514,8072.731731,0,0,0
MMR,DOM,15664.4496,15809.09663,0,0,0
MMR,DZA,9094.194645,9152.813054,0,0,0
MMR,ECU,18119.86048,18082.5096,0,0,0
MMR,EDEU,,8048.26838,0,0,0
MMR,EGY,6664.830888,6699.741884,0,0,0
MMR,ESP,9473.031161,9610.323577,0,0,0
MMR,EST,7191.811359,7357.995947,0,0,0
MMR,ETH,6256.516945,6262.081794,0,0,0
MMR,FIN,7263.562167,7357.250768,0,0,0
MMR,FJI,9826.230123,9802.516286,0,0,0
MMR,FLK,15647.54907,15509.79469,0,0,0
MMR,FRA,8799.023387,8880.859007,0,0,0
MMR,FRO,8897.978227,9017.356612,0,0,0
MMR,GAB,9617.912273,9643.732025,0,0,0
MMR,GBR,8918.275234,8976.885693,1,0,0
MMR,GBRIND,,2337.853023,0,0,1
MMR,GBRSOM,,5556.816002,0,0,0
MMR,GEO,5597.860807,5595.556892,0,0,0
MMR,GHA,10517.68545,8572.499267,0,0,0
MMR,GIB,9827.154304,9903.358192,0,0,0
MMR,GIN,11633.40673,11763.64256,0,0,0
MMR,GLP,15496.49185,15635.22567,0,0,0
MMR,GMB,11841.08985,11898.49712,0,0,0
MMR,GNB,11823.25201,11864.24736,0,0,0
MMR,GNQ,9582.863668,9608.186597,0,0,0
MMR,GRC,7292.258052,7346.793323,0,0,0
MMR,GRD,15878.93982,15991.33918,0,0,0
MMR,GRL,10235.6072,10601.3357,0,0,0
MMR,GTM,16304.9769,16445.83729,0,0,0
MMR,GUF,15766.07787,15791.53846,0,0,0
MMR,GUY,16091.44847,16160.02457,0,0,0
MMR,HKG,1946.756963,1981.280001,0,0,0
MMR,HND,16322.7384,16559.33566,0,0,0
MMR,HRV,7821.575659,7924.138313,0,0,0
MMR,HTI,15749.09795,15889.1518,0,0,0
MMR,HUN,7573.49548,7678.404596,0,0,0
MMR,IDN,2928.050911,2813.571601,0,0,0
MMR,IND,2133.165012,2478.163766,0,0,1
MMR,IRL,9254.315784,9311.264253,0,0,0
MMR,IRN,4777.046712,4877.258914,0,0,0
MMR,IRQ,5375.88932,5467.495735,0,0,0
MMR,ISL,9451.111066,9602.970418,0,0,0
MMR,ISR,6290.898998,6356.56462,0,0,0
MMR,ITA,8200.993181,8253.622071,0,0,0
MMR,JAM,15938.11533,8226.29698,0,0,0
MMR,JOR,6196.909963,6248.144876,0,0,0
MMR,JPN,4506.001116,4772.319638,0,0,0
MMR,KAZ,4051.045024,3459.919355,0,0,0
MMR,KEN,6826.055016,6805.680101,0,0,0
MMR,KGZ,3397.938864,3543.938651,0,0,0
MMR,KHM,1156.163514,1110.49934,0,0,0
MMR,KNA,15060.06936,15573.62619,0,0,0
MMR,KOR,3700.864855,3793.615769,0,0,0
MMR,KWT,5033.630831,5084.105448,0,0,0
MMR,LAO,859.6534415,696.5891837,0,0,1
MMR,LBN,6227.229694,6292.153824,0,0,0
MMR,LBR,11526.13036,11588.69748,0,0,0
MMR,LBY,8067.341388,8361.782839,0,0,0
MMR,LCA,15668.20203,15767.02763,0,0,0
MMR,LKA,2117.275793,2083.892844,0,0,0
MMR,LSO,9054.43292,8969.928286,0,0,0
