iso_o,iso_d,Distw,Dist_coord,Evercol,Comlang,Contig
CRI,PER,2517.364456,2565.122342,0,1,0
CRI,PHL,16155.89049,16134.63283,0,0,0
CRI,PLW,15335.49972,15310.82924,0,0,0
CRI,PNG,14392.48155,14405.50855,0,0,0
CRI,POL,10055.04283,10139.49917,0,0,0
CRI,PRK,13675.06297,13758.62073,0,0,0
CRI,PRT,8014.381725,8016.012845,0,0,0
CRI,PRY,4911.296737,4850.594404,0,1,0
CRI,PYF,7820.715549,7812.721637,0,0,0
CRI,QAT,13821.47271,13816.13499,0,0,0
CRI,REU,15546.05989,15523.71721,0,0,0
CRI,ROM,10707.52315,10786.85951,0,0,0
CRI,RUS,11445.75466,10958.7344,0,0,0
CRI,RWA,12692.03001,12691.9451,0,0,0
CRI,SAU,13188.54871,13440.56783,0,0,0
CRI,SDN,12486.32146,12480.54885,0,0,0
CRI,SEN,7304.965803,7236.6397,0,0,0
CRI,SGP,18495.13391,18489.72149,0,0,0
CRI,SHN,8837.48367,9089.242739,0,0,0
CRI,SLB,13032.30623,13007.91013,0,0,0
CRI,SLE,7844.362468,7763.040224,0,0,0
CRI,SLV,683.416876,695.1873335,0,1,0
CRI,SOM,14175.5133,14261.15204,0,0,0
CRI,SPM,4875.066995,4869.711138,0,0,0
CRI,STP,10100.76637,10084.85282,0,0,0
CRI,SUR,3314.697226,3215.460063,0,0,0
CRI,SVK,10129.52789,10002.00891,0,0,0
CRI,SVN,9894.347514,9866.746841,0,0,0
CRI,SWE,9629.912901,9736.040318,0,0,0
CRI,SWZ,13047.60575,13003.05479,0,0,0
CRI,SYC,15539.83615,15515.87336,0,0,0
CRI,SYR,12084.38735,12083.59276,0,0,0
CRI,TCA,1883.24414,1885.190611,0,0,0
CRI,TCD,10912.55837,10754.8591,0,0,0
CRI,TGO,9370.00658,9377.311357,0,0,0
CRI,THA,17336.02933,17333.39067,0,0,0
CRI,TJK,13935.00396,13935.38266,0,0,0
CRI,TKM,13405.5933,13416.47122,0,0,0
CRI,TON,10500.05893,10518.40095,0,0,0
CRI,TTO,2490.644541,2469.671564,0,0,0
CRI,TUN,9758.579623,9721.488784,0,0,0
CRI,TUR,11449.17894,11496.46763,0,0,0
CRI,TWN,15340.21142,15231.2075,0,0,0
CRI,TZA,13524.47904,13781.80346,0,0,0
CRI,UGA,12911.45601,12917.87199,0,0,0
CRI,UKR,11084.52063,10825.61559,0,0,0
CRI,URY,5732.59065,5784.767817,0,1,0
CRI,USA,3556.189467,2649.033547,0,1,0
CRI,USSR,,10958.7344,0,0,0
CRI,UZB,13710.64592,13697.91574,0,0,0
CRI,VCT,2524.751868,2514.946946,0,0,0
CRI,VEN,1798.523425,1879.404766,0,1,0
CRI,VNM,17072.30789,16405.10386,0,0,0
CRI,VUT,12227.72312,12194.11441,0,0,0
CRI,WDEU,,9357.32062,0,0,0
CRI,WSM,10034.77984,10022.2311,0,0,0
CRI,YAR,,13664.57544,0,0,0
CRI,YEM,13739.35042,13664.57544,0,0,0
CRI,YMD,,13854.82349,0,0,0
CRI,YUG,10393.63566,10350.8275,0,0,0
CRI,ZAF,12571.44714,12692.59265,0,0,0
CRI,ZMB,12696.9289,12679.44144,0,0,0
CRI,ZWE,12939.21148,12987.04976,0,0,0
CUB,ABW,1485.847517,1758.995812,0,0,0
CUB,AFG,12859.24247,12933.99557,0,0,0
CUB,AGO,10784.00656,10962.40084,0,0,0
CUB,ALB,9182.882942,9282.992995,0,0,0
CUB,ANT,1626.763598,1877.0343,0,0,0
CUB,ARE,12885.49266,12959.52636,0,0,0
CUB,ARG,6477.50471,6902.997894,0,1,0
CUB,ARM,11019.54786,11086.42108,0,0,0
CUB,AUS,15412.91218,14703.47019,0,0,0
CUB,AUSVIC,,15250.13196,0,0,0
CUB,AUT,8573.578195,8727.068782,0,0,0
CUB,AUTHUN,,8727.162377,0,0,0
CUB,AZE,11283.73834,11397.43171,0,0,0
CUB,BDI,12149.26624,12375.59961,0,0,0
CUB,BEL,7731.456387,7812.54199,0,0,0
CUB,BEN,8876.438842,9202.77348,0,0,0
CUB,BFA,8243.826692,8548.918609,0,0,0
CUB,BGD,14839.83802,14748.90435,0,0,0
CUB,BGR,9493.259877,9474.752683,0,0,0
CUB,BHR,12450.06983,12549.73022,0,0,0
CUB,BHS,549.6821234,555.7814546,0,0,0
CUB,BIH,8912.994227,9057.461554,0,0,0
CUB,BLR,9159.392948,9154.84407,0,0,0
CUB,BLZ,1073.637413,870.3250485,0,1,0
CUB,BMU,1900.051811,2005.648099,0,0,0
CUB,BOL,4650.30805,4670.882672,0,1,0
CUB,BRA,5887.785769,6469.814737,0,0,0
CUB,BRB,2348.962827,2647.038308,0,0,0
CUB,BRN,16658.4157,16375.15848,0,0,0
CUB,BWA,12510.16583,12813.04894,0,0,0
CUB,CAF,10649.57069,10931.52061,0,0,0
CUB,CAN,3126.636281,2550.841764,0,0,0
CUB,CHE,8061.092544,8206.844481,0,0,0
CUB,CHL,6225.653628,6413.0522,0,1,0
CUB,CHN,13348.87019,13459.61573,0,0,0
CUB,CIV,8225.531556,8585.867722,0,0,0
CUB,CMR,9890.957483,10236.57244,0,0,0
CUB,COD,11233.87369,10983.42953,0,0,0
CUB,COG,10583.88156,10976.16751,0,0,0
CUB,COL,1889.59222,2244.339626,0,1,0
CUB,COM,13937.81481,14142.09096,0,0,0
CUB,CPV,5875.208469,6217.088033,0,0,0
CUB,CRI,1455.203404,1478.855191,0,1,0
CUB,CUW,,1877.0343,0,0,0
CUB,CYM,471.621992,438.2234114,0,0,0
CUB,CYP,10541.7448,10647.73603,0,0,0
CUB,CZE,8526.401745,8519.436767,0,0,0
CUB,CZSK,,8519.436767,0,0,0
CUB,DEU,8097.509593,8361.311506,0,0,0
CUB,DJI,12762.49494,12944.17572,0,0,0
CUB,DMA,2068.802003,2366.789814,0,0,0
CUB,DNK,8078.167587,8201.472088,0,0,0
CUB,DOM,1068.887447,1391.926056,0,1,0
CUB,DZA,8002.995485,8121.883609,0,0,0
CUB,ECU,2633.818765,2631.677165,0,1,0
CUB,EDEU,,8361.311506,0,0,0
CUB,EGY,10639.86959,10789.04735,0,0,0
CUB,ESP,7383.220182,7439.911457,1,1,0
CUB,EST,8761.33917,8720.391079,0,0,0
CUB,ETH,12479.94162,12683.41748,0,0,0
CUB,FIN,8630.289242,8694.522846,0,0,0
CUB,FJI,11950.72587,11694.26011,0,0,0
CUB,FLK,8484.141567,8657.423459,0,0,0
CUB,FRA,7720.065426,7720.015711,0,0,0
CUB,FRO,6984.160788,7004.271745,0,0,0
CUB,GAB,9991.246425,10177.95601,0,0,0
CUB,GBR,7323.310339,7492.279325,0,0,0
CUB,GBRIND,,13860.88167,0,0,0
CUB,GBRSOM,,13183.68374,0,0,0
CUB,GEO,10849.21228,10987.76914,0,0,0
CUB,GHA,8623.752394,10816.96176,0,0,0
CUB,GIB,7237.054937,7397.576096,0,1,0
CUB,GIN,7248.412435,7424.698831,0,0,0
CUB,GLP,2013.158425,2301.325568,0,0,0
CUB,GMB,6743.292895,6977.029721,0,0,0
CUB,GNB,6886.230558,7140.47981,0,0,0
CUB,GNQ,9816.749792,9961.799479,0,1,0
CUB,GRC,9595.598905,9748.497548,0,0,0
CUB,GRD,2207.223239,2505.525125,0,0,0
CUB,GRL,5366.774213,5082.743745,0,0,0
CUB,GTM,1441.443871,1277.204467,0,1,0
CUB,GUF,3461.090641,3805.938651,0,0,0
CUB,GUY,2893.507934,3162.766674,0,0,0
CUB,HKG,14870.49713,14657.67089,0,0,0
CUB,HND,1175.021908,1125.883022,0,1,0
CUB,HRV,8745.461452,8799.538885,0,0,0
CUB,HTI,847.5292471,1162.45362,0,0,0
CUB,HUN,8879.878194,8942.220998,0,0,0
CUB,IDN,17876.21682,17890.00194,0,0,0
CUB,IND,14499.61012,14614.63237,0,0,0
CUB,IRL,6943.956915,7056.260714,0,0,0
CUB,IRN,11889.95936,11866.97621,0,0,0
CUB,IRQ,11505.13178,11577.85742,0,0,0
CUB,ISL,6314.045184,6286.803915,0,0,0
CUB,ISR,10840.04547,10948.97588,0,0,0
CUB,ITA,8515.877002,8697.979081,0,0,0
CUB,JAM,573.6707198,10237.57521,0,0,0
CUB,JOR,10925.3601,11045.6325,0,0,0
CUB,JPN,12511.40353,12118.71128,0,0,0
CUB,KAZ,11693.81116,12332.4128,0,0,0
CUB,KEN,12827.38633,13033.6277,0,0,0
CUB,KGZ,12397.79286,12306.14415,0,0,0
CUB,KHM,16222.43421,16077.45508,0,0,0
CUB,KNA,2267.729316,2148.1737,0,0,0
CUB,KOR,12899.17091,12600.29553,0,0,0
CUB,KWT,12037.32405,12125.27158,0,0,0
CUB,LAO,15561.83319,15413.02139,0,0,0
CUB,LBN,10784.07925,10889.19276,0,0,0
CUB,LBR,7631.019938,7851.557979,0,0,0
CUB,LBY,9237.179591,9122.431695,0,0,0
CUB,LCA,2173.212155,2468.791862,0,0,0
CUB,LKA,16071.90666,16153.45587,0,0,0
CUB,LSO,12817.45652,13087.21241,0,0,0
CUB,LTU,8844.914718,8988.696541,0,0,0
CUB,LUX,7878.500797,7968.215346,0,0,0
CUB,LVA,8792.767563,8809.486026,0,0,0
CUB,MAC,14694.18164,14690.99771,0,0,0
CUB,MAR,7158.291519,7260.02783,0,0,0
CUB,MDA,9545.486962,9628.171335,0,0,0
CUB,MDG,14547.28327,14818.83515,0,0,0
CUB,MDV,15927.00877,16007.04396,0,0,0
CUB,MEX,2283.268094,1782.359473,0,1,0
CUB,MKD,9284.73508,9371.535368,0,0,0
CUB,MLI,7698.102008,7881.263392,0,0,0
CUB,MLT,8962.902307,9106.76076,0,0,0
CUB,MMR,15536.63025,15571.84094,0,0,0
CUB,MNG,12234.42679,12060.19694,0,0,0
CUB,MOZ,13322.48662,13535.0447,0,0,0
CUB,MRT,6746.423615,6879.221597,0,0,0
CUB,MTQ,2137.768265,2431.079122,0,0,0
CUB,MUS,15603.27833,15868.94288,0,0,0
CUB,MWI,13067.31782,13258.6847,0,0,0
CUB,MYS,17091.18491,17061.25883,0,0,0
CUB,NCL,13277.97371,13024.76473,0,0,0
CUB,NER,8905.133732,8869.179149,0,0,0
CUB,NGA,9211.396665,9296.282922,0,0,0
CUB,NIC,1319.983876,1289.413182,0,1,0
CUB,NLD,7762.465432,7812.620145,0,0,0
CUB,NOR,7866.962862,7966.61618,0,0,0
CUB,NPL,14258.87471,14210.24566,0,0,0
CUB,NRU,12442.89105,12141.56815,0,0,0
CUB,NZL,12868.18421,12718.48162,0,0,0
CUB,OMN,13196.04006,13323.48283,0,0,0
CUB,PAK,13500.06889,13740.84747,0,0,0
CUB,PAN,1498.764299,1604.217306,0,1,0
CUB,PER,3734.384683,3954.838358,0,1,0
CUB,PHL,15442.25643,15111.695,0,0,0
CUB,PNG,14766.23603,14544.06711,0,0,0
CUB,POL,8710.314475,8853.699098,0,0,0
CUB,PRK,12659.40628,12510.05416,0,0,0
CUB,PRT,6848.588792,7015.558675,0,0,0
CUB,PRY,5812.81297,6006.484309,0,1,0
CUB,PYF,8791.357295,8583.757034,0,0,0
CUB,QAT,12579.9181,12691.3816,0,0,0
CUB,REU,15409.29285,15675.38384,0,0,0
CUB,ROM,9399.816139,9582.134379,0,0,0
CUB,RUS,10055.95829,9587.106701,0,0,0
CUB,RWA,12122.26102,12386.0075,0,0,0
CUB,SAU,12027.8734,12377.2298,0,0,0
CUB,SDN,11551.9161,11730.94726,0,0,0
CUB,SEN,6645.766855,6845.771346,0,0,0
CUB,SGP,17397.73069,17217.5195,0,0,0
CUB,SHN,8866.095389,9394.506827,0,0,0
CUB,SLB,13540.47909,13238.02265,0,0,0
CUB,SLE,7309.520646,7512.416083,0,0,0
CUB,SLV,1389.351857,1271.491751,0,1,0
CUB,SOM,13359.81686,13706.23906,0,0,0
CUB,SPM,3492.715611,3518.681752,0,0,0
CUB,STP,9630.049236,9897.224724,0,0,0
CUB,SUR,3278.038586,3490.274874,0,0,0
CUB,SVK,8810.304172,8780.615968,0,0,0
CUB,SVN,8606.099844,8683.704062,0,0,0
CUB,SWE,8246.69373,8379.168671,0,0,0
CUB,SWZ,13107.11138,13371.70957,0,0,0
CUB,SYC,14834.57537,15046.56656,0,0,0
CUB,SYR,10830.69067,10973.74463,0,0,0
CUB,TCA,891.5546567,1171.393041,0,0,0
CUB,TCD,10151.14859,10225.48932,0,0,0
CUB,TGO,8782.135424,9087.005905,0,0,0
CUB,THA,16042.93148,15901.66328,0,0,0
CUB,TJK,12522.54616,12527.84846,0,0,0
CUB,TKM,12022.59857,12083.82126,0,0,0
CUB,TON,11385.6484,11185.20139,0,0,0
CUB,TTO,2336.767458,2611.650666,0,0,0
CUB,TUN,8603.567399,8707.950668,0,0,0
CUB,TUR,10174.11806,10317.33536,0,0,0
CUB,TWN,14413.14603,14066.23781,0,0,0
CUB,TZA,13007.01551,13535.52909,0,0,0
CUB,UGA,12262.0932,12532.06399,0,0,0
CUB,UKR,9732.255108,9528.53438,0,0,0
CUB,URY,6730.777847,7018.993778,0,1,0
CUB,USA,2580.627592,1197.173053,0,1,0
CUB,USSR,,9587.106701,0,0,0
CUB,UZB,12298.0577,12275.72249,0,0,0
CUB,VCT,2192.65645,2491.263388,0,0,0
CUB,VEN,1860.820474,2160.586948,0,1,0
CUB,VNM,15931.56703,15024.0547,0,0,0
CUB,VUT,12964.28067,12695.38831,0,0,0
CUB,WDEU,,8129.735156,0,0,0
CUB,WSM,10800.71469,10543.75556,0,0,0
CUB,YAR,,12801.89073,0,0,0
CUB,YEM,12709.20424,12801.89073,0,0,0
CUB,YMD,,13038.32823,0,0,0
CUB,YUG,9112.509132,9164.537002,0,0,0
CUB,ZAF,12711.91396,13063.423,0,0,0
CUB,ZMB,12437.90295,12750.18207,0,0,0
CUB,ZWE,12787.58047,13112.59365,0,0,0
CUW,ABW,,127.9712446,0,1,0
CUW,AFG,,13200.92198,0,0,0
CUW,AGO,,9373.193321,0,0,0
CUW,ALB,,9018.594745,0,0,0
CUW,ARE,,12640.82596,0,0,0
CUW,ARG,,5313.855887,0,0,0
CUW,ARM,,11043.55817,0,0,0
CUW,ATG,,943.1189764,0,0,0
CUW,AUS,,15292.15862,0,0,0
CUW,AUT,,8660.409813,0,0,0
CUW,AZE,,11439.49918,0,0,0
CUW,BDI,,10986.98948,0,0,0
CUW,BEL,,7795.066497,0,1,0
CUW,BEN,,7840.53894,0,0,0
CUW,BFA,,7302.253862,0,0,0
CUW,BGD,,15440.47654,0,0,0
CUW,BGR,,9278.838701,0,0,0
CUW,BHR,,12212.88062,0,0,0
CUW,BHS,,1688.979123,0,0,0
CUW,BIH,,8862.57004,0,0,0
CUW,BLR,,9336.075563,0,0,0
CUW,BLZ,,2153.206852,0,0,0
CUW,BMU,,2283.223711,0,0,0
CUW,BOL,,3183.196391,0,0,0
CUW,BRA,,4648.778149,0,0,0
CUW,BRB,,1017.260052,0,0,0
CUW,BRN,,18076.04336,0,0,0
CUW,BWA,,11048.27723,0,0,0
CUW,CAF,,9636.398986,0,0,0
CUW,CAN,,3757.635817,0,0,0
CUW,CHE,,8080.073302,0,0,0
CUW,CHL,,5070.111757,0,0,0
CUW,CHN,,15071.41797,0,0,0
CUW,CIV,,7158.630463,0,0,0
CUW,CMR,,8880.678625,0,0,0
CUW,COD,,9486.109826,0,0,0
CUW,COG,,9479.645991,0,0,0
CUW,COL,,1008.496284,0,0,0
CUW,COM,,12658.1667,0,0,0
CUW,CPV,,4912.875556,0,0,0
CUW,CRI,,1670.953574,0,0,0
CUW,CUB,,1877.0343,0,0,0
CUW,CYP,,10322.22935,0,0,0
CUW,CZE,,8505.110881,0,0,0
CUW,DEU,,8423.292539,0,0,0
CUW,DJI,,12070.49411,0,0,0
CUW,DMA,,888.5268121,0,0,0
CUW,DNK,,8365.955828,0,0,0
CUW,DOM,,714.4480554,0,0,0
CUW,DZA,,7622.197477,0,0,0
CUW,ECU,,1733.402645,0,0,0
CUW,EGY,,10290.99725,0,0,0
CUW,ESP,,7046.694075,0,0,0
CUW,EST,,9054.968055,0,0,0
CUW,ETH,,11684.5969,0,0,0
CUW,FIN,,9053.02655,0,0,0
CUW,FJI,,12788.98762,0,0,0
CUW,FLK,,7175.097953,0,0,0
CUW,FRA,,7630.647266,0,0,0
CUW,FRO,,7388.613541,0,0,0
CUW,GAB,,8735.736762,0,0,0
CUW,GBR,,7494.525752,0,0,0
CUW,GEO,,10991.67128,0,0,0
CUW,GHA,,9544.319329,0,0,0
CUW,GIB,,6853.790163,0,0,0
CUW,GIN,,6032.580955,0,0,0
CUW,GMB,,5668.66664,0,0,0
CUW,GNB,,5794.997666,0,0,0
CUW,GNQ,,8584.846474,0,0,0
CUW,GRC,,9411.015945,0,0,0
CUW,GRD,,781.0658924,0,0,0
CUW,GRL,,5940.995397,0,0,0
CUW,GTM,,2352.445186,0,0,0
CUW,GUY,,1320.1836,0,0,0
CUW,HKG,,16175.70576,0,0,0
CUW,HND,,1991.735423,0,0,0
CUW,HRV,,8653.720782,0,0,0
CUW,HTI,,801.1602199,0,0,0
CUW,HUN,,8867.624177,0,0,0
CUW,IDN,,19208.67594,0,0,0
CUW,IND,,14582.42465,0,0,0
CUW,IRL,,7130.91633,0,0,0
CUW,IRN,,11807.69663,0,0,0
CUW,IRQ,,11342.36572,0,0,0
CUW,ISL,,6819.428046,0,0,0
CUW,ISR,,10549.91287,0,0,0
CUW,ITA,,8407.041069,0,0,0
CUW,JAM,,9274.367342,0,0,0
CUW,JOR,,10657.04624,0,0,0
CUW,JPN,,13908.18008,0,0,0
CUW,KAZ,,12945.99149,0,0,0
CUW,KEN,,11749.51491,0,0,0
CUW,KGZ,,12864.11642,0,0,0
CUW,KHM,,17297.30157,0,0,0
CUW,KNA,,881.1596332,0,0,0
CUW,KOR,,14246.70792,0,0,0
CUW,KWT,,11833.58851,0,0,0
CUW,LAO,,16543.3103,0,0,0
CUW,LBN,,10551.40051,0,0,0
CUW,LBR,,6402.354116,0,0,0
CUW,LBY,,8551.380927,0,0,0
CUW,LCA,,886.5704564,0,0,0
CUW,LKA,,15964.85613,0,0,0
CUW,LSO,,11277.2995,0,0,0
CUW,LTU,,9178.793642,0,0,0
CUW,LVA,,9063.344018,0,0,0
CUW,MAC,,16193.34684,0,0,0
CUW,MAR,,6622.216966,0,0,0
CUW,MDA,,9609.472631,0,0,0
CUW,MDG,,13197.86711,0,0,0
CUW,MDV,,15485.59148,0,0,0
CUW,MEX,,3327.037615,0,0,0
CUW,MKD,,9139.647296,0,0,0
CUW,MLI,,6602.01877,0,0,0
CUW,MLT,,8636.929461,0,0,0
CUW,MMR,,16405.8867,0,0,0
CUW,MNG,,13327.05643,0,0,0
CUW,MOZ,,12137.96035,0,0,0
CUW,MRT,,5708.575277,0,0,0
CUW,MUS,,14247.6358,0,0,0
CUW,MWI,,11680.41324,0,0,0
CUW,MYS,,18027.39801,0,0,0
CUW,NAM,,10120.60552,0,0,0
CUW,NCL,,14055.19717,0,0,0
CUW,NER,,7675.208635,0,0,0
CUW,NGA,,7942.430872,0,0,0
CUW,NIC,,1882.392721,0,0,0
CUW,NLD,,7848.380774,1,1,0
CUW,NOR,,8269.915835,0,0,0
CUW,NPL,,14789.899,0,0,0
CUW,NRU,,13723.7196,0,0,0
CUW,NZL,,13080.77892,0,0,0
CUW,OMN,,13064.27175,0,0,0
CUW,PAK,,13712.19867,0,0,0
CUW,PAN,,1210.299755,0,0,0
CUW,PER,,2831.434216,0,0,0
CUW,PHL,,16852.25942,0,0,0
CUW,PNG,,16065.90689,0,0,0
CUW,POL,,8941.569383,0,0,0
CUW,PRK,,14128.85357,0,0,0
CUW,PRT,,6560.010206,0,0,0
CUW,PRY,,4333.512722,0,0,0
CUW,PYF,,9443.331419,0,0,0
CUW,QAT,,12344.08979,0,0,0
CUW,ROM,,9461.298476,0,0,0
CUW,RUS,,9901.04613,0,0,0
CUW,RWA,,11033.85697,0,0,0
CUW,SAU,,11930.20259,0,0,0
CUW,SDN,,10842.06858,0,0,0
CUW,SEN,,5566.763804,0,0,0
CUW,SGP,,18325.34563,0,0,0
CUW,SHN,,7620.075035,0,0,0
CUW,SLB,,14673.63869,0,0,0
CUW,SLE,,6097.422139,0,0,0
CUW,SLV,,2201.864823,0,0,0
CUW,SOM,,12590.34963,0,0,0
CUW,SPM,,4035.54331,0,0,0
CUW,STP,,8436.289163,0,0,0
CUW,SUR,,1663.22847,0,1,0
CUW,SVK,,8716.06242,0,0,0
CUW,SVN,,8537.807462,0,0,0
CUW,SWE,,8681.579922,0,0,0
CUW,SWZ,,11597.25236,0,0,0
CUW,SYC,,13850.28973,0,0,0
CUW,SYR,,10634.69679,0,0,0
CUW,TCD,,9087.632073,0,0,0
CUW,TGO,,7711.774817,0,0,0
CUW,THA,,16911.46762,0,0,0
CUW,TJK,,12874.7712,0,0,0
CUW,TKM,,12206.06629,0,0,0
CUW,TON,,12157.74206,0,0,0
CUW,TTO,,824.3245926,0,0,0
CUW,TUN,,8240.687877,0,0,0
CUW,TUR,,10125.90277,0,0,0
CUW,TZA,,12139.00238,0,0,0
CUW,UGA,,11251.50948,0,0,0
CUW,UKR,,9627.276169,0,0,0
CUW,URY,,5396.77863,0,0,0
CUW,USA,,2871.601415,0,0,0
CUW,UZB,,12691.21562,0,0,0
CUW,VCT,,844.2943428,0,0,0
CUW,VEN,,284.0126233,0,0,0
CUW,VNM,,16285.76961,0,0,0
CUW,VUT,,13855.81508,0,0,0
CUW,WSM,,11688.45009,0,0,0
CUW,YEM,,12049.58865,0,0,0
CUW,ZAF,,11285.68314,0,0,0
CUW,ZMB,,11123.08675,0,0,0
CUW,ZWE,,11455.96371,0,0,0
CXR,AUS,5303.951172,5305.130854,1,1,0
CXR,BEL,11711.42188,11698.0993,0,0,0
CXR,BHS,18369.98438,18355.92087,0,1,0
CXR,BLZ,18293.10547,18325.50154,0,1,0
CXR,BMU,17410.71094,17393.46992,0,1,0
CXR,BRB,18408.39648,18386.64939,0,1,0
CXR,CYM,18785.06641,18769.9527,0,1,0
CXR,DZA,11837.80566,11804.18676,0,0,0
CXR,ESP,12408.87305,12394.63837,0,0,0
CXR,FLK,12941.96582,12929.49581,0,1,0
CXR,FRA,11866.10449,11851.36611,0,0,0
CXR,GBR,12020.60938,12004.3432,1,1,0
CXR,GBRIND,,5308.068049,0,1,0
CXR,GBRSOM,,7096.780701,0,1,0
CXR,GMB,13762.33008,13737.43904,0,1,0
CXR,GUY,18214.72461,18194.30696,0,1,0
CXR,KEN,7680.168945,7670.602781,0,1,0
CXR,LCA,18533.04102,18511.79796,0,1,0
CXR,MWI,7803.552246,7795.367337,0,1,0
CXR,NGA,11481.62207,11474.47666,0,1,0
CXR,NLD,11667.14063,11653.95877,0,0,0
CXR,NZL,7546.36377,7503.472719,0,1,0
CXR,SHN,11931.73535,11917.58639,0,1,0
CXR,SLE,13343.44141,13321.21518,0,1,0
CXR,TCA,18758.80469,18741.6576,0,1,0
CXR,TON,8474.823242,8474.313902,0,0,0
CXR,TTO,18636.73047,18615.08256,0,1,0
CXR,USA,16657.66406,17224.92483,0,1,0
CXR,VCT,18579.05859,18557.66941,0,1,0
CYM,ADEN,,13148.4721,0,1,0
CYM,AFG,13208.92917,13267.47654,0,0,0
CYM,AGO,10914.78171,10811.90917,0,0,0
CYM,ALB,9510.592831,9493.630875,0,0,0
CYM,ALSLOR,,8349.963829,0,0,0
CYM,AND,8011.657265,8004.531819,0,0,0
CYM,ANT,1612.46857,1553.07443,0,1,0
CYM,ARG,6251.53677,6469.720154,0,0,0
CYM,ARM,11362.03108,11353.57963,0,0,0
CYM,ASM,,10457.64179,0,1,0
CYM,AUS,15126.12894,14601.87938,0,1,0
CYM,AUT,8909.005288,8973.645229,0,0,0
CYM,AZORES,,5718.707824,0,0,0
CYM,BEL,8067.297881,8061.963316,0,0,0
CYM,BEN,9073.040513,9128.801646,0,0,0
CYM,BFA,8453.848795,8508.06343,0,0,0
CYM,BGR,9826.478118,9700.8592,0,0,0
CYM,BHR,12782.87956,12768.90301,0,0,0
CYM,BHS,788.0254296,764.5896873,0,1,0
CYM,BLZ,775.159564,744.7673811,0,1,0
CYM,BMU,2207.071656,2196.715426,0,1,0
CYM,BOL,4430.698562,4236.005303,0,0,0
CYM,BRA,5796.001339,6075.28369,0,0,0
CYM,BRB,2424.2346,2422.448065,0,1,0
CYM,BRN,16826.16799,16785.43206,0,0,0
CYM,BWA,12584.34361,12580.44936,0,1,0
CYM,CAF,10861.91318,10887.9461,0,0,0
CYM,CAN,3380.952412,2950.770666,0,1,0
CYM,CANARY,,6709.705247,0,0,0
CYM,CHE,8392.544278,8437.74155,0,0,0
CYM,CHISL,,7627.551408,0,1,0
CYM,CHL,5955.792955,5975.184841,0,0,0
CYM,CHN,13589.4392,13890.86029,0,0,0
CYM,CIV,8401.875552,8487.19499,0,0,0
CYM,CMR,10094.62663,10169.58843,0,1,0
CYM,COD,11400.12715,10869.40546,0,0,0
CYM,COG,10744.95102,10862.41812,0,0,0
CYM,COL,1660.567744,1815.707228,0,0,0
CYM,CPV,6070.692885,6143.283658,0,0,0
CYM,CRI,1079.464776,1081.455419,0,0,0
CYM,CUB,471.621992,438.2234114,0,0,0
CYM,CXR,18785.06641,18769.9527,0,1,0
CYM,CYP,10869.47721,10855.13811,0,0,0
CYM,CZSK,,8774.658291,0,0,0
CYM,DANTZ,,8901.073452,0,0,0
CYM,DEU,8435.14153,8629.849473,0,0,0
CYM,DJI,13047.56987,13037.95915,0,0,0
CYM,DNK,8419.804363,8487.675511,0,0,0
CYM,DOM,1189.181806,1206.573222,0,0,0
CYM,DZA,8308.628685,8272.527623,0,0,0
CYM,ECU,2327.652564,2194.820928,0,0,0
CYM,EGY,10955.96038,10959.53304,0,1,0
CYM,ESH,6933.599606,6940.997407,0,0,0
CYM,ESP,7695.819838,7608.665339,0,0,0
CYM,EST,9105.619286,9039.247254,0,0,0
CYM,ETH,12748.50253,12740.52902,0,0,0
CYM,FEDMYS,,17497.76128,0,0,0
CYM,FIN,8974.131991,9017.154525,0,0,0
CYM,FIUME,,8934.091002,0,0,0
CYM,FJI,11714.56588,11692.06643,0,1,0
CYM,FLK,8235.289336,8219.33986,0,1,0
CYM,FRA,8049.21589,7954.620291,0,0,0
CYM,FRAAEF,,10862.41812,0,0,0
CYM,FRAAFRI,,6784.311119,0,0,0
CYM,FRAIND,,15975.62542,0,0,0
CYM,FRO,7325.80735,7320.384032,0,0,0
CYM,GAB,10164.48299,10080.96888,0,0,0
CYM,GBR,7659.95113,7743.021731,1,1,0
CYM,GBRBORNEO,,16497.68019,0,1,0
CYM,GBRIND,,14213.20046,0,1,0
CYM,GBRSOM,,13277.03376,0,1,0
CYM,GEL,,11588.89819,0,0,0
CYM,GEO,11192.38948,11262.99708,0,0,0
CYM,GHA,8808.789774,10780.06672,0,1,0
CYM,GIB,7538.326102,7532.139932,0,1,0
CYM,GIN,7429.284633,7331.750035,0,0,0
CYM,GLP,2126.606754,2113.261787,0,0,0
CYM,GMB,6937.507148,6907.614673,0,1,0
CYM,GNB,7073.590338,7060.671686,0,0,0
CYM,GRC,9920.905163,9946.999614,0,0,0
CYM,GRD,2252.912347,2249.309805,0,1,0
CYM,GRL,5693.089746,5458.611965,0,0,0
CYM,GTM,1116.625387,1103.63859,0,0,0
CYM,GUF,3482.267068,3530.10512,0,0,0
CYM,GUM,,13786.08308,0,1,0
CYM,GUY,2893.797016,2868.007194,0,1,0
CYM,HKG,15101.26102,15092.52767,0,1,0
CYM,HND,816.3885882,848.5237572,0,0,0
CYM,HTI,946.1732579,955.9950323,0,0,0
CYM,HUN,9216.148846,9188.764155,0,0,0
CYM,HWI,,7889.297436,0,1,0
