value predictor(x_i),resource consumption(x_i),def_value1,value predictor(x_change),resource consumption(x_change),def_value2,diff_1,change_1,change_1  pct,diff_2,change_2,change_2 pct,,Employee,dc1 diff,dc1 ,dc1 pct,dc2 diff
-17934,24920,-0.719662921,-12946.71056,24421.6,-0.530133593,4987.28944,0.278091304,27.80913037,0.189529328,0.263358473,26.33584731,,604,0.189529328,0.263358473,26.33584731,
-13752,13689,-1.004602235,-12655.94915,13689,-0.924534235,1096.050852,0.079701196,7.970119634,0.080068,0.079701196,7.970119634,,605,0.080068,0.079701196,7.970119634,
-19114,26073,-0.733095539,-13374.28978,25551.54,-0.52342402,5739.71022,0.300288282,30.02882819,0.20967152,0.286008451,28.60084509,,606,0.20967152,0.286008451,28.60084509,
-16264.58122,26202,-0.620738158,-9973.8098,22533.72,-0.4426171,6290.771416,0.386777337,38.67773374,0.178121058,0.286950392,28.69503923,,607,0.178121058,0.286950392,28.69503923,
-35648,43619,-0.817258534,-26922.84545,42746.62,-0.629823959,8725.154554,0.244758599,24.47585995,0.187434575,0.22934551,22.93455097,,608,0.187434575,0.22934551,22.93455097,
-29719.96412,45700,-0.650327442,-20577.22212,42044,-0.489421133,9142.742,0.307629645,30.76296446,0.160906309,0.247423527,24.74235267,,609,0.160906309,0.247423527,24.74235267,
-16354.86237,27276,-0.599606334,-10351.41477,24002.88,-0.431257198,6003.4476,0.367074174,36.70741742,0.168349136,0.280766107,28.07661071,,610,0.168349136,0.280766107,28.07661071,
-14903.35008,16831,-0.885470268,-14903.99,16831,-0.885508288,-0.639921807,-4.29381E-05,-0.004293812,-3.80204E-05,-4.29381E-05,-0.004293812,,611,-3.80204E-05,-4.29381E-05,-0.004293812,
-26122,33123,-0.788636295,-18167.84278,31798.08,-0.571350307,7954.15722,0.304500315,30.45003147,0.217285988,0.275521161,27.55211611,,612,0.217285988,0.275521161,27.55211611,
-17941,25946,-0.691474601,-12229.24756,25427.08,-0.480953675,5711.75244,0.318363104,31.83631035,0.210520927,0.304452146,30.44521464,,613,0.210520927,0.304452146,30.44521464,
-29403.70253,48371,-0.60787874,-19725.5429,46436.16,-0.424788417,9678.159631,0.329147651,32.91476514,0.183090323,0.30119547,30.11954702,,614,0.183090323,0.30119547,30.11954702,
-9872,11872,-0.831536388,-6783.475456,11872,-0.571384388,3088.524544,0.312857024,31.28570243,0.260152,0.312857024,31.28570243,,615,0.260152,0.312857024,31.28570243,
-9632,17549,-0.548863183,-6120.592625,17198.02,-0.355889377,3511.407375,0.364556414,36.45564135,0.192973806,0.351588177,35.15881771,,616,0.192973806,0.351588177,35.15881771,
-17703,17636,-1.003799047,-17703,17636,-1.003799047,0,0,0,0,0,0,,617,0,0,0,
-34611,37599,-0.920529801,-34609.14683,37599,-0.920480514,1.853170823,5.35428E-05,0.005354283,4.92878E-05,5.35428E-05,0.005354283,,618,4.92878E-05,5.35428E-05,0.005354283,
-28937.79979,34923,-0.828617238,-21951.41431,34224.54,-0.641393991,6986.385475,0.241427666,24.14276665,0.187223246,0.225946598,22.59465984,,619,0.187223246,0.225946598,22.59465984,
-20269,28268,-0.717029857,-14611.66862,27702.64,-0.527446793,5657.331376,0.279112506,27.91125056,0.189583064,0.264400516,26.44005159,,620,0.189583064,0.264400516,26.44005159,
-9973.244303,16940,-0.588739333,-5567.226465,15923.6,-0.349621095,4406.017838,0.441783807,44.17838071,0.239118238,0.406152986,40.61529863,,621,0.239118238,0.406152986,40.61529863,
-14296.77173,23260,-0.614650547,-9176.450329,22794.8,-0.402567705,5120.321403,0.358145286,35.81452862,0.212082842,0.34504621,34.50462104,,622,0.212082842,0.34504621,34.50462104,
-26392,29338,-0.899584157,-21107.40474,29338,-0.719456157,5284.595264,0.20023474,20.02347402,0.180128,0.20023474,20.02347402,,623,0.180128,0.20023474,20.02347402,
-23399.85639,28349,-0.825420875,-18296.69585,27782.02,-0.658580472,5103.160543,0.218085122,21.80851223,0.166840403,0.202127676,20.21276758,,624,0.166840403,0.202127676,20.21276758,
-36280,40270,-0.900918798,-28223.74488,39464.6,-0.715166121,8056.25512,0.222057749,22.20577486,0.185752678,0.206181376,20.61813761,,625,0.185752678,0.206181376,20.61813761,
-19521.75,37512,-0.520413468,-12016.82428,33760.8,-0.355940152,7504.925721,0.384439188,38.44391881,0.164473316,0.316043542,31.60435424,,626,0.164473316,0.316043542,31.60435424,
-40497,53504,-0.756896681,-29791.27763,50293.76,-0.592345405,10705.72237,0.264358406,26.4358406,0.164551276,0.21740256,21.74025596,,627,0.164551276,0.21740256,21.74025596,
-12881.86864,13877,-0.928289158,-12885.99,13877,-0.92858615,-4.121360592,-0.000319935,-0.0319935,-0.000296992,-0.000319935,-0.0319935,,628,-0.000296992,-0.000319935,-0.0319935,
-26494.91983,33505,-0.790775103,-18449.02913,32164.8,-0.573578233,8045.8907,0.303676733,30.36767332,0.217196871,0.274663264,27.46632637,,629,0.217196871,0.274663264,27.46632637,
-31458.95276,39412,-0.798207469,-23571.35038,38623.76,-0.610281091,7887.602384,0.250726794,25.07267945,0.187926378,0.235435505,23.54355046,,630,0.187926378,0.235435505,23.54355046,
-16929,23908,-0.708089342,-11666.37104,23429.84,-0.4979279,5262.62896,0.310864727,31.08647268,0.210161442,0.296800742,29.68007416,,631,0.210161442,0.296800742,29.68007416,
-24905.97821,26817,-0.92873842,-24905.97821,26817,-0.92873842,0,0,0,0,0,0,,632,0,0,0,
-24325,33288,-0.730743812,-16997.64544,31956.48,-0.531899804,7327.35456,0.30122732,30.122732,0.198844008,0.272111792,27.21117917,,633,0.198844008,0.272111792,27.21117917,
-16289,18269,-0.891619684,-16289,18269,-0.891619684,0,0,0,0,0,0,,634,0,0,0,
-22249,29219,-0.761456586,-16401.34309,28634.62,-0.57278019,5847.656908,0.262827853,26.28278533,0.188676396,0.247783524,24.77835238,,635,0.188676396,0.247783524,24.77835238,
-24063,30031,-0.801272019,-17451.97566,29430.38,-0.592991856,6611.02434,0.27473816,27.47381598,0.208280163,0.259936898,25.99368978,,636,0.208280163,0.259936898,25.99368978,
-11301.84613,14283,-0.791279572,-11016.52892,14283,-0.771303572,285.317208,0.025245186,2.524518603,0.019976,0.025245186,2.524518603,,637,0.019976,0.025245186,2.524518603,
-31158.69129,43186,-0.721499822,-22517.17269,38867.4,-0.579333135,8641.5186,0.277338946,27.73389459,0.142166686,0.197043273,19.70432733,,638,0.142166686,0.197043273,19.70432733,
-22047,28963,-0.761212582,-16250.57688,28383.74,-0.572531206,5796.423116,0.262912102,26.29121021,0.188681376,0.247869492,24.7869492,,639,0.188681376,0.247869492,24.7869492,
-25657.11801,30580,-0.839016286,-21375.5668,29356.8,-0.728130001,4281.551215,0.166875766,16.68757657,0.110886285,0.132162256,13.2162256,,640,0.110886285,0.132162256,13.2162256,
-7027.797828,19004,-0.369806242,-2084.857428,15963.36,-0.130602669,4942.9404,0.703341291,70.33412914,0.239203573,0.646834871,64.68348707,,641,0.239203573,0.646834871,64.68348707,
-33549,40554,-0.827267347,-24621.44244,39742.92,-0.619517701,8927.55756,0.266105027,26.61050273,0.207749646,0.251127579,25.11275789,,642,0.207749646,0.251127579,25.11275789,
-18095.99267,21079,-0.8584844,-18095.99267,21079,-0.8584844,0,0,0,0,0,0,,643,0,0,0,
-30953,38913,-0.795441112,-23165.26348,38134.74,-0.607458278,7787.736516,0.251598763,25.15987632,0.187982834,0.236325269,23.63252685,,644,0.187982834,0.236325269,23.63252685,
-28237.68538,48193,-0.585929188,-21488.73766,43373.7,-0.495432432,6748.94772,0.23900499,23.90049903,0.090496757,0.154449989,15.44499892,,645,0.090496757,0.154449989,15.44499892,
-41494,51502,-0.805677449,-31186.80174,50471.96,-0.61790352,10307.19826,0.248402137,24.84021368,0.18777393,0.233063405,23.30634049,,646,0.18777393,0.233063405,23.30634049,
-20150,29160,-0.691015089,-13731.7176,28576.8,-0.480519778,6418.2824,0.318525181,31.85251811,0.210495311,0.304617532,30.46175318,,647,0.210495311,0.304617532,30.46175318,
-16369,30336,-0.539589926,-9691.708317,26088.96,-0.371486955,6677.291683,0.407923006,40.79230059,0.168102971,0.311538379,31.15383789,,648,0.168102971,0.311538379,31.15383789,
-25320.70982,27323,-0.926717777,-23133.66761,27323,-0.846673777,2187.042212,0.086373653,8.637365331,0.080044,0.086373653,8.637365331,,649,0.080044,0.086373653,8.637365331,
-34501.39028,37523,-0.919473131,-34502.42,37523,-0.919500573,-1.029717808,-2.98457E-05,-0.002984569,-2.74423E-05,-2.98457E-05,-0.002984569,,650,-2.74423E-05,-2.98457E-05,-0.002984569,
-16527,26481,-0.624107851,-11228.1519,25421.76,-0.441674845,5298.8481,0.320617662,32.0617662,0.182433006,0.292310065,29.23100646,,651,0.182433006,0.292310065,29.23100646,
-26664,43647,-0.610901093,-17055.54942,42774.06,-0.398735809,9608.45058,0.360352932,36.0352932,0.212165284,0.34729891,34.72989102,,652,0.212165284,0.34729891,34.72989102,
-15332,27288,-0.561858692,-9870.797984,26742.24,-0.36910887,5461.202016,0.356196322,35.61963225,0.192749823,0.343057472,34.30574719,,653,0.192749823,0.343057472,34.30574719,
-20292.43912,26229,-0.773664231,-13996.82845,25179.84,-0.5558744,6295.610665,0.310244157,31.02441569,0.217789831,0.28150433,28.15043301,,654,0.217789831,0.28150433,28.15043301,
-22759,25748,-0.883913314,-21215.07,25748,-0.82395021,1543.93,0.067838218,6.783821785,0.059963104,0.067838218,6.783821785,,655,0.059963104,0.067838218,6.783821785,
-33779.31426,42761,-0.789956134,-25222.83816,41050.56,-0.614433473,8556.4761,0.253305204,25.33052043,0.175522661,0.222192921,22.21929211,,656,0.175522661,0.222192921,22.21929211,
-38364.75,49356,-0.77730671,-27503.59962,44420.4,-0.61916596,10861.15038,0.283102337,28.31023368,0.15814075,0.203447041,20.34470409,,657,0.15814075,0.203447041,20.34470409,
-11844.12739,30767,-0.38496205,-4457.17796,28920.98,-0.154115731,7386.949425,0.623680343,62.36803426,0.230846319,0.599659939,59.96599389,,658,0.230846319,0.599659939,59.96599389,
-27905,41880,-0.6663085,-18688.8872,35179.2,-0.531248215,9216.1128,0.330267436,33.02674359,0.135060286,0.202699329,20.26993285,,659,0.135060286,0.202699329,20.26993285,
-12445.125,16426,-0.757647936,-12449.68555,16426,-0.757925578,-4.560547983,-0.000366453,-0.036645257,-0.000277642,-0.000366453,-0.036645257,,660,-0.000277642,-0.000366453,-0.036645257,
-28997,35987,-0.805763192,-21794.84972,35267.26,-0.617991013,7202.150284,0.248375704,24.83757038,0.18777218,0.233036432,23.30364325,,661,0.18777218,0.233036432,23.30364325,
-25619.96024,35584,-0.719985394,-19211.99352,34160.64,-0.562401452,6407.96672,0.250116185,25.01161852,0.157583942,0.218871026,21.88710262,,662,0.157583942,0.218871026,21.88710262,
-30670,36640,-0.837063319,-23337.74976,35907.2,-0.649946244,7332.25024,0.239069131,23.90691307,0.187117075,0.223539929,22.35399293,,663,0.187117075,0.223539929,22.35399293,
-31292,51226,-0.610861672,-21044.13625,46103.4,-0.456455191,10247.86375,0.327491491,32.74914915,0.154406481,0.252768324,25.27683239,,664,0.154406481,0.252768324,25.27683239,
-32501,40533,-0.801840476,-24389.53604,39722.34,-0.614000485,8111.46396,0.249575827,24.95758272,0.18783999,0.234261048,23.42610482,,665,0.18783999,0.234261048,23.42610482,
-18687,31673,-0.58999779,-11721.7127,27872.24,-0.420551513,6965.2873,0.372734377,37.27343768,0.169446277,0.287198155,28.71981555,,666,0.169446277,0.287198155,28.71981555,
-26182,43154,-0.60671085,-19272.35414,42290.92,-0.45570903,6909.645864,0.263908252,26.39082524,0.151001819,0.248885972,24.88859718,,667,0.151001819,0.248885972,24.88859718,
-34294,37301,-0.919385539,-34294,37301,-0.919385539,0,0,0,0,0,0,,668,0,0,0,
-24631,31613,-0.779141492,-17671.27957,30980.74,-0.570395658,6959.720429,0.282559394,28.25593938,0.208745835,0.267917749,26.79177488,,669,0.208745835,0.267917749,26.79177488,
-26805,30761,-0.871395598,-20649.23172,30761,-0.671279598,6155.768276,0.229650001,22.9650001,0.200116,0.229650001,22.9650001,,670,0.200116,0.229650001,22.9650001,
-15118,27079,-0.558292404,-9158.238476,26537.42,-0.345106588,5959.761524,0.394216267,39.4216267,0.213185816,0.381853334,38.18533337,,671,0.213185816,0.381853334,38.18533337,
-30657.92849,36589,-0.837900147,-24067.39296,35857.22,-0.67120075,6590.535522,0.214970021,21.49700207,0.166699397,0.198949001,19.89490007,,672,0.166699397,0.198949001,19.89490007,
-16701.25,34644,-0.482082034,-9077.107843,33951.12,-0.267358127,7624.142157,0.456501289,45.65012892,0.214723908,0.445409479,44.54094788,,673,0.214723908,0.445409479,44.54094788,
-33456,41467,-0.806810235,-25157.62396,40637.66,-0.619071668,8298.37604,0.2480385,24.80384995,0.187738567,0.232692346,23.26923465,,674,0.187738567,0.232692346,23.26923465,
-28113,30100,-0.933986711,-28113,30100,-0.933986711,0,0,0,0,0,0,,675,0,0,0,
-23469,34437,-0.681505358,-15890.2563,30304.56,-0.524351989,7578.7437,0.322925719,32.2925719,0.157153369,0.230597408,23.0597408,,676,0.157153369,0.230597408,23.0597408,
-38455,40478,-0.950022234,-38455,40478,-0.950022234,0,0,0,0,0,0,,677,0,0,0,
-28432.9252,34380,-0.827019348,-22242.87496,33004.8,-0.673928488,6190.05024,0.217707119,21.77071194,0.15309086,0.185111583,18.51115827,,678,0.15309086,0.185111583,18.51115827,
-16032,17991,-0.891112223,-16034.78239,17991,-0.891266877,-2.782385802,-0.000173552,-0.017355201,-0.000154654,-0.000173552,-0.017355201,,679,-0.000154654,-0.000173552,-0.017355201,
-31275,31234,-1.001312672,-31274.44869,31234,-1.001295021,0.551310889,1.76278E-05,0.001762785,1.7651E-05,1.76278E-05,0.001762785,,680,1.7651E-05,1.76278E-05,0.001762785,
-25616.64167,39565,-0.647457138,-18492.56777,34817.2,-0.531133111,7124.0739,0.278103351,27.81033515,0.116324027,0.179662899,17.96628994,,681,0.116324027,0.179662899,17.96628994,
-24619.93314,26563,-0.926850625,-21961.61436,26563,-0.826774625,2658.318788,0.107974249,10.79742489,0.100076,0.107974249,10.79742489,,682,0.100076,0.107974249,10.79742489,
-24684,37650,-0.65561753,-16397.235,33132,-0.494906284,8286.765,0.335714025,33.57140253,0.160711246,0.245129574,24.51295742,,683,0.160711246,0.245129574,24.51295742,
-25174,33173,-0.758870165,-18539.65262,32509.54,-0.57028345,6634.347381,0.263539659,26.35396592,0.188586716,0.248509856,24.85098563,,684,0.188586716,0.248509856,24.85098563,
-20944,28870,-0.725458954,-14589.1356,28292.6,-0.515651994,6354.8644,0.303421715,30.3421715,0.20980696,0.289205832,28.92058317,,685,0.20980696,0.289205832,28.92058317,
-21755.59,38721,-0.561855066,-14782.0679,35623.32,-0.414954808,6973.5221,0.320539323,32.05393235,0.146900258,0.261455786,26.14557864,,686,0.146900258,0.261455786,26.14557864,
-14055,17018,-0.825890234,-14057.75,17018,-0.826051827,-2.75,-0.00019566,-0.019565991,-0.000161594,-0.00019566,-0.019565991,,687,-0.000161594,-0.00019566,-0.019565991,
-23505,30463,-0.771591767,-16798.87518,29853.74,-0.562705885,6706.12482,0.28530631,28.53063101,0.208885882,0.270720725,27.07207246,,688,0.208885882,0.270720725,27.07207246,
-9287,16281,-0.570419507,-5702.90066,15955.38,-0.357428069,3584.09934,0.385926493,38.59264929,0.212991439,0.373394381,37.33943806,,689,0.212991439,0.373394381,37.33943806,
-25589,37564,-0.681210734,-18823.7236,34558.88,-0.54468558,6765.2764,0.264382211,26.43822111,0.136525154,0.200415447,20.04154469,,690,0.136525154,0.200415447,20.04154469,
-14007,22984,-0.609423947,-9407.166112,22524.32,-0.417644844,4599.833888,0.328395366,32.83953657,0.191779103,0.314689149,31.46891487,,691,0.191779103,0.314689149,31.46891487,
-23290,35269,-0.660353285,-16231.54449,34563.62,-0.469613556,7058.455508,0.303068077,30.30680768,0.190739729,0.288844976,28.88449763,,692,0.190739729,0.288844976,28.88449763,
-10728.81473,15688,-0.683886712,-7589.159184,15374.24,-0.49362825,3139.65555,0.292637689,29.26376891,0.190258462,0.278201724,27.82017235,,693,0.190258462,0.278201724,27.82017235,
-12998,15943,-0.815279433,-8850.783852,15943,-0.555151719,4147.216148,0.319065714,31.90657138,0.260127714,0.319065714,31.90657138,,694,0.260127714,0.319065714,31.90657138,
-12040,13959,-0.862525969,-9528.951608,13959,-0.682638556,2511.048392,0.208558837,20.85588365,0.179887413,0.208558837,20.85588365,,695,0.179887413,0.208558837,20.85588365,
-27893,35874,-0.7775269,-20714.03862,35156.52,-0.589194796,7178.961384,0.257375018,25.73750182,0.188332104,0.242219406,24.22194064,,696,0.188332104,0.242219406,24.22194064,
-8066,11055,-0.729624604,-6078.315966,11055,-0.549825053,1987.684034,0.246427478,24.64274776,0.179799551,0.246427478,24.64274776,,697,0.179799551,0.246427478,24.64274776,
-19606,26580,-0.737622272,-14288.49144,26048.4,-0.548536242,5317.50856,0.271218431,27.12184311,0.189086031,0.256345338,25.63453378,,698,0.189086031,0.256345338,25.63453378,
-10516,12483,-0.842425699,-10516,12483,-0.842425699,0,0,0,0,0,0,,699,0,0,0,
-19281,26225,-0.73521449,-12983.3285,25176,-0.515702594,6297.6715,0.326625771,32.66257715,0.219511896,0.298568512,29.8568512,,700,0.219511896,0.298568512,29.8568512,
-10181,18136,-0.561369652,-5825.82096,17410.56,-0.33461422,4355.17904,0.427775173,42.77751734,0.226755431,0.403932472,40.39324723,,701,0.226755431,0.403932472,40.39324723,
-26589,39527,-0.672679434,-17891.07349,34783.76,-0.514351338,8697.926505,0.327124995,32.71249955,0.158328096,0.235369313,23.53693131,,702,0.158328096,0.235369313,23.53693131,
-30686.88,37681,-0.81438603,-22389.6697,36927.38,-0.606316227,8297.2103,0.270382988,27.03829878,0.208069803,0.255492845,25.54928447,,703,0.208069803,0.255492845,25.54928447,
-31815.625,39767,-0.800050922,-23868.71698,38971.66,-0.612463441,7946.908025,0.249780038,24.97800381,0.187587481,0.234469427,23.44694266,,704,0.187587481,0.234469427,23.44694266,
-29583.94389,41549,-0.712025413,-23762.92899,39887.04,-0.595755639,5821.0149,0.19676264,19.67626399,0.116269774,0.163294417,16.32944166,,705,0.116269774,0.163294417,16.32944166,
-18705.64209,36636,-0.510580906,-12107.81059,35903.28,-0.337234108,6597.831495,0.352718793,35.27187928,0.173346799,0.339508972,33.95089723,,706,0.173346799,0.339508972,33.95089723,
-39272,46236,-0.849381434,-30018.69685,45311.28,-0.662499423,9253.303152,0.235620879,23.56208788,0.186882012,0.220021305,22.00213049,,707,0.186882012,0.220021305,22.00213049,
-30896,40874,-0.755883936,-23535.01731,39239.04,-0.599785757,7360.982694,0.238250346,23.82503461,0.156098179,0.206510777,20.65107772,,708,0.156098179,0.206510777,20.65107772,
-10425.27409,14369,-0.725539292,-7262.701525,14369,-0.505442378,3162.572565,0.303356299,30.33562991,0.220096915,0.303356299,30.33562991,,709,0.220096915,0.303356299,30.33562991,
-26100.98293,33034,-0.790124809,-18168.19817,31712.64,-0.572900842,7932.78476,0.303926668,30.39266675,0.217223966,0.274923612,27.4923612,,710,0.217223966,0.274923612,27.4923612,
-17422.66564,24412,-0.713692677,-11560.36796,23435.52,-0.493284039,5862.29768,0.336475359,33.64753593,0.220408638,0.308828499,30.88284993,,711,0.220408638,0.308828499,30.88284993,
-16743.97431,18666,-0.897030661,-16743.97431,18666,-0.897030661,0,0,0,0,0,0,,712,0,0,0,
-38465.00808,49469,-0.777557826,-27579.56186,44522.1,-0.619457794,10885.44622,0.282996073,28.29960726,0.158100031,0.20332897,20.33289695,,713,0.158100031,0.20332897,20.33289695,
-30099,37043,-0.812542181,-24165.82883,36302.14,-0.665686068,5933.171166,0.19712187,19.712187,0.146856113,0.180736602,18.07366021,,714,0.146856113,0.180736602,18.07366021,
-42505.125,44547,-0.95416358,-38963.77849,44547,-0.874666723,3541.34651,0.083315753,8.331575332,0.079496857,0.083315753,8.331575332,,715,0.079496857,0.083315753,8.331575332,
-6743.130073,9680,-0.696604346,-6744.96,9680,-0.696793388,-1.829926946,-0.000271376,-0.027137649,-0.000189042,-0.000271376,-0.027137649,,716,-0.000189042,-0.000271376,-0.027137649,
-12253,19176,-0.638975803,-8415.268768,18792.48,-0.447799799,3837.731232,0.313207478,31.32074783,0.191176004,0.299191304,29.91913044,,717,0.191176004,0.299191304,29.91913044,
-18672.69495,36636,-0.509681596,-10607.64591,35903.28,-0.295450608,8065.04904,0.431916714,43.19167137,0.214230988,0.420323177,42.03231773,,718,0.214230988,0.420323177,42.03231773,
-30993,52951,-0.585314725,-20398.56392,46596.88,-0.437766733,10594.43608,0.341833191,34.18331907,0.147547992,0.252083171,25.20831713,,719,0.147547992,0.252083171,25.20831713,
-28751.01649,41767,-0.688366808,-19564.08879,35919.62,-0.544663022,9186.927696,0.319534014,31.95340137,0.143703786,0.208760481,20.8760481,,720,0.143703786,0.208760481,20.8760481,
-16876,33824,-0.498935667,-10106.73523,33147.52,-0.304901701,6769.264768,0.401117846,40.11178459,0.194033966,0.388895761,38.88957612,,721,0.194033966,0.388895761,38.88957612,
-31373,38380,-0.817430954,-22924.0268,37612.4,-0.609480565,8448.9732,0.269307149,26.93071495,0.207950389,0.25439505,25.43950505,,722,0.207950389,0.25439505,25.43950505,
-31408,48353,-0.649556387,-20762.62846,47385.94,-0.438160105,10645.37154,0.338938218,33.89382177,0.211396282,0.325447161,32.54471609,,723,0.211396282,0.325447161,32.54471609,
-10638,23590,-0.450953794,-4974.041,20287.4,-0.24517883,5663.959,0.532427054,53.2427054,0.205774964,0.456310528,45.63105279,,724,0.205774964,0.456310528,45.63105279,
-10552,19523,-0.540490703,-5863.74678,18742.08,-0.312865316,4688.25322,0.444299964,44.4299964,0.227625387,0.421145796,42.11457958,,725,0.227625387,0.421145796,42.11457958,
-15657.77677,34653,-0.451844769,-8029.958409,33266.88,-0.241379967,7627.81836,0.487158456,48.71584563,0.210464801,0.465790059,46.57900586,,726,0.210464801,0.465790059,46.57900586,
-12456.14669,15485,-0.804400819,-9667.174308,15485,-0.624292819,2788.97238,0.223903303,22.39033025,0.180108,0.223903303,22.39033025,,727,0.180108,0.223903303,22.39033025,
-8419,10382,-0.810922751,-8419,10382,-0.810922751,0,0,0,0,0,0,,728,0,0,0,
-24984,32962,-0.757963716,-18387.24902,32302.76,-0.569216037,6596.750984,0.264039024,26.40390243,0.188747679,0.249019413,24.90194126,,729,0.188747679,0.249019413,24.90194126,
-19359.72962,27309,-0.708913897,-13894.49893,26762.82,-0.519171706,5465.230694,0.282298916,28.22989164,0.189742191,0.267651956,26.76519555,,730,0.189742191,0.267651956,26.76519555,
-16826.97756,24809,-0.678261017,-11365.5243,24312.82,-0.467470425,5461.45326,0.324565314,32.45653142,0.210790591,0.310780933,31.07809329,,731,0.210790591,0.310780933,31.07809329,
-10261.86282,22190,-0.462454386,-5821.64382,19971,-0.291504873,4440.219,0.432691323,43.2691323,0.170949513,0.369657026,36.96570256,,732,0.170949513,0.369657026,36.96570256,
-8653,15652,-0.552836698,-4268.56176,14399.84,-0.296431194,4384.43824,0.50669574,50.66957402,0.256405505,0.463799718,46.37997176,,733,0.256405505,0.463799718,46.37997176,
-14884,21850,-0.681189931,-10511.1158,21413,-0.49087544,4372.8842,0.293797648,29.37976485,0.190314491,0.279385356,27.93853556,,734,0.190314491,0.279385356,27.93853556,
-9219,19209,-0.479931282,-5374.664412,18824.82,-0.285509472,3844.335588,0.417001365,41.70013654,0.194421811,0.405103434,40.51034341,,735,0.194421811,0.405103434,40.51034341,
-18604,25550,-0.7281409,-13490.6274,25039,-0.538784592,5113.3726,0.274853397,27.48533971,0.189356308,0.260054487,26.00544869,,736,0.189356308,0.260054487,26.00544869,
-26968.30855,30929,-0.871942467,-20780.77653,30310.42,-0.685598435,6187.532024,0.229437156,22.94371563,0.186344031,0.213711384,21.37113839,,737,0.186344031,0.213711384,21.37113839,
-14436,21413,-0.674169897,-8865.62218,20128.22,-0.440457337,5570.37782,0.385867125,38.58671252,0.23371256,0.346667155,34.66671545,,738,0.23371256,0.346667155,34.66671545,
-36953,47930,-0.77097851,-27365.0828,44095.6,-0.620585337,9587.9172,0.259462485,25.94624848,0.150393173,0.195067918,19.50679182,,739,0.150393173,0.195067918,19.50679182,
-25369,36344,-0.698024433,-17371.13936,32709.6,-0.531071592,7997.86064,0.315261171,31.52611707,0.166952841,0.239179079,23.91790786,,740,0.166952841,0.239179079,23.91790786,
-17714.375,30715,-0.576733681,-12181.86634,30100.7,-0.404703756,5532.50866,0.312317463,31.23174631,0.172029925,0.298283126,29.82831256,,741,0.172029925,0.298283126,29.82831256,
-21122,33127,-0.637606786,-13830.7473,29151.76,-0.47443953,7291.2527,0.345197079,34.51970789,0.163167256,0.255905771,25.59057714,,742,0.163167256,0.255905771,25.59057714,
-23141,33110,-0.698912715,-17177.889,32447.8,-0.52940073,5963.111,0.257685969,25.76859686,0.169511985,0.242536703,24.25367027,,743,0.169511985,0.242536703,24.25367027,
-10447.55114,30368,-0.344031584,-3763.919508,28545.92,-0.131854903,6683.631632,0.63973189,63.97318895,0.212176681,0.616736053,61.67360527,,744,0.212176681,0.616736053,61.67360527,
-41953,43938,-0.954822705,-41953,43938,-0.954822705,0,0,0,0,0,0,,745,0,0,0,
-25311,27254,-0.928707713,-25312.84287,27254,-0.928775331,-1.842869696,-7.2809E-05,-0.007280904,-6.76183E-05,-7.2809E-05,-0.007280904,,746,-6.76183E-05,-7.2809E-05,-0.007280904,
-25143,27072,-0.928745567,-22976.80685,27072,-0.848729567,2166.193152,0.08615492,8.615491994,0.080016,0.08615492,8.615491994,,747,0.080016,0.08615492,8.615491994,
-22007,23987,-0.917455288,-22010,23987,-0.917580356,-3,-0.00013632,-0.013632026,-0.000125068,-0.00013632,-0.013632026,,748,-0.000125068,-0.00013632,-0.013632026,
-39324,46285,-0.849605704,-30060.89038,45359.3,-0.662728269,9263.10962,0.235558682,23.55586822,0.186877435,0.219957839,21.9957839,,749,0.186877435,0.219957839,21.9957839,
-31980,38933,-0.821411142,-23409.28938,38154.34,-0.613541982,8570.71062,0.268002208,26.80022083,0.20786916,0.253063478,25.30634778,,750,0.20786916,0.253063478,25.30634778,
-13424,20417,-0.657491306,-8929.80996,20008.66,-0.446297251,4494.19004,0.334787697,33.47876967,0.211194055,0.321211935,32.12119354,,751,0.211194055,0.321211935,32.12119354,
-20204.80446,24148,-0.836707159,-15856.16246,24148,-0.656624253,4348.642,0.215228116,21.5228116,0.180082905,0.215228116,21.5228116,,752,0.180082905,0.215228116,21.5228116,
-6942,23892,-0.290557509,-1204.57512,22936.32,-0.052518238,5737.42488,0.826480104,82.64801037,0.23803927,0.819250108,81.9250108,,753,0.23803927,0.819250108,81.9250108,
-12210,24156,-0.505464481,-6409.17816,23189.76,-0.276379668,5800.82184,0.475087784,47.50877838,0.229084813,0.453216441,45.32164414,,754,0.229084813,0.453216441,45.32164414,
-27733,30713,-0.902972683,-21586.22303,30713,-0.702836683,6146.776968,0.221641257,22.16412566,0.200136,0.221641257,22.16412566,,755,0.200136,0.221641257,22.16412566,
-20291,32241,-0.629353928,-13193.46626,31596.18,-0.417565233,7097.53374,0.349787282,34.9787282,0.211788695,0.336517635,33.65176347,,756,0.211788695,0.336517635,33.65176347,
-25629,30548,-0.838974728,-20128.7715,29937.04,-0.672370131,5500.228496,0.214609563,21.46095632,0.166604597,0.198581187,19.8581187,,757,0.166604597,0.198581187,19.8581187,
-28071,38063,-0.737487849,-19694.09496,35017.96,-0.562399836,8376.90504,0.298418476,29.8418476,0.175088013,0.237411387,23.7411387,,758,0.175088013,0.237411387,23.7411387,
