value predictor(x_i),resource consumption(x_i),def_value1,value predictor(x_change),resource consumption(x_change),def_value2,diff_1,change_1,change_1  pct,diff_2,change_2,change_2 pct,,Employee,dc1 diff,dc1 ,dc1 pct,dc2 diff
-23231.89427,30166,-0.770135062,-15987.83103,28959.36,-0.552078189,7244.06324,0.311815436,31.1815436,0.218056872,0.283141079,28.31410791,,317,0.218056872,0.283141079,28.31410791,
-26378,27307,-0.965979419,-26378,27307,-0.965979419,0,0,0,0,0,0,,318,0,0,0,
-24286,26292,-0.923703028,-17972.02878,26292,-0.683555028,6313.971216,0.259983991,25.99839914,0.240148,0.259983991,25.99839914,,319,0.240148,0.259983991,25.99839914,
-21023,27976,-0.751465542,-14304.84336,26856.96,-0.532630773,6718.15664,0.319562224,31.95622242,0.218834769,0.29121065,29.12106502,,320,0.218834769,0.29121065,29.12106502,
-14813,22740,-0.651407212,-10261.99832,22285.2,-0.46048491,4551.00168,0.307230249,30.72302491,0.190922302,0.293092091,29.30920909,,321,0.190922302,0.293092091,29.30920909,
-41273,43228,-0.954774683,-41273,43228,-0.954774683,0,0,0,0,0,0,,322,0,0,0,
-11602,18546,-0.62557964,-6777.44356,17433.24,-0.388765574,4824.55644,0.415838342,41.58383417,0.236814066,0.378551427,37.85514273,,323,0.236814066,0.378551427,37.85514273,
-20184.83723,28112,-0.718014984,-15121.9922,27549.76,-0.548897421,5062.845032,0.250824169,25.08241694,0.169117564,0.235534867,23.55348667,,324,0.169117564,0.235534867,23.55348667,
-26969,32937,-0.818805599,-21695.25931,32278.26,-0.672132243,5273.740692,0.195548248,19.55482477,0.146673355,0.179130865,17.9130865,,325,0.146673355,0.179130865,17.9130865,
-11587,23569,-0.491620349,-6870.088892,23097.62,-0.297437091,4716.911108,0.407086486,40.70864855,0.194183258,0.39498621,39.49862097,,326,0.194183258,0.39498621,39.49862097,
-31086.1971,38055,-0.816875499,-24231.57828,37293.9,-0.649746427,6854.61882,0.220503614,22.05036144,0.167129071,0.204595525,20.45955249,,327,0.167129071,0.204595525,20.45955249,
-29040.83363,44027,-0.659614183,-20231.91147,41385.38,-0.488866152,8808.92216,0.303328832,30.33288325,0.170748031,0.25886046,25.88604601,,328,0.170748031,0.25886046,25.88604601,
-23339.99036,33267,-0.701595887,-18014.20979,32601.66,-0.552554986,5325.780564,0.228182638,22.81826377,0.1490409,0.212431263,21.2431263,,329,0.1490409,0.212431263,21.2431263,
-26642,28625,-0.930724891,-26643.87916,28625,-0.930790538,-1.879159339,-7.05337E-05,-0.007053372,-6.56475E-05,-7.05337E-05,-0.007053372,,330,-6.56475E-05,-7.05337E-05,-0.007053372,
-19643,27663,-0.710082059,-13553.26718,27109.74,-0.499940877,6089.73282,0.310020507,31.00205071,0.210141182,0.295939293,29.59392929,,331,0.210141182,0.295939293,29.59392929,
-17493,25439,-0.687644955,-11892.85854,24930.22,-0.477045872,5600.14146,0.320136138,32.01361379,0.210599083,0.306261365,30.62613652,,332,0.210599083,0.306261365,30.62613652,
-28762,37736,-0.762189951,-20461.3064,35471.84,-0.576832394,8300.6936,0.288599319,28.85993185,0.185357557,0.243190764,24.31907644,,333,0.185357557,0.243190764,24.31907644,
-20706.59157,28659,-0.722516193,-13825.77774,27512.64,-0.502524576,6880.813832,0.33230065,33.23006497,0.219991617,0.304479843,30.44798434,,334,0.219991617,0.304479843,30.44798434,
-8916.75,18942,-0.470739626,-4746.85812,18563.16,-0.255713904,4169.89188,0.467647055,46.76470553,0.215025722,0.456782709,45.67827095,,335,0.215025722,0.456782709,45.67827095,
-17851,28809,-0.619632754,-13238.6791,27080.46,-0.488864632,4612.3209,0.258378853,25.83788527,0.130768122,0.211041333,21.10413327,,336,0.130768122,0.211041333,21.10413327,
-8268,11222,-0.736767065,-5124.26892,11222,-0.456627065,3143.73108,0.380228723,38.02287228,0.28014,0.380228723,38.02287228,,337,0.28014,0.380228723,38.02287228,
-17543,20468,-0.857094,-17545.04546,20468,-0.857193935,-2.045459326,-0.000116597,-0.011659689,-9.99345E-05,-0.000116597,-0.011659689,,338,-9.99345E-05,-0.000116597,-0.011659689,
-29391,41378,-0.710304993,-20282.04708,40550.44,-0.50016836,9108.95292,0.309923205,30.99232051,0.210136633,0.295840005,29.58400052,,339,0.210136633,0.295840005,29.58400052,
-18821.77749,26740,-0.703880983,-14005.26173,26205.2,-0.534445901,4816.51576,0.255901217,25.59012167,0.169435082,0.240715527,24.07155272,,340,0.169435082,0.240715527,24.07155272,
-28619.90813,41628,-0.68751581,-19458.41789,35800.08,-0.543530011,9161.49024,0.320109002,32.01090024,0.143985798,0.209429073,20.94290726,,341,0.143985798,0.209429073,20.94290726,
-32384.02661,52374,-0.618322576,-21903.98921,47136.6,-0.464691751,10480.0374,0.32361749,32.36174898,0.153630825,0.248463878,24.84638775,,342,0.153630825,0.248463878,24.84638775,
-27272.98868,33217,-0.821055143,-19963.38853,31888.32,-0.626040774,7309.600152,0.268016103,26.80161033,0.195014369,0.237516774,23.75167743,,343,0.195014369,0.237516774,23.75167743,
-28621,35603,-0.80389293,-21495.80159,34890.94,-0.616085482,7125.19841,0.248950016,24.89500161,0.187807448,0.233622465,23.36224654,,344,0.187807448,0.233622465,23.36224654,
-19446,26393,-0.736786269,-13107.98498,25337.28,-0.517339864,6338.01502,0.325928984,32.59289839,0.219446405,0.297842692,29.78426915,,345,0.219446405,0.297842692,29.78426915,
-27886,31897,-0.874251497,-21504.81377,31259.06,-0.687954589,6381.186232,0.228831178,22.88311781,0.186296908,0.213093039,21.30930389,,346,0.186296908,0.213093039,21.30930389,
-12556.85752,25501,-0.492406475,-7453.343868,24990.98,-0.29824136,5103.513651,0.406432393,40.64323931,0.194165115,0.394318768,39.43187685,,347,0.194165115,0.394318768,39.43187685,
-28334.23088,30355,-0.933428789,-22871.71972,30355,-0.753474542,5462.511155,0.192788404,19.27884042,0.179954247,0.192788404,19.27884042,,348,0.179954247,0.192788404,19.27884042,
-18074,31020,-0.582656351,-11865.66202,27918,-0.42501834,6208.337976,0.343495517,34.34955171,0.15763801,0.270550575,27.05505746,,349,0.15763801,0.270550575,27.05505746,
-31224.84869,33201,-0.940479163,-31224.84869,33201,-0.940479163,0,0,0,0,0,0,,350,0,0,0,
-23784,28842,-0.824630747,-18012.94654,28842,-0.624538747,5771.053464,0.24264436,24.26443602,0.200092,0.24264436,24.26443602,,351,0.200092,0.24264436,24.26443602,
-32647.875,42609,-0.766220165,-23270.48638,39200.28,-0.593630616,9377.388617,0.287228146,28.72281463,0.172589548,0.225247985,22.52479851,,352,0.172589548,0.225247985,22.52479851,
-10336,34277,-0.301543309,-2792.31784,29478.22,-0.094724778,7543.68216,0.72984541,72.98454102,0.206818531,0.685866756,68.58667561,,353,0.206818531,0.685866756,68.58667561,
-15340.0316,28298,-0.542088897,-9678.1702,25468.2,-0.380009981,5661.861402,0.369090596,36.90905957,0.162078916,0.298989551,29.89895508,,354,0.162078916,0.298989551,29.89895508,
-32469.375,34461,-0.942206407,-26263.08674,34461,-0.762110407,6206.288256,0.191142831,19.11428309,0.180096,0.191142831,19.11428309,,355,0.180096,0.191142831,19.11428309,
-7349.773375,20267,-0.362647327,-2077.633163,19050.98,-0.109056498,5272.140213,0.717320105,71.73201054,0.253590829,0.699276708,69.92767079,,356,0.253590829,0.699276708,69.92767079,
-20261.83533,28231,-0.717715821,-14611.90884,27666.38,-0.528146756,5649.926492,0.278845741,27.88457412,0.189569065,0.264128307,26.41283074,,357,0.189569065,0.264128307,26.41283074,
-34511,36447,-0.946881774,-34511,36447,-0.946881774,0,0,0,0,0,0,,358,0,0,0,
-12727,15700,-0.810636943,-12727,15700,-0.810636943,0,0,0,0,0,0,,359,0,0,0,
-36436,44430,-0.820076525,-27544.6684,43541.4,-0.632608699,8891.3316,0.244026007,24.40260072,0.187467826,0.228597967,22.85979666,,360,0.187467826,0.228597967,22.85979666,
-27462.35917,34459,-0.79695752,-19877.18574,33769.82,-0.588607986,7585.173429,0.276202543,27.62025426,0.208349534,0.261431166,26.1431166,,361,0.208349534,0.261431166,26.1431166,
-10874.87513,12861,-0.84556995,-7529.471809,12861,-0.58544995,3345.40332,0.307626826,30.76268261,0.26012,0.307626826,30.76268261,,362,0.26012,0.307626826,30.76268261,
-14619.64862,24610,-0.594053174,-8218.587615,22641.2,-0.362992581,6401.061,0.437839593,43.7839593,0.231060594,0.388956079,38.89560794,,363,0.231060594,0.388956079,38.89560794,
-13468,30442,-0.442415084,-6766.49812,29833.16,-0.226811311,6701.50188,0.497587012,49.75870122,0.215603774,0.487333686,48.73336859,,364,0.215603774,0.487333686,48.73336859,
-21157,23158,-0.913593575,-21157,23158,-0.913593575,0,0,0,0,0,0,,365,0,0,0,
-23628.95475,25599,-0.923042101,-18503.67059,25599,-0.722827868,5125.284157,0.216906935,21.69069352,0.200214233,0.216906935,21.69069352,,366,0.200214233,0.216906935,21.69069352,
-27763.24986,30756,-0.902693779,-27764.99,30756,-0.902750358,-1.740142399,-6.26779E-05,-0.006267791,-5.6579E-05,-6.26779E-05,-0.006267791,,367,-5.6579E-05,-6.26779E-05,-0.006267791,
-12507,20487,-0.610484698,-7179.836321,19257.78,-0.37282783,5327.163679,0.425934571,42.5934571,0.237656868,0.389292097,38.92920968,,368,0.237656868,0.389292097,38.92920968,
-21825,29759,-0.733391579,-15273.85374,29163.82,-0.523726101,6551.14626,0.300167068,30.0167068,0.209665478,0.285884763,28.58847633,,369,0.209665478,0.285884763,28.58847633,
-26316,37316,-0.705220281,-18104.14666,33584.4,-0.539064169,8211.853338,0.31204793,31.20479304,0.166156112,0.235608812,23.56088116,,370,0.166156112,0.235608812,23.56088116,
-21842.94974,24794,-0.880977242,-21842.94974,24794,-0.880977242,0,0,0,0,0,0,,371,0,0,0,
-23232.125,25203,-0.921799984,-23232.125,25203,-0.921799984,0,0,0,0,0,0,,372,0,0,0,
-12905.84165,26827,-0.481076589,-7537.758953,24144.3,-0.31219621,5368.0827,0.415942086,41.59420861,0.168880379,0.351046762,35.10467623,,373,0.168880379,0.351046762,35.10467623,
-25925,28933,-0.896035669,-25925,28933,-0.896035669,0,0,0,0,0,0,,374,0,0,0,
-23866.34899,30872,-0.773074274,-17688.06392,30254.56,-0.584641255,6178.285072,0.258870139,25.88701386,0.188433019,0.243745039,24.37450394,,375,0.188433019,0.243745039,24.37450394,
-27843,29825,-0.933545683,-27843,29825,-0.933545683,0,0,0,0,0,0,,376,0,0,0,
-19938,22927,-0.869629694,-19938,22927,-0.869629694,0,0,0,0,0,0,,377,0,0,0,
-24007.75,25995,-0.923552606,-24007.75,25995,-0.923552606,0,0,0,0,0,0,,378,0,0,0,
-33911,36903,-0.918922581,-33911,36903,-0.918922581,0,0,0,0,0,0,,379,0,0,0,
-22093,35070,-0.629968634,-15075.493,31563,-0.477631816,7017.507,0.317634862,31.76348617,0.152336818,0.241816513,24.1816513,,380,0.152336818,0.241816513,24.1816513,
-15804,17756,-0.89006533,-15804,17756,-0.89006533,0,0,0,0,0,0,,381,0,0,0,
-14685,24675,-0.595136778,-9747.039,24181.5,-0.403078345,4937.961,0.336258836,33.62588355,0.192058433,0.322713097,32.27130975,,382,0.192058433,0.322713097,32.27130975,
-21577,29543,-0.730359138,-15665.39227,28952.14,-0.541078907,5911.60773,0.273977278,27.39772781,0.18928023,0.259160488,25.91604879,,383,0.18928023,0.259160488,25.91604879,
-27142,39139,-0.693477094,-19314.0122,38356.22,-0.503543159,7827.987797,0.288408658,28.84086581,0.189933935,0.273886386,27.38863858,,384,0.189933935,0.273886386,27.38863858,
-39747,46684,-0.851405192,-30404.03771,45750.32,-0.664564482,9342.962288,0.235060817,23.50608169,0.18684071,0.219449813,21.94498131,,385,0.18684071,0.219449813,21.94498131,
-37553.47037,45536,-0.824698488,-28441.03542,44625.28,-0.637330128,9112.434948,0.242652273,24.26522731,0.18736836,0.227196197,22.71961971,,386,0.18736836,0.227196197,22.71961971,
-23432,30399,-0.770814829,-16739.96414,29791.02,-0.561913091,6692.03586,0.285593883,28.55938827,0.208901738,0.271014166,27.1014166,,387,0.208901738,0.271014166,27.1014166,
-9466,12432,-0.761422136,-7228.668432,12432,-0.581456598,2237.331568,0.236354486,23.63544864,0.179965538,0.236354486,23.63544864,,388,0.179965538,0.236354486,23.63544864,
-9371,24348,-0.384877608,-4011.51824,23374.08,-0.171622508,5359.48176,0.571922074,57.19220745,0.2132551,0.554085494,55.40854943,,389,0.2132551,0.554085494,55.40854943,
-11814,14752,-0.800840564,-11814,14752,-0.800840564,0,0,0,0,0,0,,390,0,0,0,
-25550,28516,-0.895988217,-25550,28516,-0.895988217,0,0,0,0,0,0,,391,0,0,0,
-32164,35138,-0.915362286,-32165.97097,35138,-0.915418378,-1.970972851,-6.12788E-05,-0.006127885,-5.60923E-05,-6.12788E-05,-0.006127885,,392,-5.60923E-05,-6.12788E-05,-0.006127885,
-20584,28545,-0.721107024,-14300.6746,27974.1,-0.511211249,6283.3254,0.305252886,30.52528857,0.209895775,0.291074373,29.10743732,,393,0.209895775,0.291074373,29.10743732,
-23501.375,30497,-0.770612683,-16177.82542,29277.12,-0.552575712,7323.54958,0.311622174,31.16221744,0.218036972,0.282939765,28.2939765,,394,0.218036972,0.282939765,28.2939765,
-33670,44642,-0.754222481,-24738.92148,41070.64,-0.602350523,8931.07852,0.265253297,26.52532973,0.151871958,0.20136228,20.13622797,,395,0.151871958,0.20136228,20.13622797,
-28641.125,41620,-0.688157737,-19481.05674,39955.2,-0.4875725,9160.068264,0.319822223,31.98222229,0.200585237,0.291481482,29.14814822,,396,0.200585237,0.291481482,29.14814822,
-8489.981427,26465,-0.320800356,-3194.334927,23818.5,-0.134111507,5295.6465,0.623752425,62.37524246,0.186688849,0.581947138,58.19471384,,397,0.186688849,0.581947138,58.19471384,
-33542,42493,-0.789353541,-24189.2907,39943.42,-0.605588873,9352.7093,0.278835767,27.88357671,0.183764668,0.232804008,23.28040076,,398,0.183764668,0.232804008,23.28040076,
-22619.375,29594,-0.764323005,-16698.39432,29002.12,-0.57576461,5920.980681,0.261765884,26.17658835,0.188558394,0.246699881,24.66998811,,399,0.188558394,0.246699881,24.66998811,
-22847,32872,-0.695029204,-16926.7528,32214.56,-0.525437963,5920.2472,0.259125802,25.91258021,0.169591241,0.24400592,24.40059205,,400,0.169591241,0.24400592,24.40059205,
-25105,38046,-0.659859118,-19012.69096,37285.08,-0.509927589,6092.309043,0.242673135,24.26731346,0.149931529,0.227217484,22.72174842,,401,0.149931529,0.227217484,22.72174842,
-14452,29403,-0.491514471,-7980.3997,27638.82,-0.288738799,6471.6003,0.447799633,44.77996333,0.202775672,0.412552801,41.25528013,,402,0.202775672,0.412552801,41.25528013,
-12146.63574,19050,-0.637618674,-7572.7764,18288,-0.414084449,4573.85934,0.376553594,37.65535937,0.223534225,0.35057666,35.05766601,,403,0.223534225,0.35057666,35.05766601,
-27449,39445,-0.69588034,-18767.1555,34711.6,-0.540659477,8681.8445,0.316290011,31.62900106,0.155220863,0.22305683,22.30568302,,404,0.155220863,0.22305683,22.30568302,
-29115.98913,30094,-0.967501466,-23695.09672,30094,-0.787369466,5420.892408,0.186182664,18.61826636,0.180132,0.186182664,18.61826636,,405,0.180132,0.186182664,18.61826636,
-26729,34670,-0.770954716,-19789.2717,33976.6,-0.582438257,6939.7283,0.259632919,25.96329193,0.188516458,0.244523387,24.45233871,,406,0.188516458,0.244523387,24.45233871,
-18258.98655,21223,-0.860339563,-18258.98655,21223,-0.860339563,0,0,0,0,0,0,,407,0,0,0,
-12232,26204,-0.466798962,-6465.41144,25679.92,-0.251769143,5766.58856,0.471434644,47.14346436,0.215029819,0.460647595,46.06475955,,408,0.215029819,0.460647595,46.06475955,
-8031,22998,-0.349204279,-3438.62024,22538.04,-0.152569622,4592.37976,0.571831622,57.18316225,0.196634657,0.563093492,56.30934923,,409,0.196634657,0.563093492,56.30934923,
-13208,21170,-0.623901748,-8547.6362,20746.6,-0.412001783,4660.3638,0.352844019,35.28440188,0.211899964,0.339636754,33.96367539,,410,0.211899964,0.339636754,33.96367539,
-15628,15552,-1.004886831,-15631.98,15552,-1.005142747,-3.98,-0.000254671,-0.02546711,-0.000255916,-0.000254671,-0.02546711,,411,-0.000255916,-0.000254671,-0.02546711,
-10474,24429,-0.428752712,-5096.19994,23940.42,-0.212870114,5377.80006,0.513442816,51.34428165,0.215882598,0.503513078,50.35130781,,412,0.215882598,0.503513078,50.35130781,
-20084,28080,-0.715242165,-14464.29344,27518.4,-0.525622618,5619.70656,0.279810125,27.98101255,0.189619548,0.265112373,26.51123729,,413,0.189619548,0.265112373,26.51123729,
-17574.7158,20542,-0.855550375,-17575.82935,20542,-0.855604583,-1.113547384,-6.33608E-05,-0.006336076,-5.42083E-05,-6.33608E-05,-0.006336076,,414,-5.42083E-05,-6.33608E-05,-0.006336076,
-26337.25,39307,-0.670039688,-17685.7793,34590.16,-0.5112951,8651.4707,0.328488005,32.84880046,0.158744588,0.236918187,23.69181871,,415,0.158744588,0.236918187,23.69181871,
-34628,42635,-0.812196552,-25243.1838,40929.6,-0.616746408,9384.8162,0.271018141,27.10181414,0.195450144,0.240643897,24.06438973,,416,0.195450144,0.240643897,24.06438973,
-34018.41665,34991,-0.972204757,-34018.78861,34991,-0.972215387,-0.371968503,-1.09343E-05,-0.001093433,-1.06304E-05,-1.09343E-05,-0.001093433,,417,-1.06304E-05,-1.09343E-05,-0.001093433,
-5702,18695,-0.305001337,-1960.53226,18321.1,-0.107009528,3741.46774,0.656167615,65.61676149,0.197991809,0.649150627,64.91506274,,418,0.197991809,0.649150627,64.91506274,
-29272,31234,-0.937183838,-23646.7566,31234,-0.757083838,5625.2434,0.192171474,19.21714744,0.1801,0.192171474,19.21714744,,419,0.1801,0.192171474,19.21714744,
-30170,37186,-0.811326843,-21989.7614,36442.28,-0.603413436,8180.238604,0.27113817,27.11381705,0.207913407,0.256263439,25.62634393,,420,0.207913407,0.256263439,25.62634393,
-15584,18522,-0.841377821,-15585.96266,18522,-0.841483785,-1.96266448,-0.000125941,-0.0125941,-0.000105964,-0.000125941,-0.0125941,,421,-0.000105964,-0.000125941,-0.0125941,
-28771,31751,-0.906144688,-22417.24389,31751,-0.706032688,6353.756112,0.220838904,22.08389042,0.200112,0.220838904,22.08389042,,422,0.200112,0.220838904,22.08389042,
-25122.44249,32057,-0.783680397,-18065.41451,31415.86,-0.575041222,7057.02798,0.280905329,28.09053293,0.208639176,0.266229928,26.62299278,,423,0.208639176,0.266229928,26.62299278,
-24963,36896,-0.676577407,-19793.8704,35420.16,-0.558830632,5169.1296,0.20707165,20.707165,0.117746775,0.174032969,17.40329688,,424,0.117746775,0.174032969,17.40329688,
-16110,18126,-0.88877855,-16110,18126,-0.88877855,0,0,0,0,0,0,,425,0,0,0,
-11739,20748,-0.565789474,-6341.61528,19503.12,-0.325159015,5397.38472,0.459782326,45.97823256,0.240630459,0.425300346,42.53003464,,426,0.240630459,0.425300346,42.53003464,
-21465,28409,-0.755570418,-15781.44928,27840.82,-0.566845707,5683.550717,0.264782237,26.4782237,0.188724711,0.249777793,24.97777929,,427,0.188724711,0.249777793,24.97777929,
-19516,26522,-0.735841943,-14208.0991,25991.56,-0.546642799,5307.900904,0.271976886,27.19768858,0.189199144,0.257119271,25.71192713,,428,0.189199144,0.257119271,25.71192713,
-10264,20224,-0.507515823,-5407.81312,19010.56,-0.284463641,4856.18688,0.473128106,47.3128106,0.223052182,0.439497985,43.94979851,,429,0.223052182,0.439497985,43.94979851,
-27052,30031,-0.900802504,-27050.96825,30031,-0.900768148,1.031747758,3.81394E-05,0.003813943,3.43561E-05,3.81394E-05,0.003813943,,430,3.43561E-05,3.81394E-05,0.003813943,
-14346,26356,-0.544316285,-8017.9244,22666.16,-0.353739866,6328.0756,0.441103834,44.11038338,0.190576419,0.350120737,35.0120737,,431,0.190576419,0.350120737,35.0120737,
-17892,23851,-0.750157226,-13121.20711,23373.98,-0.561359559,4770.792889,0.266643913,26.66439129,0.188797667,0.251677462,25.16774621,,432,0.188797667,0.251677462,25.16774621,
-23711.44515,30694,-0.772510756,-16957.00712,30080.12,-0.563728041,6754.438038,0.284859822,28.48598217,0.208782715,0.270265124,27.02651242,,433,0.208782715,0.270265124,27.02651242,
-18374.99126,18334,-1.002235806,-18374.99126,18334,-1.002235806,0,0,0,0,0,0,,434,0,0,0,
-18948.31714,31908,-0.593842207,-13839.97867,31269.84,-0.442598321,5108.338466,0.269593254,26.95932535,0.151243886,0.254686993,25.46869934,,435,0.151243886,0.254686993,25.46869934,
-12290.98803,20248,-0.607022325,-7428.633314,19438.08,-0.382169088,4862.35472,0.395603243,39.56032425,0.224853236,0.370420044,37.04200443,,436,0.224853236,0.370420044,37.04200443,
-21382,30339,-0.704769439,-14707.77932,29125.44,-0.504980502,6674.22068,0.31214202,31.21420204,0.199788936,0.283481271,28.34812712,,437,0.199788936,0.283481271,28.34812712,
-12088,14062,-0.859621675,-12088,14062,-0.859621675,0,0,0,0,0,0,,438,0,0,0,
-22529,37485,-0.601013739,-15780.00341,32237.1,-0.489498231,6748.996591,0.299569293,29.95692925,0.111515508,0.185545689,18.5545689,,439,0.111515508,0.185545689,18.5545689,
-27564,30534,-0.902731381,-27564,30534,-0.902731381,0,0,0,0,0,0,,440,0,0,0,
-22776.875,40730,-0.55921618,-13817.79559,35027.8,-0.394480829,8959.079411,0.393341027,39.33410273,0.164735351,0.29458259,29.45825899,,441,0.164735351,0.29458259,29.45825899,
-21207.75757,23137,-0.91661657,-21209.98159,23137,-0.916712694,-2.224017979,-0.000104868,-0.010486813,-9.61239E-05,-0.000104868,-0.010486813,,442,-9.61239E-05,-0.000104868,-0.010486813,
-7738.768216,25725,-0.300826753,-1561.294871,24696,-0.063220557,6177.473345,0.798250209,79.82502089,0.237606196,0.789843968,78.98439676,,443,0.237606196,0.789843968,78.98439676,
-27729,30717,-0.902724875,-27729,30717,-0.902724875,0,0,0,0,0,0,,444,0,0,0,
-25954.16246,29939,-0.866901448,-19962.53027,29939,-0.666773448,5991.632192,0.230854384,23.08543842,0.200128,0.230854384,23.08543842,,445,0.200128,0.230854384,23.08543842,
-28051,30028,-0.934161449,-25647.47436,30028,-0.854118635,2403.525635,0.085684134,8.568413374,0.080042815,0.085684134,8.568413374,,446,0.080042815,0.085684134,8.568413374,
-27836,31835,-0.87438354,-21465.81576,31198.3,-0.688044405,6370.184238,0.228846969,22.88469693,0.186339135,0.213109152,21.31091524,,447,0.186339135,0.213109152,21.31091524,
-14062,17029,-0.825767808,-14062.96,17029,-0.825824182,-0.96,-6.82691E-05,-0.006826909,-5.63744E-05,-6.82691E-05,-0.006826909,,448,-5.63744E-05,-6.82691E-05,-0.006826909,
-31540,37550,-0.839946738,-23276.8972,36048,-0.645719518,8263.1028,0.261988041,26.19880406,0.194227219,0.231237542,23.12375423,,449,0.194227219,0.231237542,23.12375423,
-17483.875,19488,-0.897161073,-17488.42951,19488,-0.897394782,-4.554505851,-0.000260498,-0.026049751,-0.000233708,-0.000260498,-0.026049751,,450,-0.000233708,-0.000260498,-0.026049751,
-34818,46827,-0.74354539,-25447.9173,42144.3,-0.603828212,9370.0827,0.269116052,26.9116052,0.139717179,0.187906724,18.79067245,,451,0.139717179,0.187906724,18.79067245,
-29306,32298,-0.907362685,-23488.22586,32298,-0.727234685,5817.774144,0.198518192,19.85181923,0.180128,0.198518192,19.85181923,,452,0.180128,0.198518192,19.85181923,
-28429,45429,-0.625789694,-19337.20337,44520.42,-0.434344586,9091.796628,0.31980712,31.98071205,0.191445108,0.305925633,30.59256331,,453,0.191445108,0.305925633,30.59256331,
-18566.14962,19508,-0.951719788,-18566.63493,19508,-0.951744665,-0.485309826,-2.61395E-05,-0.00261395,-2.48775E-05,-2.61395E-05,-0.00261395,,454,-2.48775E-05,-2.61395E-05,-0.00261395,
-13890,32896,-0.422239786,-7308.16832,28948.48,-0.252454302,6581.83168,0.473853973,47.38539726,0.169785484,0.402106787,40.21067871,,455,0.169785484,0.402106787,40.21067871,
-39054,47065,-0.82978859,-29635.3522,46123.7,-0.64251897,9418.6478,0.241169862,24.11698622,0.187269621,0.225683533,22.56835329,,456,0.187269621,0.225683533,22.56835329,
-14210.81826,21174,-0.671144718,-9973.325032,20750.52,-0.480630126,4237.493231,0.298187842,29.8187842,0.190514593,0.283865145,28.38651449,,457,0.190514593,0.283865145,28.38651449,
-32497.87763,39475,-0.823252125,-24597.66693,38685.5,-0.635836862,7900.2107,0.243099281,24.30992814,0.187415263,0.227652328,22.7652328,,458,0.187415263,0.227652328,22.7652328,
-23479.09303,27426,-0.856088858,-23482.90724,27426,-0.856227931,-3.814211935,-0.000162451,-0.016245142,-0.000139073,-0.000162451,-0.016245142,,459,-0.000139073,-0.000162451,-0.016245142,
-6218,11193,-0.555525775,-3977.83298,11193,-0.355385775,2240.16702,0.360271312,36.02713123,0.20014,0.360271312,36.02713123,,460,0.20014,0.360271312,36.02713123,
-24174,41212,-0.586576725,-15927.4788,37090.8,-0.429418584,8246.5212,0.341131844,34.11318441,0.157158142,0.267924271,26.79242713,,461,0.157158142,0.267924271,26.79242713,
-31131.625,38080,-0.817532169,-23521.0169,37318.4,-0.63027935,7610.608103,0.244465495,24.44654946,0.187252819,0.229046423,22.90464231,,462,0.187252819,0.229046423,22.90464231,
-6880.859776,12793,-0.537861313,-3044.28242,11513.7,-0.264405223,3836.577356,0.557572379,55.75723791,0.27345609,0.508413755,50.84137546,,463,0.27345609,0.508413755,50.84137546,
-31290,46262,-0.676365051,-22035.74952,38860.08,-0.567053632,9254.25048,0.295757446,29.57574458,0.109311419,0.161616007,16.16160069,,464,0.109311419,0.161616007,16.16160069,
-14537,16472,-0.882527926,-12229.07514,16472,-0.742415926,2307.924864,0.158762115,15.87621149,0.140112,0.158762115,15.87621149,,465,0.140112,0.158762115,15.87621149,
-7518,14494,-0.518697392,-4037.945422,13914.24,-0.29020237,3480.054578,0.462896326,46.28963259,0.228495022,0.440517006,44.05170062,,466,0.228495022,0.440517006,44.05170062,
-25301.55646,33297,-0.759874958,-18637.76126,32631.06,-0.571166283,6663.795204,0.263374912,26.33749119,0.188708674,0.248341747,24.83417468,,467,0.188708674,0.248341747,24.83417468,
-32372.25,33355,-0.970536651,-32376.88,33355,-0.970675461,-4.63,-0.000143024,-0.014302373,-0.00013881,-0.000143024,-0.014302373,,468,-0.00013881,-0.000143024,-0.014302373,
-26150,28075,-0.93143366,-26150,28075,-0.93143366,0,0,0,0,0,0,,469,0,0,0,
-31214,33184,-0.940634041,-31214,33184,-0.940634041,0,0,0,0,0,0,,470,0,0,0,
-21426.94075,33354,-0.642409928,-15419.08485,32686.92,-0.471720335,6007.855896,0.280387946,28.03879455,0.170689593,0.265701985,26.57019853,,471,0.170689593,0.265701985,26.57019853,
-13773.9,17715,-0.777527519,-13773.93,17715,-0.777529213,-0.03,-2.17803E-06,-0.000217803,-1.69348E-06,-2.17803E-06,-0.000217803,,472,-1.69348E-06,-2.17803E-06,-0.000217803,
-11110,18079,-0.61452514,-6406.92894,16994.26,-0.377005468,4703.07106,0.423318727,42.33187273,0.237519672,0.386509284,38.65092843,,473,0.237519672,0.386509284,38.65092843,
-26928,43885,-0.613603737,-18146.10618,39496.5,-0.459435803,8781.893816,0.326124993,32.61249932,0.154167934,0.251249992,25.12499924,,474,0.154167934,0.251249992,25.12499924,
-23867,28796,-0.828830393,-18103.99893,28220.08,-0.641528973,5763.001072,0.241463153,24.1463153,0.187301421,0.225982809,22.59828092,,475,0.187301421,0.225982809,22.59828092,
-9487,17475,-0.542889843,-5989.6933,17125.5,-0.349752901,3497.3067,0.368642005,36.86420048,0.193136942,0.355757148,35.57571478,,476,0.193136942,0.355757148,35.57571478,
