Expected Tenure 1,Expected Tenure 2,,Employee,Percentage Change
8.280466419,15,,847,81.14921601
7,12,,848,71.42857143
2.033753183,2.033753183,,849,0
2,2,,850,0
3,2.429853575,,851,-19.00488083
8.007320294,11.09841638,,852,38.60337757
4.117107424,78.05062379,,853,1795.763597
2.03746136,2.353723561,,854,15.52236559
15,8.390295541,,855,-44.06469639
7,2.092165461,,856,-70.11192199
2,2,,857,0
4,2.31710514,,858,-42.0723715
4,28,,859,600
9.051190703,9.381412422,,860,3.648378759
4,10,,861,150
9,12.25,,862,36.11111111
2,0.38118683,,863,-80.9406585
0.04,0.266677853,,864,566.6946325
9.375,10,,865,6.666666667
8.432528328,66.18402631,,866,684.8657453
15,9,,867,-40
0.005572501,0.079726315,,868,1330.709748
0.04,0.257871051,,769,544.6776275
7,2.154463454,,870,-69.22195066
8,74.62612393,,871,832.8265491
3.03940537,3.028819483,,872,-0.348288093
2.210557729,2.108331129,,873,-4.62447095
13,13,,874,0
4.157345172,82.56692351,,875,1886.049272
0.013976258,0.193112506,,876,1281.71824
3,2.075658321,,877,-30.8113893
4,2.119778817,,879,-47.00552958
3,2.401608712,,879,-19.94637627
8,10,,880,25
0.028608591,0.003426397,,881,-88.02318856
4,4,,882,0
9,11.75,,883,30.55555556
7,14,,884,100
2,2,,885,0
15,15,,886,0
8,87.94863637,,887,999.3579546
4,4,,888,0
20.5,20.625,,889,0.609756098
7,7,,890,0
13,13.1815517,,891,1.396551538
1.188816908,0.476209768,,892,-59.94254752
9,9,,893,0
7.1,8.846225759,,894,24.594729
3.651610217,88.34002337,,895,2319.207367
13,12.60422846,,896,-3.044396462
8.442248381,8.284602278,,897,-1.867347369
4.018926493,4.614211182,,898,14.81203227
14,78.83764654,,899,463.1260467
8.167095077,8.449961734,,900,3.463491662
1.135373541,1.011116703,,901,-10.94413719
7,2.005271476,,902,-71.35326463
20.75,64.07560558,,903,208.7980992
3.014527782,3.534794285,,904,17.25864018
2,2,,905,0
3,2.112185454,,906,-29.5938182
7.041800779,44.24294989,,907,528.2902808
2,0.216396729,,908,-89.18016355
2.59,2.155151367,,909,-16.78952251
3.001435155,3.123765449,,910,4.0757267
2,2,,911,0
4,2.061892973,,912,-48.45267568
6.125,84.97106943,,913,1287.282766
7,4.26976652,,914,-39.00333543
0.01,0.233073869,,915,2230.73869
7,7,,916,0
2.052375977,2.131809145,,917,3.870302951
0.178600632,0.178600632,,918,0
8.495955827,38.25776781,,919,350.3056347
4,2.237364216,,920,-44.0658946
2,0.582294951,,921,-70.88525245
9,66.11347869,,922,634.5942077
7,7,,923,0
8,7,,924,-12.5
7,7,,925,0
2,15,,926,650
2.076150875,42.428746,,927,1943.62537
2.40775683,2.022085334,,928,-16.01787569
7,7,,929,0
12,83.23020074,,930,593.5850062
7,7,,931,0
4.355929251,35.51348562,,932,715.2906894
6,9,,933,50
0.03,0.619398125,,934,1964.660417
10,10,,935,0
2.009580839,2.661942863,,936,32.46259177
9.7823957,12,,937,22.66933753
2.00697573,61.94057918,,938,2986.264485
10,10,,939,0
5.25,16.04062447,,940,205.5357042
7,92.0405655,,941,1214.865221
8,82.83091422,,942,935.3864278
3,2.136030441,,943,-28.7989853
2.215890155,38.28039229,,944,1627.540158
8,32.5,,945,306.25
6.1,7,,946,14.75409836
8,10,,947,25
7,53.08864888,,948,658.4092697
15,102.7607991,,949,585.071994
10.625,69.24397745,,950,551.7080231
4,94.53817207,,951,2263.454302
7,10,,952,42.85714286
15.625,33.31630111,,953,113.2243271
15,82.16917719,,954,447.7945146
11,38.25616492,,955,247.7833175
4,87.2455669,,956,2081.139173
8,7,,957,-12.5
9,9,,958,0
7,7,,959,0
8,4.25717851,,960,-46.78526863
2.35971929,2.679005041,,961,13.53066665
7,12,,962,71.42857143
7,10,,963,42.85714286
3.114084575,3.401515002,,964,9.23001351
2.13,86.20585813,,965,3947.223386
4,2.015358001,,966,-49.61604998
4,4,,967,0
7,2.092530089,,968,-70.10671301
8.875,9,,969,1.408450704
8,8,,970,0
6.592386744,10,,971,51.69012967
15,12.57081832,,972,-16.19454453
2.097141279,2.097141279,,973,0
8.090087363,64.06138381,,974,691.8503341
4,3.27449286,,975,-18.1376785
15,15,,976,0
2.082327799,51.02000406,,977,2350.142772
7,7,,978,0
10,15,,979,50
15,12.78937067,,980,-14.73752887
13,26.125,,981,100.9615385
7,7,,982,0
3,3,,983,0
5.092951273,5.334173385,,984,4.736391516
2,0.738513836,,985,-63.0743082
2.06,2.334212826,,986,13.31130223
3.02590813,3.301235732,,987,9.099007312
7,14,,988,100
7.12,7.033518933,,989,-1.214621728
2,2,,990,0
2.097274443,82.03481654,,991,3811.496505
5,52.44334188,,992,948.8668376
2.672980699,2.023518838,,993,-24.29728959
7,2.010895474,,994,-71.2729218
0.309497414,0.023333189,,995,-92.46094218
7,7,,996,0
7,41.72610032,,997,496.0871474
3,2.377833395,,998,-20.73888683
10.28685344,37.44754204,,999,264.0330083
7,0.914649583,,1000,-86.93357739
11,41.17758531,,1001,274.3416846
7,3.199398929,,1002,-54.29430101
9,78.31515391,,1003,770.1683768
8.22,48.74860269,,1004,493.0486945
4.51,6.25,,1005,38.58093126
9,10.12889223,,1006,12.543247
4,3.022994754,,1007,-24.42513115
8.274581152,72.69583048,,1008,778.5439304
4,4,,1009,0
7.04,7.271961284,,1010,3.294904602
2.08,2.143191121,,1011,3.038034663
7,7,,1012,0
3,3.081548964,,1013,2.7182988
2.626264084,2.270846371,,1014,-13.53320541
2.02,2.053394222,,1015,1.653179307
2,0.377148728,,1016,-81.1425636
2.108885679,2.025924701,,1017,-3.933877442
7.625,7.5,,1018,-1.639344262
8,7.405102075,,1019,-7.436224063
8,8,,1020,0
2,0.556230298,,1021,-72.1884851
7,7,,1022,0
2.292112583,2.032964342,,1023,-11.30608692
4.151279585,7,,1024,68.62270673
8,29.02514342,,1025,262.8142928
4,10,,1026,150
10,10,,1027,0
2,0.798948462,,1028,-60.0525769
7,91.20509055,,1029,1202.929865
2.039873068,9,,1030,341.203923
3,3,,1031,0
4,4,,1032,0
2.152083091,2.046689403,,1033,-4.897287119
8,10,,1034,25
2,2,,1035,0
9.375,9.375,,1036,0
4,4,,1037,0
2,1.167773529,,1038,-41.61132355
7,0.377869134,,1039,-94.60186951
7,7,,1040,0
7,69.42750083,,1041,891.8214404
7,0.42030845,,1042,-93.99559357
3.142426759,3.404766035,,1043,8.348302001
7,7,,1044,0
11.75,13,,1045,10.63829787
3.15,3.069888468,,1046,-2.543223238
14,39.33443724,,1047,180.960266
7,7,,1048,0
7.097383212,8,,1049,12.71759973
4,2.376150865,,1050,-40.59622838
4.013126127,55.59427401,,1051,1285.310909
8,7.116164552,,1052,-11.0479431
7,7,,1053,0
4,3,,1054,-25
2,15,,1055,650
8.404272712,85.19989547,,1056,913.7688101
7,7,,1057,0
9,18.82986537,,1058,109.2207263
4,4,,1059,0
4,10,,1060,150
2.085832965,2.085832965,,1061,0
4,4,,1062,0
0.07,0.009803689,,1063,-85.99473
7,82.3654984,,1064,1076.649977
13,18.41034238,,1065,41.61801831
3,2,,1066,-33.33333333
2.04,100.0835714,,1067,4806.057422
4,3.038970218,,1068,-24.02574455
16.125,85.96900086,,1069,433.1410906
8,10,,1070,25
7,7,,1071,0
8,71.18230639,,1072,789.7788299
9.38,9.898243662,,1073,5.524985736
4.707769203,32.04813065,,1074,580.7498258
11.46214053,12,,1075,4.692487137
7,7,,1076,0
2,4,,1077,100
3,2.014132733,,1078,-32.86224223
2.03,41.47815759,,1079,1943.258995
3,3,,1080,0
4,3.153867591,,1081,-21.15331023
7,7,,1082,0
0.057937264,0.207644486,,1083,258.3953947
7.435179486,65.0583133,,1084,775.0066279
0.311930277,0.163391,,1085,-47.61938419
8,33.625,,1086,320.3125
4,66.73130844,,1087,1568.282711
8,21.0698886,,1088,163.3736075
0.01,0.064622981,,1089,546.22981
3.109333615,3.88433127,,1090,24.92487944
4,2.120172281,,1091,-46.99569298
13,64.2404174,,1092,394.1570569
2.019692073,2.02903567,,1093,0.462624829
7,7,,1094,0
0.637347685,0.387078745,,1095,-39.26725489
12.125,20.13436358,,1096,66.05660685
0.334223723,0.334223723,,1097,0
15,15,,1098,0
15,15,,1099,0
6.071536112,14.375,,1100,136.7605122
2.01,2.094848984,,1101,4.221342488
7,2.534757536,,1102,-63.78917806
0.02,0.437456593,,1103,2087.282965
9,16.43849931,,1104,82.64999233
8,63.97215466,,1105,699.6519333
4,4,,1106,0
4,2.433122211,,1107,-39.17194473
4,3.703871803,,1108,-7.403204925
2.000278548,2.058901054,,1109,2.930717127
8,80.12513801,,1110,901.5642251
2,2,,1111,0
7.13,7.084310476,,1112,-0.640806788
2,0.307891469,,1113,-84.60542655
7,92.51687968,,1114,1221.66971
17,17,,1115,0
7,2,,1116,-71.42857143
4,3,,1117,-25
4.015055207,4.022930127,,1118,0.196134788
15,7.015688301,,1119,-53.22874466
3,2.088949269,,1120,-30.3683577
4,2.176994895,,1121,-45.57512763
2.153090017,2.140802009,,1122,-0.570715014
7.2,12.75,,1123,77.08333333
3,2.219301077,,1124,-26.02329743
7,7,,1125,0
8,17.375,,1126,117.1875
2.019051552,2.029951059,,1127,0.539833022
13,18.51281832,,1128,42.40629477
10,26.375,,1129,163.75
10,10,,1130,0
3,0.23184338,,1131,-92.27188733
7,2,,1132,-71.42857143
21.25,30.625,,1133,44.11764706
7,15,,1134,114.2857143
2.08,2.227207789,,1135,7.077297548
15,15,,1136,0
2,0.212977887,,1137,-89.35110565
4,3.014607623,,1138,-24.63480943
3.158337604,13,,1139,311.6089421
2.080447386,2.350064258,,1140,12.95956215
13,13,,1141,0
9,12.32954899,,1142,36.99498878
8,74.12471654,,1143,826.5589568
7.058109874,69.01361335,,1144,877.7917117
7,7,,1145,0
7,2,,1146,-71.42857143
19.125,9,,1147,-52.94117647
3,0.570487905,,1148,-80.9837365
8,57.21672224,,1149,615.209028
8,12,,1150,50
2,0.125404484,,1151,-93.7297758
4,4,,1152,0
9.875,32.375,,1153,227.8481013
12,54.98783994,,1154,358.2319995
2.091342828,2.018088152,,1155,-3.502757894
14,14,,1156,0
2,0.374499527,,1157,-81.27502365
9,9.529789502,,1158,5.886550022
10.10543191,10.10543191,,1159,0
7.306674689,7.107295751,,1160,-2.728723345
3,2.038241985,,1161,-32.0586005
3.966810755,4,,1162,0.836673263
4,2.601147725,,1163,-34.97130688
9,25.625,,1164,184.7222222
8.019411457,9,,1165,12.22768713
2,2,,1166,0
8,9,,1167,12.5
2.140292422,2.096313806,,1168,-2.054794735
20.375,45.21724012,,1169,121.9251049
1.015766957,66.24463924,,1170,6421.637545
13,21.03638886,,1171,61.81837585
2.027390669,2.08156428,,1172,2.672085446
7,7,,1173,0
3.393461406,3.115440814,,1174,-8.192832001
4,4,,1175,0
8.065266306,8.024285534,,1176,-0.508114307
4,2.087599467,,1177,-47.81001333
4,2.009723114,,1178,-49.75692215
8,62.05118715,,1179,675.6398394
17.375,73.47636809,,1180,322.8855717
4,2.394192737,,1181,-40.14518158
1,0.175334049,,1182,-82.4665951
2.005142513,60.88232732,,1183,2936.309236
14,14,,1184,0
12,75.89114577,,1185,532.4262148
14,12.27999831,,1186,-12.28572636
3.012642547,3.148921269,,1187,4.523560956
8,65.31581689,,1188,716.4477111
4,4,,1189,0
2.09,88.06945298,,1190,4113.849425
7,0.997440537,,1191,-85.75084947
7.188601263,40.80361937,,1192,467.6155608
3,2.359422933,,1193,-21.3525689
12,89.60693208,,1194,646.724434
7,7,,1195,0
7.191434563,10,,1196,39.05431402
8,26.7888006,,1197,234.8600075
15.25,32.55351881,,1198,113.4656971
4.009564185,4.022467058,,1199,0.321802381
4,2.003229267,,1200,-49.91926833
7,7,,1201,0
8,7.093530425,,1202,-11.33086969
4,4,,1203,0
4,4,,1204,0
2.063111659,2.047534699,,1205,-0.755022634
7,7,,1206,0
3.045137191,3.114374046,,1207,2.273685902
3.45,28.0269331,,1208,712.3748725
3.08437257,80.67243628,,1209,2515.521778
7,30.00972301,,1210,328.7103287
9.480084257,15,,1211,58.22644181
7,7,,1212,0
2.028639452,86.0183739,,1213,4140.20019
4,2.064348758,,1214,-48.39128105
7.75,69.09752976,,1215,791.5810292
2.353681137,2.284097674,,1216,-2.95636745
7,7,,1217,0
4,3.043097381,,1218,-23.92256548
