iso,year,GDP,SOURCE_GDP,POP,SOURCE_POP,SOURCE_SH_PRIM,SOURCE_SH_SECD,SH_PRIM,SH_SECD
TKM,2009,12975998976,WDI,4978.959961,WDI,WDI,WDI,12.06912899,52.69845581
LBR,2009,741511104,WDI,3821.498047,WDI,WDI,WDI,58.03570557,5.009715557
IRL,2009,1.511E+11,WDI,4535.375,WDI,WDI,WDI,0.580647886,25.34492302
MNP,2009,,,55.27600098,WDI,,,,
IDN,2009,3.46367E+11,WDI,238465.1719,WDI,WDI,WDI,15.29014874,47.6521225
CMR,2009,15008799744,WDI,20074.52148,WDI,WDI,WDI,21.65924644,27.57967949
TCA,2010,,,30.99300003,WDI,,,,
COG,2010,7771248128,WDI,4066.077881,WDI,WDI,WDI,3.830400467,75.37719727
BHR,2010,16641089536,WDI,1261.31897,WDI,WDI,WDI,0.297677249,44.97594833
BOL,2010,12716829696,WDI,9918.245117,WDI,WDI,WDI,10.38990498,30.14393997
CAN,2010,1.04416E+12,WDI,34005.27344,WDI,WDI,WDI,1.331663966,26.7131176
CUW,2010,,,148.7030029,WDI,,,,
ATG,2010,734897024,WDI,87.23300171,WDI,WDI,WDI,1.65189302,16.38014793
NZL,2010,94866423808,WDI,4350.700195,WDI,WDI,WDI,6.58408308,21.19254684
ROM,2010,1.08725E+11,WDI,20246.87109,WDI,WDI,WDI,5.603457451,27.95714188
PER,2010,96120201216,WDI,29373.64453,WDI,WDI,WDI,6.78067112,35.52406311
BLR,2010,35737829376,WDI,9490,WDI,WDI,WDI,9.228331566,36.85003662
BEL,2010,3.12961E+11,WDI,10895.58594,WDI,WDI,WDI,0.762528718,20.72796249
BGD,2010,74606198784,WDI,151616.7813,WDI,WDI,WDI,17.00118256,24.95647621
AGO,2010,53373444096,WDI,21219.95313,WDI,,,,
IND,2010,1.10568E+12,WDI,1230984.5,WDI,WDI,WDI,16.95357895,25.28804588
CRI,2010,23491514368,WDI,4545.272949,WDI,WDI,WDI,6.548937321,23.86525726
GRD,2010,498985280,WDI,104.677002,WDI,WDI,WDI,4.513175011,14.70951557
BWA,2010,8275259392,WDI,2047.831055,WDI,WDI,WDI,2.488036156,31.86130142
STP,2010,126313880,WDI,170.8800049,WDI,WDI,WDI,23.02547264,13.90286827
SLB,2010,434635840,WDI,526.177002,WDI,,,,
AUS,2010,7.39241E+11,WDI,22031.75,WDI,WDI,WDI,2.210600376,25.19716072
UZB,2010,25455343616,WDI,28562.40039,WDI,WDI,WDI,17.6106739,29.94712257
BEN,2010,4510993920,WDI,9509.797852,WDI,WDI,WDI,22.73622513,22.13661003
NCL,2010,,,250,WDI,,,,
TUR,2010,4.73197E+11,WDI,72310.41406,WDI,WDI,WDI,8.439450264,23.55195808
IRL,2010,1.42429E+11,WDI,4560.154785,WDI,WDI,WDI,0.958737552,24.32153511
ISL,2010,8566635520,WDI,318.0409851,WDI,WDI,WDI,6.627074718,21.95789528
ALB,2010,7718873600,WDI,2913.020996,WDI,WDI,WDI,17.95585632,24.93748665
NAM,2010,7301598208,WDI,2193.643066,WDI,WDI,WDI,8.577791214,27.91757584
ESP,2010,9.26549E+11,WDI,46576.89844,WDI,WDI,WDI,2.336265802,23.82282257
MLI,2010,6911062528,WDI,15167.28613,WDI,WDI,WDI,33.01683044,22.73404884
LBY,2010,48391806976,WDI,6265.696777,WDI,,,,
PNG,2010,6288057856,WDI,6847.51709,WDI,,,,
HUN,2010,84193943552,WDI,10000.02344,WDI,WDI,WDI,3.009105206,25.51715469
MAF,2010,,,30.23500061,WDI,,,,
KEN,2010,25886941184,WDI,40328.3125,WDI,WDI,WDI,24.82910347,18.54983139
LAO,2010,4647677952,WDI,6260.543945,WDI,WDI,WDI,30.90530586,30.01366234
MDA,2010,3761148160,WDI,3562.044922,WDI,WDI,WDI,12.04337215,13.26383209
ETH,2010,19372521472,WDI,87561.8125,WDI,WDI,WDI,41.44681931,9.435128212
NER,2010,3700951296,WDI,16291.99023,WDI,WDI,WDI,40.89837646,15.61692524
ZWE,2010,6097824768,WDI,13973.89746,WDI,WDI,WDI,12.28154087,26.02629662
MEX,2010,6.80268E+11,WDI,118617.5391,WDI,WDI,WDI,3.318710566,33.65092468
NRU,2010,,,10.02499962,WDI,,,,
LUX,2010,33880893440,WDI,506.9530029,WDI,WDI,WDI,0.253001213,11.63299561
BRB,2010,2877034240,WDI,279.5660095,WDI,WDI,WDI,1.360926747,12.68136311
KGZ,2010,3102807808,WDI,5447.899902,WDI,WDI,WDI,17.45220375,26.21004868
JPN,2010,3.55865E+12,WDI,128070,WDI,WDI,WDI,1.171715498,27.31425476
CHN,2010,3.90874E+12,WDI,1337705,WDI,WDI,WDI,9.624434471,46.17351913
BMU,2010,3717664256,WDI,65.12400055,WDI,WDI,WDI,0.748048425,7.518138885
MDG,2010,5649831424,WDI,21079.53125,WDI,WDI,WDI,25.76524925,14.63522053
SOM,2010,,,9581.713867,WDI,,,,
ITA,2010,1.37537E+12,WDI,59277.41797,WDI,WDI,WDI,1.771044493,21.92479897
GIB,2010,,,30.73200035,WDI,,,,
ABW,2010,1597046144,WDI,101.5970001,WDI,WDI,WDI,0.449380696,14.77364635
BGR,2010,32319582208,WDI,7395.599121,WDI,WDI,WDI,4.290773392,23.85043716
SAU,2010,3.40941E+11,WDI,28090.64648,WDI,WDI,WDI,2.38228178,58.53889084
KHM,2010,7275764224,WDI,14363.58594,WDI,WDI,WDI,33.87667847,21.86862373
ZAF,2010,2.42918E+11,WDI,50771.82422,WDI,WDI,WDI,2.387372971,27.38133621
ARG,2010,2.98764E+11,WDI,41222.875,WDI,WDI,WDI,7.083102226,26.77586365
CYM,2010,,,55.50899887,WDI,,,,
ECU,2010,45014769664,WDI,14934.69238,WDI,WDI,WDI,9.733118057,34.72418594
VCT,2010,440875168,WDI,109.3160019,WDI,WDI,WDI,6.078817368,16.48113632
BDI,2010,2623488256,WDI,9461.117188,WDI,WDI,WDI,36.96887589,15.26723385
GUY,2010,1462163968,WDI,753.3619995,WDI,WDI,WDI,15.92837524,19.85080528
LKA,2010,36711710720,WDI,20118,WDI,WDI,WDI,8.496183395,26.64416122
FIN,2010,1.6038E+11,WDI,5363.352051,WDI,WDI,WDI,2.388027906,26.21218491
GBR,2010,1.5555E+12,WDI,62766.36328,WDI,WDI,WDI,0.663046062,18.66943359
VUT,2010,453545824,WDI,236.298996,WDI,WDI,WDI,20.72534943,12.31593895
AND,2010,2165666304,WDI,84.41899872,WDI,WDI,WDI,0.46386081,13.76028061
FSM,2010,190346464,WDI,103.6190033,WDI,WDI,WDI,24.24203682,7.480010986
MNG,2010,4652881920,WDI,2712.656982,WDI,WDI,WDI,11.73256302,33.1942482
BIH,2010,11107609600,WDI,3835.258057,WDI,WDI,WDI,6.791969299,22.38729668
PAN,2010,18714605568,WDI,3620.506104,WDI,WDI,WDI,3.820841789,19.92663956
PHL,2010,1.29171E+11,WDI,93038.89844,WDI,WDI,WDI,12.31432819,32.56828308
IMN,2010,3507899136,WDI,84.32700348,WDI,,,,
ERI,2010,1370103552,WDI,4689.664063,WDI,,,,
GRC,2010,1.93752E+11,WDI,11121.34082,WDI,WDI,WDI,2.884030819,13.82784271
VNM,2010,75028594688,WDI,86932.5,WDI,WDI,WDI,18.37848091,32.13189316
LCA,2010,808648192,WDI,177.3970032,WDI,WDI,WDI,2.528253078,13.65332794
NGA,2010,2.38849E+11,WDI,159424.7344,WDI,WDI,WDI,23.52450943,24.92625809
DOM,2010,34859962368,WDI,9897.983398,WDI,WDI,WDI,6.024491787,26.07773018
LTU,2010,24031414272,WDI,3097.281982,WDI,WDI,WDI,2.990747452,26.14351273
PRI,2010,63670292480,WDI,3721.525879,WDI,WDI,WDI,0.835524857,96.73609924
CHISL,2010,,,159.5829926,WDI,,,,
MLT,2010,5283151872,WDI,414.5079956,WDI,WDI,WDI,1.690543056,28.81223869
TTO,2010,13615101952,WDI,1328.094971,WDI,WDI,WDI,0.54784596,56.67975998
HTI,2010,4285969664,WDI,9999.617188,WDI,,,,
EGY,2010,1.4166E+11,WDI,82040.99219,WDI,WDI,WDI,13.34075928,35.7845192
SVK,2010,57763598336,WDI,5391.428223,WDI,WDI,WDI,2.562062979,32.07958221
SLE,2010,1693415552,WDI,5775.901855,WDI,WDI,WDI,52.1619873,7.666625977
ISR,2010,1.51648E+11,WDI,7623.600098,WDI,,,,
KNA,2010,448143904,WDI,52.35200119,WDI,WDI,WDI,1.426529765,23.39531517
DNK,2010,2.06975E+11,WDI,5547.683105,WDI,WDI,WDI,1.210130453,19.63123322
CUB,2010,41631862784,WDI,11308.13281,WDI,WDI,WDI,4.13237381,16.98475838
GEO,2010,7532216832,WDI,3926,WDI,WDI,WDI,7.278747082,19.31634331
NLD,2010,5.41326E+11,WDI,16615.39453,WDI,WDI,WDI,1.714615107,19.90144348
MRT,2010,2807327488,WDI,3591.399902,WDI,WDI,WDI,20.2932663,39.01316452
BTN,2010,1026084544,WDI,720.2459717,WDI,WDI,WDI,16.79770279,42.77832031
SSD,2010,10178419712,WDI,10056.47461,WDI,,,,
MCO,2010,3462844416,WDI,36.84500122,WDI,,,,
PLW,2010,118951504,WDI,20.46999931,WDI,WDI,WDI,4.117164612,9.909259796
DEU,2010,2.2116E+12,WDI,81776.92969,WDI,WDI,WDI,0.647271752,27.14208031
BRN,2010,8006003200,WDI,393.302002,WDI,WDI,WDI,0.759829581,66.77323151
NIC,2010,5657194496,WDI,5737.722168,WDI,WDI,WDI,17.00279808,22.03146935
SUR,2010,2827135488,WDI,518.1409912,WDI,WDI,WDI,9.697322845,35.34561539
LBR,2010,836606400,WDI,3957.98999,WDI,WDI,WDI,44.80000305,5.000003338
MNE,2010,2678798336,WDI,619.4279785,WDI,WDI,WDI,7.678082466,17.14840317
ARM,2010,5993061888,WDI,2963.496094,WDI,WDI,WDI,16.99914932,32.86572266
DMA,2010,319514688,WDI,71.16699982,WDI,WDI,WDI,11.46915245,11.71040535
KAZ,2010,95813132288,WDI,16321.58105,WDI,WDI,WDI,4.510527611,40.60242081
GTM,2010,26753091584,WDI,14732.26074,WDI,WDI,WDI,11.05435944,27.05184555
SMR,2010,,,30.69000053,WDI,,,,
TUV,2010,20595512,WDI,9.826999664,WDI,WDI,WDI,26.74814224,5.57445097
WSM,2010,425060128,WDI,186.029007,WDI,WDI,WDI,10.42193222,25.78092003
CAF,2010,1285307136,WDI,4444.973145,WDI,WDI,WDI,50.28885651,12.81003189
CPV,2010,1077106944,WDI,490.3789978,WDI,WDI,WDI,7.989777565,18.14870644
KIR,2010,97355864,WDI,102.6480026,WDI,WDI,WDI,23.96957207,7.783353329
JOR,2010,17101949952,WDI,6517.912109,WDI,WDI,WDI,2.989309788,26.88479042
LSO,2010,1415693056,WDI,2010.58606,WDI,WDI,WDI,7.567904949,28.37432861
LIE,2010,3289182976,WDI,36.27600098,WDI,,WDI,,39.77435684
TWN,2010,2.8871E+11,TWN NATSTAT,,,,,,
MKD,2010,6088121856,WDI,2062.443115,WDI,WDI,WDI,10.1208334,21.04272652
HND,2010,10250891264,WDI,7503.875,WDI,WDI,WDI,11.59122086,25.58712959
GNB,2010,548478656,WDI,1634.196045,WDI,WDI,WDI,44.85982895,12.72040272
VEN,2010,2.5486E+11,WDI,28995.74414,WDI,WDI,WDI,5.375265121,48.40860367
MAC,2010,18201030656,WDI,534.6259766,WDI,,WDI,,4.807310104
BRA,2010,1.42954E+12,WDI,198614.2031,WDI,WDI,WDI,4.115755558,23.26799774
MDV,2010,1503656832,WDI,367,WDI,WDI,WDI,3.967875957,14.2711134
PRK,2010,,,24500.50586,WDI,,,,
GAB,2010,9292574720,WDI,1541.936035,WDI,WDI,WDI,3.91445446,55.19246292
KWT,2010,74696785920,WDI,3059.4729,WDI,WDI,WDI,0.451644689,66.06558228
MMR,2010,,,51733.01172,WDI,,,,
GRL,2010,1480241024,WDI,56.90499878,WDI,,,,
LVA,2010,15366171648,WDI,2097.554932,WDI,WDI,WDI,3.941477776,21.32606506
KOR,2010,7.08337E+11,WDI,49410.36719,WDI,WDI,WDI,2.236404181,34.63471985
BLZ,2010,904182528,WDI,321.6090088,WDI,WDI,WDI,11.496665,18.83138084
MNP,2010,,,53.86000061,WDI,,,,
KSV,2010,3773010688,WDI,1775.680054,WDI,WDI,WDI,13.60414314,17.35505295
LBN,2010,24599242752,WDI,4337.155762,WDI,WDI,WDI,3.848167419,13.40837669
GHA,2010,20822837248,WDI,24317.73438,WDI,WDI,WDI,28.03873634,18.01494217
GNQ,2010,8225320960,WDI,728.710022,WDI,,,,
THA,2010,2.20639E+11,WDI,66692.02344,WDI,WDI,WDI,10.53078747,40.03399277
ASM,2010,,,55.63600159,WDI,,,,
COM,2010,334567520,WDI,698.6950073,WDI,WDI,WDI,40.60980225,12.09967232
COL,2010,1.85752E+11,WDI,45918.10156,WDI,WDI,WDI,6.502007484,32.02006149
IRQ,2010,89645113344,WDI,30868.15625,WDI,WDI,WDI,5.162283421,55.79349518
MUS,2010,6289437184,WDI,1250.400024,WDI,WDI,WDI,3.154728174,23.57555962
FRA,2010,1.71308E+12,WDI,65027.51172,WDI,WDI,WDI,1.605819583,17.66476631
MHL,2010,106009912,WDI,52.4280014,WDI,WDI,WDI,14.77656841,11.14449692
AFG,2010,10313962496,WDI,27962.20703,WDI,WDI,WDI,26.0782547,21.04463768
YEM,2010,20002201600,WDI,23591.97266,WDI,,,,
IRN,2010,3.02744E+11,WDI,74253.375,WDI,WDI,WDI,6.777972221,40.95349503
RWA,2010,3687981056,WDI,10293.66895,WDI,WDI,WDI,32.56093979,12.87992764
GIN,2010,3065011712,WDI,11012.40625,WDI,WDI,WDI,20.24661446,41.14910507
PAK,2010,1.14814E+11,WDI,170043.9219,WDI,WDI,WDI,23.28158951,19.71948433
SWZ,2010,2283102976,WDI,1193.147949,WDI,WDI,WDI,6.31224966,39.61504745
POL,2010,3.10156E+11,WDI,38042.79297,WDI,WDI,WDI,2.566329479,29.34355736
AZE,2010,34237519872,WDI,9054.332031,WDI,WDI,WDI,5.544566154,59.99481583
NOR,2010,2.77332E+11,WDI,4889.251953,WDI,WDI,WDI,1.56944418,34.78691101
VGB,2010,,,27.22299957,WDI,,,,
DJI,2010,730413824,WDI,830.802002,WDI,,,,
MWI,2010,4504142848,WDI,14769.82422,WDI,WDI,WDI,29.61487198,15.21479797
PRT,2010,1.54234E+11,WDI,10573.09961,WDI,WDI,WDI,1.924852252,19.90771675
PRY,2010,12963337216,WDI,6209.876953,WDI,WDI,WDI,20.37131119,27.22548866
SEN,2010,8369595904,WDI,12956.79102,WDI,WDI,WDI,15.50569725,20.48984146
CHE,2010,3.76148E+11,WDI,7824.90918,WDI,WDI,WDI,0.702215195,25.2888298
SVN,2010,31075221504,WDI,2048.583008,WDI,WDI,WDI,1.726782084,26.66306114
MYS,2010,1.65042E+11,WDI,28119.5,WDI,WDI,WDI,10.08978176,40.49888229
TGO,2010,2053463808,WDI,6390.851074,WDI,WDI,WDI,31.03244591,16.6333847
SXM,2010,,,35.47399902,WDI,,,,
MAR,2010,60327919616,WDI,32107.73828,WDI,WDI,WDI,12.94352436,25.65738487
AUT,2010,2.52552E+11,WDI,8363.404297,WDI,WDI,WDI,1.276818991,25.54224396
IDN,2010,4.88681E+11,WDI,241613.125,WDI,WDI,WDI,13.92921257,42.77586746
FJI,2010,2032471424,WDI,859.9520264,WDI,WDI,WDI,9.381897926,16.97257996
QAT,2010,80976527360,WDI,1765.512939,WDI,WDI,WDI,0.117906615,68.106987
SLV,2010,13861473280,WDI,6038.306152,WDI,WDI,WDI,11.5690794,24.79375076
CHL,2010,1.40786E+11,WDI,17015.04883,WDI,WDI,WDI,3.188493013,36.40068054
SYR,2010,,,20720.60156,WDI,,,,
DZA,2010,1.0433E+11,WDI,36036.16016,WDI,WDI,WDI,8.466442108,50.49539948
ARE,2010,1.85125E+11,WDI,8329.453125,WDI,WDI,WDI,0.855960131,54.89215851
SGP,2010,1.53007E+11,WDI,5076.731934,WDI,WDI,WDI,0.036728997,26.09244537
TUN,2010,28508835840,WDI,10547.09961,WDI,WDI,WDI,7.534593582,28.97874069
NPL,2010,10356583424,WDI,26875.91016,WDI,WDI,WDI,33.17937851,14.2007618
ZMB,2010,13115440128,WDI,13917.43945,WDI,WDI,WDI,9.876608849,33.54278564
COD,2010,13282238464,WDI,65938.71094,WDI,WDI,WDI,22.28304482,32.82696915
EST,2010,12616536064,WDI,1331.474976,WDI,WDI,WDI,2.792817593,24.46687698
CZE,2010,1.33976E+11,WDI,10474.41016,WDI,WDI,WDI,1.523073196,33.33275986
GUM,2010,,,159.4400024,WDI,,,,
SRB,2010,25537914880,WDI,7291.436035,WDI,WDI,WDI,8.52600193,23.67913055
SWE,2010,3.16069E+11,WDI,9378.125977,WDI,WDI,WDI,1.428155899,25.43606377
SYC,2010,627722560,WDI,89.76999664,WDI,WDI,WDI,2.260877371,14.01838207
USA,2010,9.68463E+12,WDI,309346.875,WDI,WDI,WDI,1.138410568,19.77102661
TCD,2010,6897442816,WDI,11896.37988,WDI,WDI,WDI,51.94562149,11.9680624
TJK,2010,3651527424,WDI,7581.695801,WDI,WDI,WDI,19.58667755,25.03248215
GMB,2010,616392064,WDI,1693.001953,WDI,WDI,WDI,28.9342289,12.32079506
TON,2010,239337216,WDI,103.9469986,WDI,WDI,WDI,16.58630371,18.14550018
PSE,2010,5768371200,WDI,3811.102051,WDI,WDI,WDI,5.58391571,20.230896
TZA,2010,20326539264,WDI,45648.52344,WDI,WDI,WDI,29.90719414,20.30322838
VIR,2010,,,106.2669983,WDI,,,,
HRV,2010,38624047104,WDI,4417.780762,WDI,WDI,WDI,4.163048744,23.13668633
CMR,2010,15287975936,WDI,20590.66602,WDI,WDI,WDI,21.66637421,27.70732117
MOZ,2010,6571609600,WDI,24321.45703,WDI,WDI,WDI,27.34390259,17.55023193
CYP,2010,16339603456,WDI,1103.685059,WDI,WDI,WDI,2.053513288,15.14614201
HKG,2010,1.4797E+11,WDI,7024.200195,WDI,WDI,WDI,0.053368405,6.835827827
URY,2010,26071402496,WDI,3374.414063,WDI,WDI,WDI,7.202064037,24.52885437
BHS,2010,5118914048,WDI,360.8299866,WDI,WDI,WDI,2.149507284,15.13651752
BFA,2010,5811645952,WDI,15632.06641,WDI,WDI,WDI,32.5402565,21.01569557
TKM,2010,14615346176,WDI,5041.995117,WDI,WDI,WDI,14.06706238,46.83613586
JAM,2010,8536623104,WDI,2690.823975,WDI,WDI,WDI,5.269884109,18.0050621
CIV,2010,16104728576,WDI,20131.70703,WDI,WDI,WDI,24.52942657,22.40826797
UGA,2010,13061235712,WDI,33149.41797,WDI,WDI,WDI,26.20869255,18.13123894
OMN,2010,37951451136,WDI,2943.74707,WDI,WDI,WDI,1.382408738,64.08699799
SDN,2010,42477015040,WDI,36114.88672,WDI,WDI,WDI,23.31053734,26.9192524
FRO,2010,1489274368,WDI,48.56700134,WDI,,,,
PYF,2010,,,268.0650024,WDI,,,,
RUS,2010,9.86895E+11,WDI,142849.4531,WDI,WDI,WDI,3.343898535,29.99958611
TLS,2010,604465216,WDI,1066.409058,WDI,WDI,WDI,20.44967842,17.77301788
UKR,2010,88287707136,WDI,45870.69922,WDI,WDI,WDI,7.294038773,27.62899971
SWZ,2011,3097647104,WDI,1212.458008,WDI,WDI,WDI,6.480832577,42.9654007
DEU,2011,2.34519E+12,WDI,81797.67188,WDI,WDI,WDI,0.738664925,27.4566803
TUN,2011,28592289792,WDI,10673.7998,WDI,WDI,WDI,8.54289341,29.63474655
ZMB,2011,14642043904,WDI,14343.52637,WDI,WDI,WDI,9.982861519,35.39634705
BRA,2011,1.63186E+12,WDI,200517.5781,WDI,WDI,WDI,4.344738483,23.11321449
GHA,2011,24694943744,WDI,24928.50391,WDI,WDI,WDI,23.66370583,23.86365891
SLB,2011,553302912,WDI,537.6480103,WDI,,,,
BFA,2011,6693325824,WDI,16106.85059,WDI,WDI,WDI,30.79103279,24.70240593
SWE,2011,3.51462E+11,WDI,9449.212891,WDI,WDI,WDI,1.437109113,24.8905201
BHS,2011,4924316160,WDI,366.7109985,WDI,WDI,WDI,2.14952302,15.74880028
IRN,2011,3.69515E+11,WDI,75184.32031,WDI,WDI,WDI,5.842186928,46.18081284
IRL,2011,1.50908E+11,WDI,4576.793945,WDI,WDI,WDI,1.319022417,26.07137299
BGD,2011,80288210944,WDI,153405.6094,WDI,WDI,WDI,16.80998611,25.04529953
TJK,2011,4071119104,WDI,7753.924805,WDI,WDI,WDI,23.83551025,19.69332695
YEM,2011,19397588992,WDI,24234.93945,WDI,,,,
MMR,2011,,,52125.41016,WDI,,,,
UKR,2011,1.01835E+11,WDI,45706.10156,WDI,WDI,WDI,8.196595192,25.10924911
CHN,2011,4.67633E+12,WDI,1344130,WDI,WDI,WDI,9.533372879,46.1432457
NLD,2011,5.57796E+11,WDI,16693.07422,WDI,WDI,WDI,1.508253574,20.18512154
IND,2011,1.13336E+12,WDI,1247446,WDI,WDI,WDI,17.19103432,30.16301155
SYC,2011,665226112,WDI,87.44100189,WDI,WDI,WDI,2.221376896,13.70739651
CIV,2011,15841708032,WDI,20604.17188,WDI,WDI,WDI,26.6908493,24.21414948
SLE,2011,1863408256,WDI,5908.908203,WDI,WDI,WDI,53.80699158,7.756259441
ARE,2011,2.17529E+11,WDI,8734.72168,WDI,WDI,WDI,0.730802953,60.13951874
LVA,2011,17716418560,WDI,2059.708984,WDI,WDI,WDI,3.456267357,21.3967495
GRC,2011,1.79615E+11,WDI,11104.89941,WDI,WDI,WDI,2.950715542,13.68227005
ECU,2011,49479815168,WDI,15177.28027,WDI,WDI,WDI,9.601117134,37.63463974
CPV,2011,1163913088,WDI,495.1589966,WDI,WDI,WDI,7.843176365,17.76438713
MDG,2011,6174440960,WDI,21678.86719,WDI,WDI,WDI,25.96014786,14.63632298
LCA,2011,805157696,WDI,179.2779999,WDI,WDI,WDI,2.199520588,13.48218727
MOZ,2011,8195699712,WDI,25016.92188,WDI,WDI,WDI,26.29588509,17.75245285
GAB,2011,11350926336,WDI,1577.297974,WDI,WDI,WDI,3.432289839,60.88121033
MUS,2011,7023074816,WDI,1252.404053,WDI,WDI,WDI,3.174195528,22.75866699
IRQ,2011,1.15934E+11,WDI,31867.75781,WDI,WDI,WDI,4.563773632,62.54803085
NER,2011,4000225536,WDI,16946.48438,WDI,WDI,WDI,38.25071716,16.09122086
KWT,2011,96134897664,WDI,3239.180908,WDI,WDI,WDI,0.438939035,72.72509003
CAN,2011,1.1164E+12,WDI,34342.78125,WDI,WDI,WDI,1.605664015,27.52127075
HKG,2011,1.55108E+11,WDI,7071.600098,WDI,WDI,WDI,0.048799906,6.717172146
MNG,2011,6497181184,WDI,2759.073975,WDI,WDI,WDI,10.30735683,31.33374786
CRI,2011,25737885696,WDI,4600.486816,WDI,WDI,WDI,5.816703796,23.04544067
BWA,2011,9788360704,WDI,2089.706055,WDI,WDI,WDI,2.457929134,36.41716003
ALB,2011,8045718528,WDI,2904.780029,WDI,WDI,WDI,18.22676468,24.48440742
ESP,2011,9.28675E+11,WDI,46742.69531,WDI,WDI,WDI,2.278653145,22.9473114
VNM,2011,84595752960,WDI,87860.29688,WDI,WDI,WDI,19.56774521,32.24440384
CYP,2011,16907463680,WDI,1116.644043,WDI,WDI,WDI,2.197904825,13.72163868
TUR,2011,4.83556E+11,WDI,73517,WDI,WDI,WDI,7.985443592,24.35441399
ROM,2011,1.15693E+11,WDI,20147.52734,WDI,WDI,WDI,6.434822083,28.47487068
SEN,2011,9013018624,WDI,13357.00293,WDI,WDI,WDI,13.61191559,21.62849998
BLZ,2011,927918080,WDI,329.1929932,WDI,WDI,WDI,11.44737339,19.70239067
TTO,2011,15235173376,WDI,1334.790039,WDI,WDI,WDI,0.475679427,59.44241333
UGA,2011,12646899712,WDI,34260.34375,WDI,WDI,WDI,23.46119881,17.5603199
COM,2011,353279168,WDI,715.9719849,WDI,WDI,WDI,39.67581177,11.28916264
COD,2011,14885143552,WDI,68087.375,WDI,WDI,WDI,22.75613976,31.9577446
CAF,2011,1381036544,WDI,4530.902832,WDI,WDI,WDI,51.96054459,13.03412151
CHISL,2011,,,160.4889984,WDI,,,,
VEN,2011,1.9753E+11,WDI,29427.63086,WDI,WDI,WDI,5.012930393,48.63213348
GMB,2011,564383616,WDI,1749.098999,WDI,WDI,WDI,22.30250168,13.94037724
LAO,2011,5169896448,WDI,6366.90918,WDI,WDI,WDI,27.84469414,32.79935455
SXM,2011,,,33.43500137,WDI,,,,
ARG,2011,3.48202E+11,WDI,41655.61719,WDI,WDI,WDI,6.461715698,26.84537125
PAN,2011,21454110720,WDI,3681.979004,WDI,WDI,WDI,3.363544464,20.2227211
GBR,2011,1.61959E+12,WDI,63258.91797,WDI,WDI,WDI,0.611801326,18.68618202
LKA,2011,40751878144,WDI,20270,WDI,WDI,WDI,8.831648827,27.99567223
GRL,2011,1562691584,WDI,56.88999939,WDI,,,,
DMA,2011,312995136,WDI,71.40200043,WDI,WDI,WDI,12.4897337,12.8262701
GNQ,2011,10753798144,WDI,750.9180298,WDI,,,,
PRT,2011,1.5284E+11,WDI,10557.55957,WDI,WDI,WDI,1.821397662,19.32949638
FRO,2011,1540847232,WDI,48.49200058,WDI,,,,
SYR,2011,,,20501.16797,WDI,,,,
BRN,2011,10417869824,WDI,399.4429932,WDI,WDI,WDI,0.628206551,72.23322296
BRB,2011,2720006400,WDI,280.6019897,WDI,WDI,WDI,1.321707249,12.44148731
AND,2011,2139078144,WDI,82.3259964,WDI,WDI,WDI,0.496471167,12.56956291
USA,2011,9.68537E+12,WDI,311718.8438,WDI,WDI,WDI,1.324448943,19.99075127
GRD,2011,485986528,WDI,105.0699997,WDI,WDI,WDI,4.447834015,13.34307766
NIC,2011,6088881664,WDI,5807.787109,WDI,WDI,WDI,18.93385887,23.18418121
MWI,2011,4995624960,WDI,15226.81348,WDI,WDI,WDI,28.77238083,15.4137373
COL,2011,2.09346E+11,WDI,46406.44531,WDI,WDI,WDI,6.246551991,34.27230835
AUS,2011,8.67506E+11,WDI,22340.02344,WDI,WDI,WDI,2.298348427,26.60571289
FSM,2011,193663136,WDI,103.4759979,WDI,WDI,WDI,25.84699631,8.443781853
PRK,2011,,,24631.35938,WDI,,,,
KEN,2011,26184855552,WDI,41419.95313,WDI,WDI,WDI,26.30460548,18.90693665
VIR,2011,,,105.7839966,WDI,,,,
GTM,2011,29743304704,WDI,15049.28027,WDI,WDI,WDI,11.07477665,27.48702812
BTN,2011,1136066176,WDI,732.2459717,WDI,WDI,WDI,16.32532692,40.98293304
NGA,2011,2.56986E+11,WDI,163770.6719,WDI,WDI,WDI,22.0327816,28.02099037
CHL,2011,1.56555E+11,WDI,17201.30469,WDI,WDI,WDI,3.287968874,35.52795029
HND,2011,11053733888,WDI,7621.414063,WDI,WDI,WDI,14.21965504,25.81421661
COG,2011,9003612160,WDI,4177.435059,WDI,WDI,WDI,3.383117437,76.62564087
HRV,2011,38852505600,WDI,4280.62207,WDI,WDI,WDI,4.010268211,23.21338654
BIH,2011,11626512384,WDI,3832.310059,WDI,WDI,WDI,6.757581234,22.12337685
ABW,2011,1613069696,WDI,101.935997,WDI,WDI,WDI,0.459125131,14.63320827
MAF,2011,,,30.61499977,WDI,,,,
KHM,2011,8007442432,WDI,14593.09863,WDI,WDI,WDI,34.55731201,22.14181137
SAU,2011,4.17867E+11,WDI,28788.4375,WDI,WDI,WDI,1.918347955,63.84111786
KGZ,2011,3868279808,WDI,5514.600098,WDI,WDI,WDI,16.56877899,27.40891266
TWN,2011,3.03116E+11,TWN NATSTAT,,,,,,
BEL,2011,3.28907E+11,WDI,11047.74414,WDI,WDI,WDI,0.643883228,20.61455154
